"name","region","sub_region_1","date","value"
"icu","BC","Fraser",2021-03-13,32
"icu","BC","Interior",2021-03-13,5
"icu","BC","Northern",2021-03-13,9
"icu","BC","Out of Canada",2021-03-13,0
"icu","BC","Vancouver Coastal",2021-03-13,20
"icu","BC","Vancouver Island",2021-03-13,1
"icu","BC","Fraser",2021-03-14,32
"icu","BC","Interior",2021-03-14,5
"icu","BC","Northern",2021-03-14,9
"icu","BC","Out of Canada",2021-03-14,0
"icu","BC","Vancouver Coastal",2021-03-14,20
"icu","BC","Vancouver Island",2021-03-14,1
"icu","BC","Fraser",2021-03-15,39
"icu","BC","Interior",2021-03-15,3
"icu","BC","Northern",2021-03-15,10
"icu","BC","Out of Canada",2021-03-15,0
"icu","BC","Vancouver Coastal",2021-03-15,22
"icu","BC","Vancouver Island",2021-03-15,2
"icu","BC","Fraser",2021-03-16,38
"icu","BC","Interior",2021-03-16,5
"icu","BC","Northern",2021-03-16,14
"icu","BC","Out of Canada",2021-03-16,0
"icu","BC","Vancouver Coastal",2021-03-16,24
"icu","BC","Vancouver Island",2021-03-16,3
"icu","BC","Fraser",2021-03-17,38
"icu","BC","Interior",2021-03-17,5
"icu","BC","Northern",2021-03-17,13
"icu","BC","Out of Canada",2021-03-17,0
"icu","BC","Vancouver Coastal",2021-03-17,24
"icu","BC","Vancouver Island",2021-03-17,3
"icu","BC","Fraser",2021-03-18,37
"icu","BC","Interior",2021-03-18,4
"icu","BC","Northern",2021-03-18,14
"icu","BC","Out of Canada",2021-03-18,0
"icu","BC","Vancouver Coastal",2021-03-18,27
"icu","BC","Vancouver Island",2021-03-18,3
"icu","BC","Fraser",2021-03-19,37
"icu","BC","Interior",2021-03-19,4
"icu","BC","Northern",2021-03-19,15
"icu","BC","Out of Canada",2021-03-19,0
"icu","BC","Vancouver Coastal",2021-03-19,26
"icu","BC","Vancouver Island",2021-03-19,3
"icu","BC","Fraser",2021-03-20,37
"icu","BC","Interior",2021-03-20,4
"icu","BC","Northern",2021-03-20,15
"icu","BC","Out of Canada",2021-03-20,0
"icu","BC","Vancouver Coastal",2021-03-20,26
"icu","BC","Vancouver Island",2021-03-20,3
"icu","BC","Fraser",2021-03-21,37
"icu","BC","Interior",2021-03-21,4
"icu","BC","Northern",2021-03-21,15
"icu","BC","Out of Canada",2021-03-21,0
"icu","BC","Vancouver Coastal",2021-03-21,26
"icu","BC","Vancouver Island",2021-03-21,3
"icu","BC","Fraser",2021-03-22,33
"icu","BC","Interior",2021-03-22,6
"icu","BC","Northern",2021-03-22,14
"icu","BC","Out of Canada",2021-03-22,0
"icu","BC","Vancouver Coastal",2021-03-22,24
"icu","BC","Vancouver Island",2021-03-22,3
"icu","BC","Fraser",2021-03-23,38
"icu","BC","Interior",2021-03-23,6
"icu","BC","Northern",2021-03-23,12
"icu","BC","Out of Canada",2021-03-23,0
"icu","BC","Vancouver Coastal",2021-03-23,24
"icu","BC","Vancouver Island",2021-03-23,3
"icu","BC","Fraser",2021-03-24,40
"icu","BC","Interior",2021-03-24,6
"icu","BC","Northern",2021-03-24,13
"icu","BC","Out of Canada",2021-03-24,0
"icu","BC","Vancouver Coastal",2021-03-24,24
"icu","BC","Vancouver Island",2021-03-24,2
"icu","BC","Fraser",2021-03-25,39
"icu","BC","Interior",2021-03-25,6
"icu","BC","Northern",2021-03-25,11
"icu","BC","Out of Canada",2021-03-25,0
"icu","BC","Vancouver Coastal",2021-03-25,22
"icu","BC","Vancouver Island",2021-03-25,1
"icu","BC","Fraser",2021-03-26,42
"icu","BC","Interior",2021-03-26,4
"icu","BC","Northern",2021-03-26,12
"icu","BC","Out of Canada",2021-03-26,0
"icu","BC","Vancouver Coastal",2021-03-26,22
"icu","BC","Vancouver Island",2021-03-26,1
"icu","BC","Fraser",2021-03-27,42
"icu","BC","Interior",2021-03-27,4
"icu","BC","Northern",2021-03-27,12
"icu","BC","Out of Canada",2021-03-27,0
"icu","BC","Vancouver Coastal",2021-03-27,22
"icu","BC","Vancouver Island",2021-03-27,1
"icu","BC","Fraser",2021-03-28,42
"icu","BC","Interior",2021-03-28,4
"icu","BC","Northern",2021-03-28,12
"icu","BC","Out of Canada",2021-03-28,0
"icu","BC","Vancouver Coastal",2021-03-28,22
"icu","BC","Vancouver Island",2021-03-28,1
"icu","BC","Fraser",2021-03-29,43
"icu","BC","Interior",2021-03-29,5
"icu","BC","Northern",2021-03-29,12
"icu","BC","Out of Canada",2021-03-29,0
"icu","BC","Vancouver Coastal",2021-03-29,18
"icu","BC","Vancouver Island",2021-03-29,1
"icu","BC","Fraser",2021-03-30,40
"icu","BC","Interior",2021-03-30,6
"icu","BC","Northern",2021-03-30,12
"icu","BC","Out of Canada",2021-03-30,0
"icu","BC","Vancouver Coastal",2021-03-30,19
"icu","BC","Vancouver Island",2021-03-30,1
"icu","BC","Fraser",2021-03-31,40
"icu","BC","Interior",2021-03-31,6
"icu","BC","Northern",2021-03-31,12
"icu","BC","Out of Canada",2021-03-31,0
"icu","BC","Vancouver Coastal",2021-03-31,19
"icu","BC","Vancouver Island",2021-03-31,1
"icu","BC","Fraser",2021-04-01,39
"icu","BC","Fraser",2021-04-01,37
"icu","BC","Interior",2021-04-01,8
"icu","BC","Interior",2021-04-01,8
"icu","BC","Northern",2021-04-01,13
"icu","BC","Northern",2021-04-01,13
"icu","BC","Out of Canada",2021-04-01,0
"icu","BC","Out of Canada",2021-04-01,0
"icu","BC","Vancouver Coastal",2021-04-01,19
"icu","BC","Vancouver Coastal",2021-04-01,19
"icu","BC","Vancouver Island",2021-04-01,1
"icu","BC","Vancouver Island",2021-04-01,2
"icu","BC","Fraser",2021-04-02,37
"icu","BC","Interior",2021-04-02,8
"icu","BC","Northern",2021-04-02,13
"icu","BC","Out of Canada",2021-04-02,0
"icu","BC","Vancouver Coastal",2021-04-02,19
"icu","BC","Vancouver Island",2021-04-02,2
"icu","BC","Fraser",2021-04-03,37
"icu","BC","Interior",2021-04-03,8
"icu","BC","Northern",2021-04-03,13
"icu","BC","Out of Canada",2021-04-03,0
"icu","BC","Vancouver Coastal",2021-04-03,19
"icu","BC","Vancouver Island",2021-04-03,2
"icu","BC","Fraser",2021-04-04,37
"icu","BC","Interior",2021-04-04,8
"icu","BC","Northern",2021-04-04,13
"icu","BC","Out of Canada",2021-04-04,0
"icu","BC","Vancouver Coastal",2021-04-04,19
"icu","BC","Vancouver Island",2021-04-04,2
"icu","BC","Fraser",2021-04-05,37
"icu","BC","Interior",2021-04-05,8
"icu","BC","Northern",2021-04-05,13
"icu","BC","Out of Canada",2021-04-05,0
"icu","BC","Vancouver Coastal",2021-04-05,19
"icu","BC","Vancouver Island",2021-04-05,2
"icu","BC","Fraser",2021-04-06,51
"icu","BC","Interior",2021-04-06,8
"icu","BC","Northern",2021-04-06,9
"icu","BC","Out of Canada",2021-04-06,0
"icu","BC","Vancouver Coastal",2021-04-06,24
"icu","BC","Vancouver Island",2021-04-06,4
"icu","BC","Fraser",2021-04-07,53
"icu","BC","Interior",2021-04-07,8
"icu","BC","Northern",2021-04-07,11
"icu","BC","Out of Canada",2021-04-07,1
"icu","BC","Vancouver Coastal",2021-04-07,26
"icu","BC","Vancouver Island",2021-04-07,6
"icu","BC","Fraser",2021-04-08,44
"icu","BC","Interior",2021-04-08,9
"icu","BC","Northern",2021-04-08,11
"icu","BC","Out of Canada",2021-04-08,1
"icu","BC","Vancouver Coastal",2021-04-08,29
"icu","BC","Vancouver Island",2021-04-08,7
"icu","BC","Fraser",2021-04-09,47
"icu","BC","Interior",2021-04-09,9
"icu","BC","Northern",2021-04-09,12
"icu","BC","Out of Canada",2021-04-09,1
"icu","BC","Vancouver Coastal",2021-04-09,29
"icu","BC","Vancouver Island",2021-04-09,4
"icu","BC","Fraser",2021-04-10,47
"icu","BC","Interior",2021-04-10,9
"icu","BC","Northern",2021-04-10,12
"icu","BC","Out of Canada",2021-04-10,1
"icu","BC","Vancouver Coastal",2021-04-10,29
"icu","BC","Vancouver Island",2021-04-10,4
"icu","BC","Fraser",2021-04-11,47
"icu","BC","Interior",2021-04-11,9
"icu","BC","Northern",2021-04-11,12
"icu","BC","Out of Canada",2021-04-11,1
"icu","BC","Vancouver Coastal",2021-04-11,29
"icu","BC","Vancouver Island",2021-04-11,4
"icu","BC","Fraser",2021-04-12,51
"icu","BC","Interior",2021-04-12,13
"icu","BC","Northern",2021-04-12,13
"icu","BC","Out of Canada",2021-04-12,1
"icu","BC","Vancouver Coastal",2021-04-12,38
"icu","BC","Vancouver Island",2021-04-12,5
"icu","BC","Fraser",2021-04-13,53
"icu","BC","Interior",2021-04-13,10
"icu","BC","Northern",2021-04-13,12
"icu","BC","Out of Canada",2021-04-13,0
"icu","BC","Vancouver Coastal",2021-04-13,37
"icu","BC","Vancouver Island",2021-04-13,4
"icu","BC","Fraser",2021-04-14,59
"icu","BC","Interior",2021-04-14,9
"icu","BC","Northern",2021-04-14,8
"icu","BC","Out of Canada",2021-04-14,0
"icu","BC","Vancouver Coastal",2021-04-14,38
"icu","BC","Vancouver Island",2021-04-14,6
"icu","BC","Fraser",2021-04-15,66
"icu","BC","Interior",2021-04-15,8
"icu","BC","Northern",2021-04-15,10
"icu","BC","Out of Canada",2021-04-15,0
"icu","BC","Vancouver Coastal",2021-04-15,37
"icu","BC","Vancouver Island",2021-04-15,4
"icu","BC","Fraser",2021-04-16,61
"icu","BC","Interior",2021-04-16,10
"icu","BC","Northern",2021-04-16,13
"icu","BC","Out of Canada",2021-04-16,0
"icu","BC","Vancouver Coastal",2021-04-16,39
