"date","region","region_original","hospitalization","icu"
2022-04-13,"ON","ON",1332,182
2022-04-13,"QC","QC",2060,83
2022-04-13,"NS","NS",57,9
2022-04-13,"NB","NB",192,13
2022-04-13,"MB","MB",426,24
2022-04-13,"PE","PEI",36,3
2022-04-13,"SK","SK",354,20
2022-04-13,"NL","NL",32,6
2022-04-13,"NT","NT",8,0
2022-04-13,"YT","YT",0,0
2022-04-13,"NU","NU",33,0
2022-04-22,"CAN","CAN",6907,471
2022-04-22,"BC","BC",485,38
2022-04-22,"AB","AB",1126,43
2022-04-22,"ON","ON",1591,214
2022-04-22,"QC","QC",2410,88
2022-04-22,"NS","NS",64,11
2022-04-22,"NB","NB",192,21
2022-04-22,"MB","MB",538,22
2022-04-22,"PE","PEI",16,2
2022-04-22,"SK","SK",417,25
2022-04-22,"NL","NL",25,7
2022-04-22,"NT","NT",8,0
2022-04-22,"YT","YT",2,0
2022-04-22,"NU","NU",33,0
2022-04-29,"CAN","CAN",7052,468
2022-04-29,"BC","BC",570,47
2022-04-29,"AB","AB",1220,47
2022-04-29,"ON","ON",1679,209
2022-04-29,"QC","QC",2290,81
2022-04-29,"NS","NS",66,11
2022-04-29,"NB","NB",168,19
2022-04-29,"MB","MB",579,28
2022-04-29,"PE","PEI",14,1
2022-04-29,"SK","SK",409,20
2022-04-29,"NL","NL",16,4
2022-04-29,"NT","NT",8,1
2022-04-29,"YT","YT",0,0
2022-04-29,"NU","NU",33,0
2022-05-06,"CAN","CAN",6370,423
2022-05-06,"BC","BC",550,39
2022-05-06,"AB","AB",1267,46
2022-05-06,"ON","ON",1662,210
2022-05-06,"QC","QC",2051,60
2022-05-06,"NS","NS",66,17
2022-05-06,"NB","NB",123,13
2022-05-06,"MB","MB",185,12
2022-05-06,"PE","PEI",13,0
2022-05-06,"SK","SK",390,20
2022-05-06,"NL","NL",17,5
2022-05-06,"NT","NT",8,1
2022-05-06,"YT","YT",5,0
2022-05-06,"NU","NU",33,0
2022-05-13,"CAN","CAN",5739,370
2022-05-13,"BC","BC",596,54
2022-05-13,"AB","AB",1225,37
2022-05-13,"ON","ON",1453,168
2022-05-13,"QC","QC",1754,59
2022-05-13,"NS","NS",58,9
2022-05-13,"NB","NB",102,12
2022-05-13,"MB","MB",196,13
2022-05-13,"PE","PEI",12,0
2022-05-13,"SK","SK",321,16
2022-05-13,"NL","NL",8,1
2022-05-13,"NT","NT",8,1
2022-05-13,"YT","YT",6,0
2022-05-13,"NU","NU",0,0
2022-05-20,"CAN","CAN",5064,354
2022-05-20,"BC","BC",540,49
2022-05-20,"AB","AB",1165,42
2022-05-20,"ON","ON",1165,163
2022-05-20,"QC","QC",1562,53
2022-05-20,"NS","NS",43,8
2022-05-20,"NB","NB",121,6
2022-05-20,"MB","MB",149,16
2022-05-20,"PE","PEI",22,0
2022-05-20,"SK","SK",270,14
2022-05-20,"NL","NL",14,2
2022-05-20,"NT","NT",8,1
2022-05-20,"YT","YT",5,0
2022-05-20,"NU","NU",0,0
2022-05-27,"CAN","CAN",4212,306
2022-05-27,"BC","BC",473,42
2022-05-27,"AB","AB",1040,31
2022-05-27,"ON","ON",948,154
2022-05-27,"QC","QC",1288,36
2022-05-27,"NS","NS",41,8
2022-05-27,"NB","NB",27,2
2022-05-27,"MB","MB",112,21
2022-05-27,"PE","PEI",12,0
2022-05-27,"SK","SK",258,10
2022-05-27,"NL","NL",13,2
2022-05-27,"NT","NT",0,0
2022-05-27,"YT","YT",0,0
2022-05-27,"NU","NU",0,0
2022-06-02,"CAN","CAN",3672,252
2022-06-02,"BC","BC",473,42
2022-06-02,"AB","AB",931,29
2022-06-02,"ON","ON",670,119
2022-06-02,"QC","QC",1139,31
2022-06-02,"NS","NS",41,8
2022-06-02,"NB","NB",25,2
2022-06-02,"MB","MB",120,9
2022-06-02,"PE","PEI",7,0
2022-06-02,"SK","SK",258,10
2022-06-02,"NL","NL",5,2
2022-06-02,"NT","NT",0,0
2022-06-02,"YT","YT",3,0
2022-06-02,"NU","NU",0,0
2022-06-09,"CAN","CAN",3204,230
2022-06-09,"BC","BC",421,41
2022-06-09,"AB","AB",816,24
2022-06-09,"ON","ON",549,118
2022-06-09,"QC","QC",1012,25
2022-06-09,"NS","NS",32,4
2022-06-09,"NB","NB",28,3
2022-06-09,"MB","MB",100,7
2022-06-09,"PE","PEI",9,0
2022-06-09,"SK","SK",232,6
2022-06-09,"NL","NL",5,2
2022-06-09,"NT","NT",0,0
2022-06-09,"YT","YT",0,0
2022-06-09,"NU","NU",0,0
2022-06-17,"CAN","CAN",2814,205
2022-06-17,"BC","BC",276,19
2022-06-17,"AB","AB",719,19
2022-06-17,"ON","ON",491,109
2022-06-17,"QC","QC",1004,27
2022-06-17,"NS","NS",25,5
2022-06-17,"NB","NB",27,2
2022-06-17,"MB","MB",80,14
2022-06-17,"PE","PEI",11,0
2022-06-17,"SK","SK",165,6
2022-06-17,"NL","NL",14,4
2022-06-17,"NT","NT",0,0
2022-06-17,"YT","YT",2,0
2022-06-17,"NU","NU",0,0
2022-06-24,"CAN","CAN",2783,195
2022-06-24,"BC","BC",273,28
2022-06-24,"AB","AB",661,17
2022-06-24,"ON","ON",486,96
2022-06-24,"QC","QC",1080,30
2022-06-24,"NS","NS",23,5
2022-06-24,"NB","NB",25,3
2022-06-24,"MB","MB",58,8
2022-06-24,"PE","PEI",9,0
2022-06-24,"SK","SK",157,5
2022-06-24,"NL","NL",11,3
2022-06-24,"NT","NT",0,0
2022-06-24,"YT","YT",0,0
2022-06-24,"NU","NU",0,0
2022-06-30,"CAN","CAN",2907,196
2022-06-30,"BC","BC",273,28
2022-06-30,"AB","AB",589,13
2022-06-30,"ON","ON",486,96
2022-06-30,"QC","QC",1294,42
2022-06-30,"NS","NS",24,4
2022-06-30,"NB","NB",15,1
2022-06-30,"MB","MB",46,5
2022-06-30,"PE","PEI",9,0
2022-06-30,"SK","SK",157,5
2022-06-30,"NL","NL",13,2
2022-06-30,"NT","NT",0,0
2022-06-30,"YT","YT",1,0
2022-06-30,"NU","NU",0,0
2022-07-08,"CAN","CAN",3431,226
2022-07-08,"BC","BC",369,36
2022-07-08,"AB","AB",568,21
2022-07-08,"ON","ON",712,110
2022-07-08,"QC","QC",1549,41
2022-07-08,"NS","NS",31,4
2022-07-08,"NB","NB",19,1
2022-07-08,"MB","MB",46,7
2022-07-08,"PE","PEI",10,1
2022-07-08,"SK","SK",119,4
2022-07-08,"NL","NL",8,1
2022-07-08,"NT","NT",0,0
2022-07-08,"YT","YT",0,0
2022-07-08,"NU","NU",0,0
2022-07-15,"CAN","CAN",4102,232
2022-07-15,"BC","BC",426,34
2022-07-15,"AB","AB",552,16
2022-07-15,"ON","ON",985,118
2022-07-15,"QC","QC",1887,42
2022-07-15,"NS","NS",32,9
2022-07-15,"NB","NB",17,2
2022-07-15,"MB","MB",59,7
2022-07-15,"PE","PEI",19,0
2022-07-15,"SK","SK",119,4
2022-07-15,"NL","NL",3,0
2022-07-15,"NT","NT",0,0
2022-07-15,"YT","YT",3,0
2022-07-15,"NU","NU",0,0
2022-07-22,"CAN","CAN",4945,263
2022-07-22,"BC","BC",406,30
2022-07-22,"AB","AB",559,23
2022-07-22,"ON","ON",1483,126
2022-07-22,"QC","QC",2088,54
2022-07-22,"NS","NS",44,8
2022-07-22,"NB","NB",22,1
2022-07-22,"MB","MB",52,2
2022-07-22,"PE","PEI",41,1
2022-07-22,"SK","SK",229,15
2022-07-22,"NL","NL",14,3
2022-07-22,"NT","NT",0,0
2022-07-22,"YT","YT",7,0
2022-07-22,"NU","NU",0,0
2022-07-29,"CAN","CAN",5117,300
2022-07-29,"BC","BC",401,35
2022-07-29,"AB","AB",649,26
2022-07-29,"ON","ON",1492,138
2022-07-29,"QC","QC",2176,68
2022-07-29,"NS","NS",42,6
2022-07-29,"NB","NB",34,3
2022-07-29,"MB","MB",45,8
2022-07-29,"PE","PEI",32,0
2022-07-29,"SK","SK",229,15
2022-07-29,"NL","NL",17,1
2022-07-29,"NT","NT",0,0
2022-07-29,"YT","YT",0,0
2022-07-29,"NU","NU",0,0
2022-08-05,"CAN","CAN",5100,299
2022-08-05,"BC","BC",410,38
2022-08-05,"AB","AB",702,28
2022-08-05,"ON","ON",1474,139
2022-08-05,"QC","QC",2109,57
2022-08-05,"NS","NS",41,8
2022-08-05,"NB","NB",33,5
2022-08-05,"MB","MB",53,7
2022-08-05,"PE","PEI",27,0
2022-08-05,"SK","SK",229,15
2022-08-05,"NL","NL",16,2
2022-08-05,"NT","NT",4,0
2022-08-05,"YT","YT",2,0
2022-08-05,"NU","NU",0,0
2022-08-12,"CAN","CAN",4916,289
2022-08-12,"BC","BC",385,23
2022-08-12,"AB","AB",748,28
2022-08-12,"ON","ON",1382,142
2022-08-12,"QC","QC",2000,57
2022-08-12,"NS","NS",50,7
2022-08-12,"NB","NB",32,3
2022-08-12,"MB","MB",57,12
2022-08-12,"PE","PEI",19,0
2022-08-12,"SK","SK",229,15
2022-08-12,"NL","NL",14,2
2022-08-12,"NT","NT",0,0
2022-08-12,"YT","YT",0,0
2022-08-12,"NU","NU",0,0
2022-08-19,"CAN","CAN",5170,261
2022-08-19,"BC","BC",366,22
2022-08-19,"AB","AB",818,28
2022-08-19,"ON","ON",1328,109
2022-08-19,"QC","QC",1997,47
2022-08-19,"NS","NS",46,4
2022-08-19,"NB","NB",27,4
2022-08-19,"MB","MB",72,19
2022-08-19,"PE","PEI",10,0
2022-08-19,"SK","SK",488,27
2022-08-19,"NL","NL",18,1
2022-08-19,"NT","NT",0,0
2022-08-19,"YT","YT",0,0
2022-08-19,"NU","NU",0,0
2022-08-25,"CAN","CAN",5228,257
2022-08-25,"BC","BC",390,22
2022-08-25,"AB","AB",870,32
2022-08-25,"ON","ON",1328,109
2022-08-25,"QC","QC",1986,41
2022-08-25,"NS","NS",46,4
2022-08-25,"NB","NB",21,1
2022-08-25,"MB","MB",72,19
2022-08-25,"PE","PEI",11,1
2022-08-25,"SK","SK",488,27
2022-08-25,"NL","NL",14,1
2022-08-25,"NT","NT",0,0
2022-08-25,"YT","YT",2,0
2022-08-25,"NU","NU",0,0
2022-09-09,"CAN","CAN",3304,112
2022-09-09,"BC","BC",324,22
2022-09-09,"AB","AB",799,20
2022-09-09,"ON","ON",,
2022-09-09,"QC","QC",1594,30
2022-09-09,"NS","NS",51,10
2022-09-09,"NB","NB",37,2
2022-09-09,"MB","MB",,
2022-09-09,"PE","PEI",8,1
2022-09-09,"SK","SK",488,27
2022-09-09,"NL","NL",3,0
2022-09-09,"NT","NT",0,0
2022-09-09,"YT","YT",,
2022-09-09,"NU","NU",,
2022-09-16,"CAN","CAN",2816,99
2022-09-16,"BC","BC",314,23
2022-09-16,"AB","AB",819,26
2022-09-16,"ON","ON",,
2022-09-16,"QC","QC",1572,36
2022-09-16,"NS","NS",57,9
2022-09-16,"NB","NB",35,4
2022-09-16,"MB","MB",,
2022-09-16,"PE","PEI",15,1
2022-09-16,"SK","SK",,
2022-09-16,"NL","NL",4,0
2022-09-16,"NT","NT",,
2022-09-16,"YT","YT",,
2022-09-16,"NU","NU",,
2022-09-23,"CAN","CAN",2787,91
2022-09-23,"BC","BC",305,22
2022-09-23,"AB","AB",843,26
2022-09-23,"ON","ON",,
2022-09-23,"QC","QC",1549,36
2022-09-23,"NS","NS",48,4
2022-09-23,"NB","NB",21,2
2022-09-23,"MB","MB",,
2022-09-23,"PE","PEI",19,1
2022-09-23,"SK","SK",,
2022-09-23,"NL","NL",2,0
2022-09-23,"NT","NT",,
2022-09-23,"YT","YT",,
2022-09-23,"NU","NU",,
2022-09-30,"CAN","CAN",3189,129
2022-09-30,"BC","BC",367,30
2022-09-30,"AB","AB",980,39
2022-09-30,"ON","ON",,
2022-09-30,"QC","QC",1663,34
2022-09-30,"NS","NS",55,10
2022-09-30,"NB","NB",19,2
2022-09-30,"MB","MB",73,11
2022-09-30,"PE","PEI",19,1
2022-09-30,"SK","SK",,
2022-09-30,"NL","NL",13,2
2022-09-30,"NT","NT",,
2022-09-30,"YT","YT",,
2022-09-30,"NU","NU",,
2022-10-07,"CAN","CAN",3485,122
2022-10-07,"BC","BC",369,29
2022-10-07,"AB","AB",980,39
2022-10-07,"ON","ON",,
2022-10-07,"QC","QC",1810,35
2022-10-07,"NS","NS",46,4
2022-10-07,"NB","NB",19,1
2022-10-07,"MB","MB",77,13
2022-10-07,"PE","PEI",6,1
2022-10-07,"SK","SK",,
2022-10-07,"NL","NL",8,0
2022-10-07,"NT","NT",,
2022-10-07,"YT","YT",170,0
2022-10-07,"NU","NU",,
2022-10-14,"CAN","CAN",5570,256
2022-10-14,"BC","BC",365,19
2022-10-14,"AB","AB",1014,31
2022-10-14,"ON","ON",1611,117
2022-10-14,"QC","QC",2082,55
2022-10-14,"NS","NS",49,6
2022-10-14,"NB","NB",27,3
2022-10-14,"MB","MB",73,14
2022-10-14,"PE","PEI",7,1
2022-10-14,"SK","SK",162,9
2022-10-14,"NL","NL",10,1
2022-10-14,"NT","NT",,
2022-10-14,"YT","YT",170,0
2022-10-14,"NU","NU",,
2022-10-21,"CAN","CAN",5665,253
2022-10-21,"BC","BC",292,20
2022-10-21,"AB","AB",1118,28
2022-10-21,"ON","ON",1921,125
2022-10-21,"QC","QC",1925,47
2022-10-21,"NS","NS",54,7
2022-10-21,"NB","NB",33,1
2022-10-21,"MB","MB",100,16
2022-10-21,"PE","PEI",26,1
2022-10-21,"SK","SK",187,8
2022-10-21,"NL","NL",9,0
2022-10-21,"NT","NT",0,0
2022-10-21,"YT","YT",0,0
2022-10-21,"NU","NU",0,0
2022-11-04,"CAN","CAN",5578,241
2022-11-04,"BC","BC",286,27
2022-11-04,"AB","AB",1095,24
2022-11-04,"ON","ON",1842,117
2022-11-04,"QC","QC",1944,52
2022-11-04,"NS","NS",43,4
2022-11-04,"NB","NB",43,2
2022-11-04,"MB","MB",116,7
2022-11-04,"PE","PEI",13,0
2022-11-04,"SK","SK",187,8
2022-11-04,"NL","NL",9,0
2022-11-04,"NT","NT",0,0
2022-11-04,"YT","YT",0,0
2022-11-04,"NU","NU",0,0
2022-11-11,"CAN","CAN",5308,259
2022-11-11,"BC","BC",290,26
2022-11-11,"AB","AB",1090,36
2022-11-11,"ON","ON",1722,117
2022-11-11,"QC","QC",1830,41
2022-11-11,"NS","NS",40,7
2022-11-11,"NB","NB",33,5
2022-11-11,"MB","MB",110,8
2022-11-11,"PE","PEI",11,0
2022-11-11,"SK","SK",164,15
2022-11-11,"NL","NL",18,4
2022-11-11,"NT","NT",0,0
2022-11-11,"YT","YT",0,0
2022-11-11,"NU","NU",0,0
2022-11-18,"CAN","CAN",4911,239
2022-11-18,"BC","BC",328,26
2022-11-18,"AB","AB",1141,40
2022-11-18,"ON","ON",1390,107
2022-11-18,"QC","QC",1687,39
2022-11-18,"NS","NS",43,4
2022-11-18,"NB","NB",29,0
2022-11-18,"MB","MB",110,8
2022-11-18,"PE","PEI",6,0
2022-11-18,"SK","SK",164,15
2022-11-18,"NL","NL",13,0
2022-11-18,"NT","NT",0,0
2022-11-18,"YT","YT",0,0
2022-11-18,"NU","NU",0,0
2022-12-02,"CAN","CAN",4930,253
2022-12-02,"BC","BC",328,37
2022-12-02,"AB","AB",1077,46
2022-12-02,"ON","ON",1210,95
2022-12-02,"QC","QC",1962,44
2022-12-02,"NS","NS",43,6
2022-12-02,"NB","NB",38,3
2022-12-02,"MB","MB",110,8
2022-12-02,"PE","PEI",3,1
2022-12-02,"SK","SK",140,13
2022-12-02,"NL","NL",19,0
2022-12-02,"NT","NT",0,0
2022-12-02,"YT","YT",0,0
2022-12-02,"NU","NU",0,0
2022-12-09,"CAN","CAN",4850,242
2022-12-09,"BC","BC",369,38
2022-12-09,"AB","AB",1042,38
2022-12-09,"ON","ON",1145,88
2022-12-09,"QC","QC",1981,51
2022-12-09,"NS","NS",28,5
2022-12-09,"NB","NB",40,0
2022-12-09,"MB","MB",110,8
2022-12-09,"PE","PEI",3,1
2022-12-09,"SK","SK",117,8
2022-12-09,"NL","NL",15,5
2022-12-09,"NT","NT",0,0
2022-12-09,"YT","YT",0,0
2022-12-09,"NU","NU",0,0
2022-12-16,"CAN","CAN",3564,137
2022-12-16,"BC","BC",374,31
2022-12-16,"AB","AB",992,32
2022-12-16,"ON","ON",0,0
2022-12-16,"QC","QC",2106,67
2022-12-16,"NS","NS",34,7
2022-12-16,"NB","NB",40,0
2022-12-16,"MB","MB",0,0
2022-12-16,"PE","PEI",7,0
2022-12-16,"SK","SK",0,0
2022-12-16,"NL","NL",11,0
2022-12-16,"NT","NT",0,0
2022-12-16,"YT","YT",0,0
2022-12-16,"NU","NU",0,0
