"name","region","date","value"
"icu","NS","2022-01-19",12
"icu","NS","2022-01-20",12
"icu","NS","2022-01-21",13
"icu","NS","2022-01-24",14
"icu","NS","2022-01-25",15
"icu","NS","2022-01-26",15
"icu","NS","2022-01-27",15
"icu","NS","2022-01-28",15
"icu","NS","2022-01-31",15
"icu","NS","2022-02-01",13
"icu","NS","2022-02-02",13
"icu","NS","2022-02-03",13
"icu","NS","2022-02-04",15
"icu","NS","2022-02-07",12
"icu","NS","2022-02-08",14
"icu","NS","2022-02-09",16
"icu","NS","2022-02-10",11
"icu","NS","2022-02-11",11
"icu","NS","2022-02-14",12
"icu","NS","2022-02-15",11
"icu","NS","2022-02-16",9
"icu","NS","2022-02-17",11
"icu","NS","2022-02-18",11
"icu","NS","2022-02-22",12
"icu","NS","2022-02-23",11
"icu","NS","2022-02-24",12
"icu","NS","2022-02-25",11
"icu","NS","2022-02-28",10
"icu","NS","2022-03-01",11
"icu","NS","2022-03-02",12
"icu","NS","2022-03-03",12
"icu","NS","2022-03-04",13
