"name","region","date","value_daily"
"icu_admissions","NS","2021-12-08",0
"icu_admissions","NS","2021-12-09",1
"icu_admissions","NS","2021-12-10",0
"icu_admissions","NS","2021-12-11",0
"icu_admissions","NS","2021-12-12",0
"icu_admissions","NS","2021-12-13",0
"icu_admissions","NS","2021-12-14",0
"icu_admissions","NS","2021-12-15",0
"icu_admissions","NS","2021-12-16",0
"icu_admissions","NS","2021-12-17",0
"icu_admissions","NS","2021-12-18",0
"icu_admissions","NS","2021-12-19",0
"icu_admissions","NS","2021-12-20",0
"icu_admissions","NS","2021-12-21",1
"icu_admissions","NS","2021-12-22",2
"icu_admissions","NS","2021-12-23",0
"icu_admissions","NS","2021-12-24",2
"icu_admissions","NS","2021-12-25",0
"icu_admissions","NS","2021-12-26",0
"icu_admissions","NS","2021-12-27",0
"icu_admissions","NS","2021-12-28",0
"icu_admissions","NS","2021-12-29",0
"icu_admissions","NS","2021-12-30",1
"icu_admissions","NS","2021-12-31",1
"icu_admissions","NS","2022-01-01",0
"icu_admissions","NS","2022-01-02",0
"icu_admissions","NS","2022-01-03",0
"icu_admissions","NS","2022-01-04",0
"icu_admissions","NS","2022-01-05",0
"icu_admissions","NS","2022-01-06",0
"icu_admissions","NS","2022-01-07",0
"icu_admissions","NS","2022-01-08",0
"icu_admissions","NS","2022-01-09",2
"icu_admissions","NS","2022-01-10",0
"icu_admissions","NS","2022-01-11",0
"icu_admissions","NS","2022-01-12",0
"icu_admissions","NS","2022-01-13",0
"icu_admissions","NS","2022-01-14",0
"icu_admissions","NS","2022-01-15",0
"icu_admissions","NS","2022-01-16",1
"icu_admissions","NS","2022-01-17",0
"icu_admissions","NS","2022-01-18",5
"icu_admissions","NS","2022-01-19",3
"icu_admissions","NS","2022-01-20",2
"icu_admissions","NS","2022-01-21",0
"icu_admissions","NS","2022-01-22",2
"icu_admissions","NS","2022-01-23",1
"icu_admissions","NS","2022-01-24",2
"icu_admissions","NS","2022-01-25",0
"icu_admissions","NS","2022-01-26",0
"icu_admissions","NS","2022-01-27",0
