"name","region","date","value_daily"
"icu_admissions","NS","2022-01-28",1
"icu_admissions","NS","2022-01-29",0
"icu_admissions","NS","2022-01-30",3
"icu_admissions","NS","2022-01-31",0
"icu_admissions","NS","2022-02-01",2
"icu_admissions","NS","2022-02-02",2
"icu_admissions","NS","2022-02-03",2
"icu_admissions","NS","2022-02-04",2
"icu_admissions","NS","2022-02-05",2
"icu_admissions","NS","2022-02-06",1
"icu_admissions","NS","2022-02-07",1
"icu_admissions","NS","2022-02-08",1
"icu_admissions","NS","2022-02-09",0
"icu_admissions","NS","2022-02-10",4
"icu_admissions","NS","2022-02-11",0
"icu_admissions","NS","2022-02-12",0
"icu_admissions","NS","2022-02-13",0
"icu_admissions","NS","2022-02-14",3
"icu_admissions","NS","2022-02-15",1
"icu_admissions","NS","2022-02-16",0
"icu_admissions","NS","2022-02-17",0
"icu_admissions","NS","2022-02-18",0
"icu_admissions","NS","2022-02-19",0
"icu_admissions","NS","2022-02-20",0
"icu_admissions","NS","2022-02-21",1
"icu_admissions","NS","2022-02-22",0
"icu_admissions","NS","2022-02-23",2
"icu_admissions","NS","2022-02-24",2
"icu_admissions","NS","2022-02-25",2
"icu_admissions","NS","2022-02-26",2
"icu_admissions","NS","2022-02-27",1
"icu_admissions","NS","2022-02-28",1
"icu_admissions","NS","2022-03-01",0
"icu_admissions","NS","2022-03-02",0
"icu_admissions","NS","2022-03-03",0
"icu_admissions","NS","2022-03-04",1
"icu_admissions","NS","2022-03-05",1
"icu_admissions","NS","2022-03-06",2
"icu_admissions","NS","2022-03-07",2
"icu_admissions","NS","2022-03-08",2
"icu_admissions","NS","2022-03-09",2
"icu_admissions","NS","2022-03-10",3
"icu_admissions","NS","2022-03-11",2
"icu_admissions","NS","2022-03-12",2
"icu_admissions","NS","2022-03-13",0
"icu_admissions","NS","2022-03-14",0
"icu_admissions","NS","2022-03-15",0
"icu_admissions","NS","2022-03-16",0
"icu_admissions","NS","2022-03-17",1
"icu_admissions","NS","2022-03-18",1
"icu_admissions","NS","2022-03-19",0
"icu_admissions","NS","2022-03-20",2
"icu_admissions","NS","2022-03-21",1
"icu_admissions","NS","2022-03-22",0
"icu_admissions","NS","2022-03-23",0
"icu_admissions","NS","2022-03-24",1
"icu_admissions","NS","2022-03-25",1
"icu_admissions","NS","2022-03-26",0
"icu_admissions","NS","2022-03-27",2
"icu_admissions","NS","2022-03-28",0
"icu_admissions","NS","2022-03-29",2
"icu_admissions","NS","2022-03-30",2
"icu_admissions","NS","2022-03-31",0
"icu_admissions","NS","2022-04-01",0
"icu_admissions","NS","2022-04-02",0
"icu_admissions","NS","2022-04-03",0
"icu_admissions","NS","2022-04-04",1
"icu_admissions","NS","2022-04-05",3
"icu_admissions","NS","2022-04-06",2
"icu_admissions","NS","2022-04-07",2
"icu_admissions","NS","2022-04-08",2
"icu_admissions","NS","2022-04-09",3
"icu_admissions","NS","2022-04-10",0
"icu_admissions","NS","2022-04-11",2
"icu_admissions","NS","2022-04-12",1
"icu_admissions","NS","2022-04-13",2
"icu_admissions","NS","2022-04-14",0
"icu_admissions","NS","2022-04-15",2
"icu_admissions","NS","2022-04-16",2
"icu_admissions","NS","2022-04-17",3
"icu_admissions","NS","2022-04-18",1
"icu_admissions","NS","2022-04-19",3
"icu_admissions","NS","2022-04-20",1
"icu_admissions","NS","2022-04-21",1
"icu_admissions","NS","2022-04-22",3
"icu_admissions","NS","2022-04-23",2
"icu_admissions","NS","2022-04-24",0
"icu_admissions","NS","2022-04-25",0
"icu_admissions","NS","2022-04-26",1
"icu_admissions","NS","2022-04-27",2
"icu_admissions","NS","2022-04-28",2
"icu_admissions","NS","2022-04-29",2
"icu_admissions","NS","2022-04-30",1
"icu_admissions","NS","2022-05-01",3
"icu_admissions","NS","2022-05-02",1
"icu_admissions","NS","2022-05-03",1
"icu_admissions","NS","2022-05-04",3
"icu_admissions","NS","2022-05-05",1
"icu_admissions","NS","2022-05-06",1
"icu_admissions","NS","2022-05-07",0
"icu_admissions","NS","2022-05-08",1
"icu_admissions","NS","2022-05-09",0
"icu_admissions","NS","2022-05-10",0
"icu_admissions","NS","2022-05-11",2
"icu_admissions","NS","2022-05-12",1
"icu_admissions","NS","2022-05-13",1
"icu_admissions","NS","2022-05-14",0
"icu_admissions","NS","2022-05-15",0
"icu_admissions","NS","2022-05-16",0
"icu_admissions","NS","2022-05-17",0
"icu_admissions","NS","2022-05-18",3
"icu_admissions","NS","2022-05-19",0
"icu_admissions","NS","2022-05-20",1
"icu_admissions","NS","2022-05-21",0
"icu_admissions","NS","2022-05-22",0
"icu_admissions","NS","2022-05-23",2
"icu_admissions","NS","2022-05-24",2
"icu_admissions","NS","2022-05-25",1
"icu_admissions","NS","2022-05-26",0
"icu_admissions","NS","2022-05-27",0
"icu_admissions","NS","2022-05-28",3
"icu_admissions","NS","2022-05-29",1
"icu_admissions","NS","2022-05-30",2
"icu_admissions","NS","2022-05-31",0
"icu_admissions","NS","2022-06-01",0
"icu_admissions","NS","2022-06-02",1
"icu_admissions","NS","2022-06-03",3
"icu_admissions","NS","2022-06-04",2
"icu_admissions","NS","2022-06-05",0
"icu_admissions","NS","2022-06-06",2
"icu_admissions","NS","2022-06-07",1
"icu_admissions","NS","2022-06-08",1
"icu_admissions","NS","2022-06-09",3
"icu_admissions","NS","2022-06-10",1
"icu_admissions","NS","2022-06-11",1
"icu_admissions","NS","2022-06-12",1
"icu_admissions","NS","2022-06-13",1
"icu_admissions","NS","2022-06-14",1
"icu_admissions","NS","2022-06-15",1
"icu_admissions","NS","2022-06-16",3
"icu_admissions","NS","2022-06-17",0
"icu_admissions","NS","2022-06-18",0
"icu_admissions","NS","2022-06-19",2
"icu_admissions","NS","2022-06-20",0
"icu_admissions","NS","2022-06-21",0
"icu_admissions","NS","2022-06-22",1
"icu_admissions","NS","2022-06-23",1
"icu_admissions","NS","2022-06-24",2
"icu_admissions","NS","2022-06-25",0
"icu_admissions","NS","2022-06-26",1
"icu_admissions","NS","2022-06-27",0
"icu_admissions","NS","2022-06-28",0
"icu_admissions","NS","2022-06-29",0
"icu_admissions","NS","2022-06-30",0
"icu_admissions","NS","2022-07-01",0
"icu_admissions","NS","2022-07-02",0
"icu_admissions","NS","2022-07-03",1
"icu_admissions","NS","2022-07-04",0
"icu_admissions","NS","2022-07-05",1
"icu_admissions","NS","2022-07-06",1
"icu_admissions","NS","2022-07-07",0
"icu_admissions","NS","2022-07-08",1
"icu_admissions","NS","2022-07-09",1
"icu_admissions","NS","2022-07-10",2
"icu_admissions","NS","2022-07-11",1
"icu_admissions","NS","2022-07-12",1
"icu_admissions","NS","2022-07-13",2
"icu_admissions","NS","2022-07-14",1
"icu_admissions","NS","2022-07-15",2
"icu_admissions","NS","2022-07-16",2
"icu_admissions","NS","2022-07-17",0
"icu_admissions","NS","2022-07-18",1
"icu_admissions","NS","2022-07-19",1
"icu_admissions","NS","2022-07-20",0
"icu_admissions","NS","2022-07-21",3
"icu_admissions","NS","2022-07-22",2
"icu_admissions","NS","2022-07-23",0
"icu_admissions","NS","2022-07-24",0
"icu_admissions","NS","2022-07-25",1
"icu_admissions","NS","2022-07-26",1
"icu_admissions","NS","2022-07-27",2
"icu_admissions","NS","2022-07-28",2
"icu_admissions","NS","2022-07-29",2
"icu_admissions","NS","2022-07-30",2
"icu_admissions","NS","2022-07-31",1
"icu_admissions","NS","2022-08-01",0
"icu_admissions","NS","2022-08-02",1
"icu_admissions","NS","2022-08-03",1
"icu_admissions","NS","2022-08-04",0
"icu_admissions","NS","2022-08-05",0
"icu_admissions","NS","2022-08-06",0
"icu_admissions","NS","2022-08-07",0
"icu_admissions","NS","2022-08-08",1
"icu_admissions","NS","2022-08-09",2
"icu_admissions","NS","2022-08-10",0
"icu_admissions","NS","2022-08-11",0
"icu_admissions","NS","2022-08-12",1
"icu_admissions","NS","2022-08-13",0
"icu_admissions","NS","2022-08-14",0
"icu_admissions","NS","2022-08-15",1
"icu_admissions","NS","2022-08-16",1
"icu_admissions","NS","2022-08-17",2
"icu_admissions","NS","2022-08-18",0
"icu_admissions","NS","2022-08-19",0
"icu_admissions","NS","2022-08-20",2
"icu_admissions","NS","2022-08-21",0
"icu_admissions","NS","2022-08-22",0
"icu_admissions","NS","2022-08-23",3
"icu_admissions","NS","2022-08-24",0
"icu_admissions","NS","2022-08-25",1
"icu_admissions","NS","2022-08-26",1
"icu_admissions","NS","2022-08-27",0
"icu_admissions","NS","2022-08-28",1
"icu_admissions","NS","2022-08-29",1
"icu_admissions","NS","2022-08-30",0
"icu_admissions","NS","2022-08-31",1
"icu_admissions","NS","2022-09-01",1
"icu_admissions","NS","2022-09-02",1
"icu_admissions","NS","2022-09-03",0
"icu_admissions","NS","2022-09-04",1
"icu_admissions","NS","2022-09-05",0
"icu_admissions","NS","2022-09-06",0
"icu_admissions","NS","2022-09-07",2
"icu_admissions","NS","2022-09-08",1
"icu_admissions","NS","2022-09-09",1
"icu_admissions","NS","2022-09-10",1
"icu_admissions","NS","2022-09-11",1
"icu_admissions","NS","2022-09-12",0
"icu_admissions","NS","2022-09-13",1
"icu_admissions","NS","2022-09-14",1
"icu_admissions","NS","2022-09-15",1
"icu_admissions","NS","2022-09-16",0
"icu_admissions","NS","2022-09-17",0
"icu_admissions","NS","2022-09-18",0
"icu_admissions","NS","2022-09-19",0
"icu_admissions","NS","2022-09-20",1
"icu_admissions","NS","2022-09-21",1
"icu_admissions","NS","2022-09-22",3
"icu_admissions","NS","2022-09-23",4
"icu_admissions","NS","2022-09-24",3
"icu_admissions","NS","2022-09-25",3
"icu_admissions","NS","2022-09-26",1
"icu_admissions","NS","2022-09-27",0
"icu_admissions","NS","2022-09-28",3
"icu_admissions","NS","2022-09-29",0
"icu_admissions","NS","2022-09-30",1
"icu_admissions","NS","2022-10-01",1
"icu_admissions","NS","2022-10-02",0
"icu_admissions","NS","2022-10-03",1
"icu_admissions","NS","2022-10-04",1
"icu_admissions","NS","2022-10-05",2
"icu_admissions","NS","2022-10-06",0
"icu_admissions","NS","2022-10-07",0
"icu_admissions","NS","2022-10-08",3
"icu_admissions","NS","2022-10-09",0
"icu_admissions","NS","2022-10-10",1
"icu_admissions","NS","2022-10-11",1
"icu_admissions","NS","2022-10-12",2
"icu_admissions","NS","2022-10-13",0
"icu_admissions","NS","2022-10-14",2
"icu_admissions","NS","2022-10-15",2
"icu_admissions","NS","2022-10-16",1
"icu_admissions","NS","2022-10-17",0
"icu_admissions","NS","2022-10-18",0
"icu_admissions","NS","2022-10-19",0
"icu_admissions","NS","2022-10-20",0
"icu_admissions","NS","2022-10-21",0
"icu_admissions","NS","2022-10-22",1
"icu_admissions","NS","2022-10-23",2
"icu_admissions","NS","2022-10-24",1
"icu_admissions","NS","2022-10-25",0
"icu_admissions","NS","2022-10-26",0
"icu_admissions","NS","2022-10-27",0
"icu_admissions","NS","2022-10-28",2
"icu_admissions","NS","2022-10-29",0
"icu_admissions","NS","2022-10-30",0
"icu_admissions","NS","2022-10-31",1
"icu_admissions","NS","2022-11-01",0
"icu_admissions","NS","2022-11-02",0
"icu_admissions","NS","2022-11-03",1
"icu_admissions","NS","2022-11-04",1
"icu_admissions","NS","2022-11-05",2
"icu_admissions","NS","2022-11-06",0
"icu_admissions","NS","2022-11-07",1
"icu_admissions","NS","2022-11-08",0
"icu_admissions","NS","2022-11-09",2
"icu_admissions","NS","2022-11-10",0
"icu_admissions","NS","2022-11-11",0
"icu_admissions","NS","2022-11-12",1
"icu_admissions","NS","2022-11-13",0
"icu_admissions","NS","2022-11-14",0
"icu_admissions","NS","2022-11-15",1
"icu_admissions","NS","2022-11-16",0
"icu_admissions","NS","2022-11-17",0
"icu_admissions","NS","2022-11-18",2
"icu_admissions","NS","2022-11-19",2
"icu_admissions","NS","2022-11-20",0
"icu_admissions","NS","2022-11-21",0
"icu_admissions","NS","2022-11-22",2
"icu_admissions","NS","2022-11-23",1
"icu_admissions","NS","2022-11-24",1
"icu_admissions","NS","2022-11-25",2
"icu_admissions","NS","2022-11-26",0
"icu_admissions","NS","2022-11-27",0
"icu_admissions","NS","2022-11-28",0
"icu_admissions","NS","2022-11-29",0
"icu_admissions","NS","2022-11-30",0
"icu_admissions","NS","2022-12-01",1
"icu_admissions","NS","2022-12-02",2
"icu_admissions","NS","2022-12-03",0
"icu_admissions","NS","2022-12-04",1
"icu_admissions","NS","2022-12-05",0
"icu_admissions","NS","2022-12-06",2
"icu_admissions","NS","2022-12-07",1
"icu_admissions","NS","2022-12-08",0
"icu_admissions","NS","2022-12-09",0
"icu_admissions","NS","2022-12-10",1
"icu_admissions","NS","2022-12-11",1
"icu_admissions","NS","2022-12-12",2
"icu_admissions","NS","2022-12-13",1
"icu_admissions","NS","2022-12-14",1
"icu_admissions","NS","2022-12-15",0
"icu_admissions","NS","2022-12-16",0
"icu_admissions","NS","2022-12-17",1
"icu_admissions","NS","2022-12-18",1
"icu_admissions","NS","2022-12-19",0
"icu_admissions","NS","2022-12-20",2
"icu_admissions","NS","2022-12-21",0
"icu_admissions","NS","2022-12-22",2
"icu_admissions","NS","2022-12-23",0
"icu_admissions","NS","2022-12-24",0
"icu_admissions","NS","2022-12-25",0
"icu_admissions","NS","2022-12-26",2
"icu_admissions","NS","2022-12-27",1
"icu_admissions","NS","2022-12-28",1
"icu_admissions","NS","2022-12-29",1
"icu_admissions","NS","2022-12-30",2
"icu_admissions","NS","2022-12-31",0
"icu_admissions","NS","2023-01-01",1
"icu_admissions","NS","2023-01-02",1
"icu_admissions","NS","2023-01-03",1
"icu_admissions","NS","2023-01-04",0
"icu_admissions","NS","2023-01-05",3
"icu_admissions","NS","2023-01-06",1
"icu_admissions","NS","2023-01-07",0
"icu_admissions","NS","2023-01-08",1
"icu_admissions","NS","2023-01-09",1
"icu_admissions","NS","2023-01-10",1
"icu_admissions","NS","2023-01-11",0
"icu_admissions","NS","2023-01-12",1
"icu_admissions","NS","2023-01-13",1
"icu_admissions","NS","2023-01-14",1
"icu_admissions","NS","2023-01-15",3
"icu_admissions","NS","2023-01-16",0
"icu_admissions","NS","2023-01-17",1
"icu_admissions","NS","2023-01-18",2
"icu_admissions","NS","2023-01-19",0
"icu_admissions","NS","2023-01-20",0
"icu_admissions","NS","2023-01-21",0
"icu_admissions","NS","2023-01-22",1
"icu_admissions","NS","2023-01-23",1
"icu_admissions","NS","2023-01-24",1
"icu_admissions","NS","2023-01-25",0
"icu_admissions","NS","2023-01-26",0
"icu_admissions","NS","2023-01-27",0
"icu_admissions","NS","2023-01-28",1
"icu_admissions","NS","2023-01-29",1
"icu_admissions","NS","2023-01-30",0
"icu_admissions","NS","2023-01-31",0
"icu_admissions","NS","2023-02-01",1
"icu_admissions","NS","2023-02-02",0
"icu_admissions","NS","2023-02-03",0
"icu_admissions","NS","2023-02-04",1
"icu_admissions","NS","2023-02-05",0
"icu_admissions","NS","2023-02-06",3
"icu_admissions","NS","2023-02-07",1
"icu_admissions","NS","2023-02-08",1
"icu_admissions","NS","2023-02-09",0
"icu_admissions","NS","2023-02-10",1
"icu_admissions","NS","2023-02-11",1
"icu_admissions","NS","2023-02-12",0
"icu_admissions","NS","2023-02-13",0
"icu_admissions","NS","2023-02-14",0
"icu_admissions","NS","2023-02-15",0
"icu_admissions","NS","2023-02-16",0
"icu_admissions","NS","2023-02-17",0
"icu_admissions","NS","2023-02-18",0
"icu_admissions","NS","2023-02-19",0
"icu_admissions","NS","2023-02-20",0
"icu_admissions","NS","2023-02-21",2
"icu_admissions","NS","2023-02-22",0
"icu_admissions","NS","2023-02-23",2
"icu_admissions","NS","2023-02-24",0
"icu_admissions","NS","2023-02-25",0
"icu_admissions","NS","2023-02-26",1
"icu_admissions","NS","2023-02-27",0
"icu_admissions","NS","2023-02-28",1
"icu_admissions","NS","2023-03-01",0
"icu_admissions","NS","2023-03-02",0
"icu_admissions","NS","2023-03-03",0
"icu_admissions","NS","2023-03-04",0
"icu_admissions","NS","2023-03-05",1
"icu_admissions","NS","2023-03-06",1
"icu_admissions","NS","2023-03-07",0
"icu_admissions","NS","2023-03-08",1
"icu_admissions","NS","2023-03-09",0
"icu_admissions","NS","2023-03-10",0
"icu_admissions","NS","2023-03-11",0
"icu_admissions","NS","2023-03-12",0
"icu_admissions","NS","2023-03-13",0
"icu_admissions","NS","2023-03-14",0
"icu_admissions","NS","2023-03-15",0
"icu_admissions","NS","2023-03-16",0
"icu_admissions","NS","2023-03-17",0
"icu_admissions","NS","2023-03-18",0
"icu_admissions","NS","2023-03-19",0
"icu_admissions","NS","2023-03-20",0
"icu_admissions","NS","2023-03-21",0
"icu_admissions","NS","2023-03-22",0
"icu_admissions","NS","2023-03-23",0
"icu_admissions","NS","2023-03-24",1
"icu_admissions","NS","2023-03-25",0
"icu_admissions","NS","2023-03-26",0
"icu_admissions","NS","2023-03-27",0
"icu_admissions","NS","2023-03-28",0
"icu_admissions","NS","2023-03-29",1
"icu_admissions","NS","2023-03-30",1
"icu_admissions","NS","2023-03-31",1
"icu_admissions","NS","2023-04-01",0
"icu_admissions","NS","2023-04-02",0
"icu_admissions","NS","2023-04-03",0
"icu_admissions","NS","2023-04-04",0
"icu_admissions","NS","2023-04-05",3
"icu_admissions","NS","2023-04-06",0
"icu_admissions","NS","2023-04-07",0
"icu_admissions","NS","2023-04-08",1
"icu_admissions","NS","2023-04-09",0
"icu_admissions","NS","2023-04-10",0
"icu_admissions","NS","2023-04-11",0
"icu_admissions","NS","2023-04-12",1
"icu_admissions","NS","2023-04-13",1
"icu_admissions","NS","2023-04-14",2
"icu_admissions","NS","2023-04-15",0
"icu_admissions","NS","2023-04-16",0
"icu_admissions","NS","2023-04-17",0
"icu_admissions","NS","2023-04-18",0
"icu_admissions","NS","2023-04-19",0
"icu_admissions","NS","2023-04-20",1
"icu_admissions","NS","2023-04-21",0
"icu_admissions","NS","2023-04-22",0
"icu_admissions","NS","2023-04-23",0
"icu_admissions","NS","2023-04-24",0
"icu_admissions","NS","2023-04-25",0
"icu_admissions","NS","2023-04-26",0
"icu_admissions","NS","2023-04-27",0
"icu_admissions","NS","2023-04-28",1
"icu_admissions","NS","2023-04-29",0
"icu_admissions","NS","2023-04-30",0
"icu_admissions","NS","2023-05-01",0
"icu_admissions","NS","2023-05-02",1
"icu_admissions","NS","2023-05-03",1
"icu_admissions","NS","2023-05-04",0
"icu_admissions","NS","2023-05-05",0
"icu_admissions","NS","2023-05-06",2
"icu_admissions","NS","2023-05-07",0
"icu_admissions","NS","2023-05-08",1
"icu_admissions","NS","2023-05-09",0
"icu_admissions","NS","2023-05-10",1
"icu_admissions","NS","2023-05-11",1
"icu_admissions","NS","2023-05-12",0
"icu_admissions","NS","2023-05-13",1
"icu_admissions","NS","2023-05-14",1
"icu_admissions","NS","2023-05-15",0
"icu_admissions","NS","2023-05-16",0
"icu_admissions","NS","2023-05-17",0
"icu_admissions","NS","2023-05-18",0
"icu_admissions","NS","2023-05-19",0
"icu_admissions","NS","2023-05-20",0
"icu_admissions","NS","2023-05-21",0
"icu_admissions","NS","2023-05-22",0
