"name","region","date","value","value_daily"
"vaccine_distribution_total_doses","CAN","2020-12-13",0,0
"vaccine_distribution_total_doses","CAN","2020-12-14",29325,29325
"vaccine_distribution_total_doses","CAN","2020-12-15",29325,0
"vaccine_distribution_total_doses","CAN","2020-12-16",29325,0
"vaccine_distribution_total_doses","CAN","2020-12-17",29325,0
"vaccine_distribution_total_doses","CAN","2020-12-18",29325,0
"vaccine_distribution_total_doses","CAN","2020-12-19",29325,0
"vaccine_distribution_total_doses","CAN","2020-12-20",29325,0
"vaccine_distribution_total_doses","CAN","2020-12-21",191475,162150
"vaccine_distribution_total_doses","CAN","2020-12-22",234375,42900
"vaccine_distribution_total_doses","CAN","2020-12-23",234375,0
"vaccine_distribution_total_doses","CAN","2020-12-24",234375,0
"vaccine_distribution_total_doses","CAN","2020-12-25",234375,0
"vaccine_distribution_total_doses","CAN","2020-12-26",234375,0
"vaccine_distribution_total_doses","CAN","2020-12-27",234375,0
"vaccine_distribution_total_doses","CAN","2020-12-28",257975,23600
"vaccine_distribution_total_doses","CAN","2020-12-29",257975,0
"vaccine_distribution_total_doses","CAN","2020-12-30",372600,114625
"vaccine_distribution_total_doses","CAN","2020-12-31",420450,47850
"vaccine_distribution_total_doses","CAN","2021-01-01",420450,0
"vaccine_distribution_total_doses","CAN","2021-01-02",424150,3700
"vaccine_distribution_total_doses","CAN","2021-01-03",424150,0
"vaccine_distribution_total_doses","CAN","2021-01-04",424150,0
"vaccine_distribution_total_doses","CAN","2021-01-05",424150,0
"vaccine_distribution_total_doses","CAN","2021-01-06",424150,0
"vaccine_distribution_total_doses","CAN","2021-01-07",424150,0
"vaccine_distribution_total_doses","CAN","2021-01-08",548950,124800
"vaccine_distribution_total_doses","CAN","2021-01-09",548950,0
"vaccine_distribution_total_doses","CAN","2021-01-10",548950,0
"vaccine_distribution_total_doses","CAN","2021-01-11",548950,0
"vaccine_distribution_total_doses","CAN","2021-01-12",548950,0
"vaccine_distribution_total_doses","CAN","2021-01-13",548950,0
"vaccine_distribution_total_doses","CAN","2021-01-14",548950,0
"vaccine_distribution_total_doses","CAN","2021-01-15",765100,216150
"vaccine_distribution_total_doses","CAN","2021-01-16",765100,0
"vaccine_distribution_total_doses","CAN","2021-01-17",765100,0
"vaccine_distribution_total_doses","CAN","2021-01-18",765100,0
"vaccine_distribution_total_doses","CAN","2021-01-19",765100,0
"vaccine_distribution_total_doses","CAN","2021-01-20",765100,0
"vaccine_distribution_total_doses","CAN","2021-01-21",765100,0
"vaccine_distribution_total_doses","CAN","2021-01-22",1119225,354125
"vaccine_distribution_total_doses","CAN","2021-01-23",1119225,0
"vaccine_distribution_total_doses","CAN","2021-01-24",1119225,0
"vaccine_distribution_total_doses","CAN","2021-01-25",1119225,0
"vaccine_distribution_total_doses","CAN","2021-01-26",1119225,0
"vaccine_distribution_total_doses","CAN","2021-01-27",1119225,0
"vaccine_distribution_total_doses","CAN","2021-01-28",1119225,0
"vaccine_distribution_total_doses","CAN","2021-01-29",1119225,0
"vaccine_distribution_total_doses","CAN","2021-01-30",1119225,0
"vaccine_distribution_total_doses","CAN","2021-01-31",1119225,0
"vaccine_distribution_total_doses","CAN","2021-02-01",1119225,0
"vaccine_distribution_total_doses","CAN","2021-02-02",1119225,0
"vaccine_distribution_total_doses","CAN","2021-02-03",1119225,0
"vaccine_distribution_total_doses","CAN","2021-02-04",1119225,0
"vaccine_distribution_total_doses","CAN","2021-02-05",1198200,78975
"vaccine_distribution_total_doses","CAN","2021-02-06",1198200,0
"vaccine_distribution_total_doses","CAN","2021-02-07",1198200,0
"vaccine_distribution_total_doses","CAN","2021-02-08",1198200,0
"vaccine_distribution_total_doses","CAN","2021-02-09",1198200,0
"vaccine_distribution_total_doses","CAN","2021-02-10",1198200,0
"vaccine_distribution_total_doses","CAN","2021-02-11",1198200,0
"vaccine_distribution_total_doses","CAN","2021-02-12",1198200,0
"vaccine_distribution_total_doses","CAN","2021-02-13",1198200,0
"vaccine_distribution_total_doses","CAN","2021-02-14",1443400,245200
"vaccine_distribution_total_doses","CAN","2021-02-15",1443400,0
"vaccine_distribution_total_doses","CAN","2021-02-16",1443400,0
"vaccine_distribution_total_doses","CAN","2021-02-17",1443400,0
"vaccine_distribution_total_doses","CAN","2021-02-18",1443400,0
"vaccine_distribution_total_doses","CAN","2021-02-19",1846340,402940
"vaccine_distribution_total_doses","CAN","2021-02-20",1846340,0
"vaccine_distribution_total_doses","CAN","2021-02-21",1846340,0
"vaccine_distribution_total_doses","CAN","2021-02-22",1846340,0
"vaccine_distribution_total_doses","CAN","2021-02-23",1846340,0
"vaccine_distribution_total_doses","CAN","2021-02-24",1846340,0
"vaccine_distribution_total_doses","CAN","2021-02-25",1846340,0
"vaccine_distribution_total_doses","CAN","2021-02-26",2437464,591124
"vaccine_distribution_total_doses","CAN","2021-02-27",2437464,0
"vaccine_distribution_total_doses","CAN","2021-02-28",2437464,0
"vaccine_distribution_total_doses","CAN","2021-03-01",2437464,0
"vaccine_distribution_total_doses","CAN","2021-03-02",2437464,0
"vaccine_distribution_total_doses","CAN","2021-03-03",2437464,0
"vaccine_distribution_total_doses","CAN","2021-03-04",2437464,0
"vaccine_distribution_total_doses","CAN","2021-03-05",2437464,0
"vaccine_distribution_total_doses","CAN","2021-03-06",2437464,0
"vaccine_distribution_total_doses","CAN","2021-03-07",2934364,496900
"vaccine_distribution_total_doses","CAN","2021-03-08",2934364,0
"vaccine_distribution_total_doses","CAN","2021-03-09",2934364,0
"vaccine_distribution_total_doses","CAN","2021-03-10",2934364,0
"vaccine_distribution_total_doses","CAN","2021-03-11",3881064,946700
"vaccine_distribution_total_doses","CAN","2021-03-12",3881564,500
"vaccine_distribution_total_doses","CAN","2021-03-13",3881564,0
"vaccine_distribution_total_doses","CAN","2021-03-14",3881564,0
"vaccine_distribution_total_doses","CAN","2021-03-15",3881564,0
"vaccine_distribution_total_doses","CAN","2021-03-16",3881564,0
"vaccine_distribution_total_doses","CAN","2021-03-17",3881564,0
"vaccine_distribution_total_doses","CAN","2021-03-18",4768964,887400
"vaccine_distribution_total_doses","CAN","2021-03-19",4768964,0
"vaccine_distribution_total_doses","CAN","2021-03-20",4768964,0
"vaccine_distribution_total_doses","CAN","2021-03-21",4768964,0
"vaccine_distribution_total_doses","CAN","2021-03-22",4768964,0
"vaccine_distribution_total_doses","CAN","2021-03-23",4768964,0
"vaccine_distribution_total_doses","CAN","2021-03-24",4768964,0
"vaccine_distribution_total_doses","CAN","2021-03-25",6178008,1409044
"vaccine_distribution_total_doses","CAN","2021-03-26",6178008,0
"vaccine_distribution_total_doses","CAN","2021-03-27",6178008,0
"vaccine_distribution_total_doses","CAN","2021-03-28",6178008,0
"vaccine_distribution_total_doses","CAN","2021-03-29",6178008,0
"vaccine_distribution_total_doses","CAN","2021-03-30",6178008,0
"vaccine_distribution_total_doses","CAN","2021-03-31",6178008,0
"vaccine_distribution_total_doses","CAN","2021-04-01",7441448,1263440
"vaccine_distribution_total_doses","CAN","2021-04-02",7441448,0
