"name","region","date","value_daily"
"hosp_admissions","NL","2023-09-02",6
"hosp_admissions","NL","2023-09-09",15
"hosp_admissions","NL","2023-09-16",14
"hosp_admissions","NL","2023-09-23",7
"hosp_admissions","NL","2023-09-30",15
"hosp_admissions","NL","2023-10-07",9
"hosp_admissions","NL","2023-10-14",17
"hosp_admissions","NL","2023-10-21",15
"hosp_admissions","NL","2023-10-28",10
"hosp_admissions","NL","2023-11-04",14
"hosp_admissions","NL","2023-11-11",14
"hosp_admissions","NL","2023-11-18",14
"hosp_admissions","NL","2023-11-25",19
"hosp_admissions","NL","2023-12-02",15
"hosp_admissions","NL","2023-12-09",15
"hosp_admissions","NL","2023-12-16",15
"hosp_admissions","NL","2023-12-23",19
"hosp_admissions","NL","2023-12-30",16
