"name","region","date_current","value_current","date_previous","value_previous","date_diff","value_diff"
"vaccine_coverage_dose_2","AB","2023-09-10",76,"2023-12-03",0,-84,76
"vaccine_coverage_dose_2","BC","2023-09-10",83.3,"2023-12-03",0,-84,83.3
"vaccine_coverage_dose_2","MB","2023-09-10",78.6,"2023-12-03",0,-84,78.6
"vaccine_coverage_dose_2","NB","2023-09-10",82.2,"2023-12-03",0,-84,82.2
"vaccine_coverage_dose_2","NL","2023-09-10",91.8,"2023-12-03",0,-84,91.8
"vaccine_coverage_dose_2","NS","2023-09-10",79.3,"2023-12-03",0,-84,79.3
"vaccine_coverage_dose_2","NT","2023-09-10",77.4,"2023-12-03",0,-84,77.4
"vaccine_coverage_dose_2","NU","2023-09-10",75.4,"2023-12-03",0,-84,75.4
"vaccine_coverage_dose_2","ON","2023-09-10",80.8,"2023-12-03",0,-84,80.8
"vaccine_coverage_dose_2","PE","2023-09-10",86.1,"2023-12-03",0,-84,86.1
"vaccine_coverage_dose_2","QC","2022-07-17",82.3,"2022-09-11",82.3,-56,0
"vaccine_coverage_dose_2","SK","2023-09-10",77.4,"2023-12-03",0,-84,77.4
"vaccine_coverage_dose_2","YT","2023-09-10",81.6,"2023-12-03",0,-84,81.6
