"name","region","sub_region_1","date","value"
"vaccine_administration_dose_2","AB","Unknown",2021-01-12,0
"vaccine_administration_dose_2","AB","Unknown",2021-01-13,0
"vaccine_administration_dose_2","AB","Unknown",2021-01-14,0
"vaccine_administration_dose_2","AB","Unknown",2021-01-15,0
"vaccine_administration_dose_2","AB","Unknown",2021-01-16,0
"vaccine_administration_dose_2","AB","Unknown",2021-01-17,0
"vaccine_administration_dose_2","AB","Unknown",2021-01-18,0
"vaccine_administration_dose_2","AB","Unknown",2021-01-19,0
"vaccine_administration_dose_2","AB","Unknown",2021-01-20,0
"vaccine_administration_dose_2","AB","Unknown",2021-01-21,7003
"vaccine_administration_dose_2","AB","Unknown",2021-01-22,7272
"vaccine_administration_dose_2","AB","Unknown",2021-01-23,7272
"vaccine_administration_dose_2","AB","Unknown",2021-01-24,7272
"vaccine_administration_dose_2","AB","Unknown",2021-01-25,9876
"vaccine_administration_dose_2","AB","Unknown",2021-01-26,10174
"vaccine_administration_dose_2","AB","Unknown",2021-01-27,11362
"vaccine_administration_dose_2","AB","Unknown",2021-01-28,12672
"vaccine_administration_dose_2","AB","Unknown",2021-01-29,14352
"vaccine_administration_dose_2","AB","Unknown",2021-01-30,15648
"vaccine_administration_dose_2","AB","Unknown",2021-01-31,16118
"vaccine_administration_dose_2","AB","Unknown",2021-02-01,16209
"vaccine_administration_dose_2","AB","Unknown",2021-02-02,17191
"vaccine_administration_dose_2","AB","Unknown",2021-02-03,18970
"vaccine_administration_dose_2","AB","Unknown",2021-02-04,21794
"vaccine_administration_dose_2","AB","Unknown",2021-02-05,23268
"vaccine_administration_dose_2","AB","Unknown",2021-02-06,25540
"vaccine_administration_dose_2","AB","Unknown",2021-02-07,27048
"vaccine_administration_dose_2","AB","Unknown",2021-02-08,28991
"vaccine_administration_dose_2","AB","Unknown",2021-02-09,32690
"vaccine_administration_dose_2","AB","Unknown",2021-02-10,36999
"vaccine_administration_dose_2","AB","Unknown",2021-02-11,42162
"vaccine_administration_dose_2","AB","Unknown",2021-02-12,45910
"vaccine_administration_dose_2","AB","Unknown",2021-02-13,49166
"vaccine_administration_dose_2","AB","Unknown",2021-02-14,50855
"vaccine_administration_dose_2","AB","Unknown",2021-02-15,51611
"vaccine_administration_dose_2","AB","Unknown",2021-02-16,54024
"vaccine_administration_dose_2","AB","Unknown",2021-02-17,56594
"vaccine_administration_dose_2","AB","Unknown",2021-02-18,58674
"vaccine_administration_dose_2","AB","Unknown",2021-02-19,61519
"vaccine_administration_dose_2","AB","Unknown",2021-02-20,63882
"vaccine_administration_dose_2","AB","Unknown",2021-02-21,66357
"vaccine_administration_dose_2","AB","Unknown",2021-02-22,69362
"vaccine_administration_dose_2","AB","Unknown",2021-02-23,73718
"vaccine_administration_dose_2","AB","Unknown",2021-02-24,77354
"vaccine_administration_dose_2","AB","Unknown",2021-02-25,80620
"vaccine_administration_dose_2","AB","Unknown",2021-02-26,82989
"vaccine_administration_dose_2","AB","Unknown",2021-02-27,85442
"vaccine_administration_dose_2","AB","Unknown",2021-02-28,87695
"vaccine_administration_dose_2","AB","Unknown",2021-03-01,88145
"vaccine_administration_dose_2","AB","Unknown",2021-03-02,88539
"vaccine_administration_dose_2","AB","Unknown",2021-03-03,89094
"vaccine_administration_dose_2","AB","Unknown",2021-03-04,89786
"vaccine_administration_dose_2","AB","Unknown",2021-03-05,90486
"vaccine_administration_dose_2","AB","Unknown",2021-03-06,90824
"vaccine_administration_dose_2","AB","Unknown",2021-03-07,90937
