"name","region","sub_region_1","date","value"
"deaths","AB","Calgary","2020-03-08",0
"deaths","AB","Calgary","2020-03-09",0
"deaths","AB","Calgary","2020-03-10",0
"deaths","AB","Calgary","2020-03-11",0
"deaths","AB","Calgary","2020-03-12",0
"deaths","AB","Calgary","2020-03-13",0
"deaths","AB","Calgary","2020-03-14",0
"deaths","AB","Calgary","2020-03-15",0
"deaths","AB","Calgary","2020-03-16",0
"deaths","AB","Calgary","2020-03-17",0
"deaths","AB","Calgary","2020-03-18",0
"deaths","AB","Calgary","2020-03-19",0
"deaths","AB","Calgary","2020-03-20",0
"deaths","AB","Calgary","2020-03-21",0
"deaths","AB","Calgary","2020-03-22",0
"deaths","AB","Calgary","2020-03-23",0
"deaths","AB","Calgary","2020-03-24",1
"deaths","AB","Calgary","2020-03-25",1
"deaths","AB","Calgary","2020-03-26",1
"deaths","AB","Calgary","2020-03-27",1
"deaths","AB","Calgary","2020-03-28",1
"deaths","AB","Calgary","2020-03-29",2
"deaths","AB","Calgary","2020-03-30",4
"deaths","AB","Calgary","2020-03-31",5
"deaths","AB","Calgary","2020-04-01",6
"deaths","AB","Calgary","2020-04-02",7
"deaths","AB","Calgary","2020-04-03",11
"deaths","AB","Calgary","2020-04-04",13
"deaths","AB","Calgary","2020-04-05",14
"deaths","AB","Calgary","2020-04-06",15
"deaths","AB","Calgary","2020-04-07",17
"deaths","AB","Calgary","2020-04-08",20
"deaths","AB","Calgary","2020-04-09",22
"deaths","AB","Calgary","2020-04-10",26
"deaths","AB","Calgary","2020-04-11",27
"deaths","AB","Calgary","2020-04-12",30
"deaths","AB","Calgary","2020-04-13",32
"deaths","AB","Calgary","2020-04-14",33
"deaths","AB","Calgary","2020-04-15",33
"deaths","AB","Calgary","2020-04-16",34
"deaths","AB","Calgary","2020-04-17",34
"deaths","AB","Calgary","2020-04-18",35
"deaths","AB","Calgary","2020-04-19",38
"deaths","AB","Calgary","2020-04-20",40
"deaths","AB","Calgary","2020-04-21",41
"deaths","AB","Calgary","2020-04-22",42
"deaths","AB","Calgary","2020-04-23",42
"deaths","AB","Calgary","2020-04-24",45
"deaths","AB","Calgary","2020-04-25",46
"deaths","AB","Calgary","2020-04-26",46
"deaths","AB","Calgary","2020-04-27",48
"deaths","AB","Calgary","2020-04-28",50
"deaths","AB","Calgary","2020-04-29",57
"deaths","AB","Calgary","2020-04-30",57
"deaths","AB","Calgary","2020-05-01",59
"deaths","AB","Calgary","2020-05-02",61
"deaths","AB","Calgary","2020-05-03",62
"deaths","AB","Calgary","2020-05-04",70
"deaths","AB","Calgary","2020-05-05",72
"deaths","AB","Calgary","2020-05-06",78
"deaths","AB","Calgary","2020-05-07",80
"deaths","AB","Calgary","2020-05-08",81
"deaths","AB","Calgary","2020-05-09",82
"deaths","AB","Calgary","2020-05-10",82
"deaths","AB","Calgary","2020-05-11",82
"deaths","AB","Calgary","2020-05-12",83
"deaths","AB","Calgary","2020-05-13",84
"deaths","AB","Calgary","2020-05-14",85
"deaths","AB","Calgary","2020-05-15",89
"deaths","AB","Calgary","2020-05-16",90
"deaths","AB","Calgary","2020-05-17",91
"deaths","AB","Calgary","2020-05-18",92
"deaths","AB","Calgary","2020-05-19",92
"deaths","AB","Calgary","2020-05-20",92
"deaths","AB","Calgary","2020-05-21",96
"deaths","AB","Calgary","2020-05-22",97
"deaths","AB","Calgary","2020-05-23",98
"deaths","AB","Calgary","2020-05-24",98
"deaths","AB","Calgary","2020-05-25",101
"deaths","AB","Calgary","2020-05-26",101
"deaths","AB","Calgary","2020-05-27",103
"deaths","AB","Calgary","2020-05-28",104
"deaths","AB","Calgary","2020-05-29",104
"deaths","AB","Calgary","2020-05-30",104
"deaths","AB","Calgary","2020-05-31",104
"deaths","AB","Calgary","2020-06-01",104
"deaths","AB","Calgary","2020-06-02",104
"deaths","AB","Calgary","2020-06-03",106
"deaths","AB","Calgary","2020-06-04",107
"deaths","AB","Calgary","2020-06-05",107
"deaths","AB","Calgary","2020-06-06",107
"deaths","AB","Calgary","2020-06-07",107
"deaths","AB","Calgary","2020-06-08",109
"deaths","AB","Calgary","2020-06-09",110
"deaths","AB","Calgary","2020-06-10",110
"deaths","AB","Calgary","2020-06-11",110
"deaths","AB","Calgary","2020-06-12",110
"deaths","AB","Calgary","2020-06-13",111
"deaths","AB","Calgary","2020-06-14",111
"deaths","AB","Calgary","2020-06-15",111
"deaths","AB","Calgary","2020-06-16",111
"deaths","AB","Calgary","2020-06-17",111
"deaths","AB","Calgary","2020-06-18",111
"deaths","AB","Calgary","2020-06-19",111
"deaths","AB","Calgary","2020-06-20",111
"deaths","AB","Calgary","2020-06-21",111
"deaths","AB","Calgary","2020-06-22",112
"deaths","AB","Calgary","2020-06-23",112
"deaths","AB","Calgary","2020-06-24",112
"deaths","AB","Calgary","2020-06-25",112
"deaths","AB","Calgary","2020-06-26",112
"deaths","AB","Calgary","2020-06-27",112
"deaths","AB","Calgary","2020-06-28",112
"deaths","AB","Calgary","2020-06-29",112
"deaths","AB","Calgary","2020-06-30",112
"deaths","AB","Calgary","2020-07-01",112
"deaths","AB","Calgary","2020-07-02",112
"deaths","AB","Calgary","2020-07-03",112
"deaths","AB","Calgary","2020-07-04",112
"deaths","AB","Calgary","2020-07-05",112
"deaths","AB","Calgary","2020-07-06",112
"deaths","AB","Calgary","2020-07-07",112
"deaths","AB","Calgary","2020-07-08",112
"deaths","AB","Calgary","2020-07-09",112
"deaths","AB","Calgary","2020-07-10",112
"deaths","AB","Calgary","2020-07-11",112
"deaths","AB","Calgary","2020-07-12",112
"deaths","AB","Calgary","2020-07-13",112
"deaths","AB","Calgary","2020-07-14",112
"deaths","AB","Calgary","2020-07-15",112
"deaths","AB","Calgary","2020-07-16",112
"deaths","AB","Calgary","2020-07-17",113
"deaths","AB","Calgary","2020-07-18",113
"deaths","AB","Calgary","2020-07-19",113
"deaths","AB","Calgary","2020-07-20",114
"deaths","AB","Calgary","2020-07-21",114
"deaths","AB","Calgary","2020-07-22",114
"deaths","AB","Calgary","2020-07-23",114
"deaths","AB","Calgary","2020-07-24",114
"deaths","AB","Calgary","2020-07-25",114
"deaths","AB","Calgary","2020-07-26",114
"deaths","AB","Calgary","2020-07-27",114
"deaths","AB","Calgary","2020-07-28",114
