"name","region","date","value","value_daily"
"vaccine_coverage_dose_1","AB","2020-12-19",0,0
"vaccine_coverage_dose_1","AB","2020-12-20",0,0
"vaccine_coverage_dose_1","AB","2020-12-21",0,0
"vaccine_coverage_dose_1","AB","2020-12-22",0,0
"vaccine_coverage_dose_1","AB","2020-12-23",0,0
"vaccine_coverage_dose_1","AB","2020-12-24",0,0
"vaccine_coverage_dose_1","AB","2020-12-25",0,0
"vaccine_coverage_dose_1","AB","2020-12-26",0.11,0.11
"vaccine_coverage_dose_1","AB","2020-12-27",0.11,0
"vaccine_coverage_dose_1","AB","2020-12-28",0.11,0
"vaccine_coverage_dose_1","AB","2020-12-29",0.11,0
"vaccine_coverage_dose_1","AB","2020-12-30",0.11,0
"vaccine_coverage_dose_1","AB","2020-12-31",0.11,0
"vaccine_coverage_dose_1","AB","2021-01-01",0.11,0
"vaccine_coverage_dose_1","AB","2021-01-02",0.3,0.19
"vaccine_coverage_dose_1","AB","2021-01-03",0.3,0
"vaccine_coverage_dose_1","AB","2021-01-04",0.3,0
"vaccine_coverage_dose_1","AB","2021-01-05",0.3,0
"vaccine_coverage_dose_1","AB","2021-01-06",0.3,0
"vaccine_coverage_dose_1","AB","2021-01-07",0.3,0
"vaccine_coverage_dose_1","AB","2021-01-08",0.3,0
"vaccine_coverage_dose_1","AB","2021-01-09",1,0.7
"vaccine_coverage_dose_1","AB","2021-01-10",1,0
"vaccine_coverage_dose_1","AB","2021-01-11",1,0
"vaccine_coverage_dose_1","AB","2021-01-12",1,0
"vaccine_coverage_dose_1","AB","2021-01-13",1,0
"vaccine_coverage_dose_1","AB","2021-01-14",1,0
"vaccine_coverage_dose_1","AB","2021-01-15",1,0
"vaccine_coverage_dose_1","AB","2021-01-16",1.84,0.84
"vaccine_coverage_dose_1","AB","2021-01-17",1.84,0
"vaccine_coverage_dose_1","AB","2021-01-18",1.84,0
"vaccine_coverage_dose_1","AB","2021-01-19",1.84,0
"vaccine_coverage_dose_1","AB","2021-01-20",1.84,0
"vaccine_coverage_dose_1","AB","2021-01-21",1.84,0
"vaccine_coverage_dose_1","AB","2021-01-22",1.84,0
"vaccine_coverage_dose_1","AB","2021-01-23",2.02,0.18
