"date","source","date_start","date_end","region","sub_region_1","cases","cases_previous_week","deaths","tests_completed","active_hospitalizations","active_hospitalizations_previous_week","active_icu","active_icu_previous_week","average_daily_new_hospitalizations_past_7_days","average_daily_new_hospitalizations_past_7_days_previous_week"
"2022-04-21","https://publications.saskatchewan.ca/api/v1/products/117659/formats/135144/download","2022-04-10","2022-04-16","SK","Unknown",50,,0,,,,,,,
"2022-04-28","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/apr/integrated-epi-sit-report-april-17--23.pdf","2022-04-17","2022-04-23","SK",,829,,14,6951,,,,,,
"2022-04-28","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/apr/integrated-epi-sit-report-april-17--23.pdf","2022-04-17","2022-04-23","SK","Far North West",6,,0,,,,,,,
"2022-04-28","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/apr/integrated-epi-sit-report-april-17--23.pdf","2022-04-17","2022-04-23","SK","Far North Central",2,,0,,,,,,,
"2022-04-28","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/apr/integrated-epi-sit-report-april-17--23.pdf","2022-04-17","2022-04-23","SK","Far North East",31,,0,,,,,,,
"2022-04-28","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/apr/integrated-epi-sit-report-april-17--23.pdf","2022-04-17","2022-04-23","SK","North West",47,,1,,,,,,,
"2022-04-28","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/apr/integrated-epi-sit-report-april-17--23.pdf","2022-04-17","2022-04-23","SK","North Central",44,,1,,,,,,,
"2022-04-28","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/apr/integrated-epi-sit-report-april-17--23.pdf","2022-04-17","2022-04-23","SK","North East",23,,1,,,,,,,
"2022-04-28","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/apr/integrated-epi-sit-report-april-17--23.pdf","2022-04-17","2022-04-23","SK","Saskatoon",231,,6,,,,,,,
"2022-04-28","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/apr/integrated-epi-sit-report-april-17--23.pdf","2022-04-17","2022-04-23","SK","Central West",26,,0,,,,,,,
"2022-04-28","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/apr/integrated-epi-sit-report-april-17--23.pdf","2022-04-17","2022-04-23","SK","Central East",92,,3,,,,,,,
"2022-04-28","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/apr/integrated-epi-sit-report-april-17--23.pdf","2022-04-17","2022-04-23","SK","Regina",141,,1,,,,,,,
"2022-04-28","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/apr/integrated-epi-sit-report-april-17--23.pdf","2022-04-17","2022-04-23","SK","South West",16,,0,,,,,,,
"2022-04-28","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/apr/integrated-epi-sit-report-april-17--23.pdf","2022-04-17","2022-04-23","SK","South Central",55,,1,,,,,,,
"2022-04-28","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/apr/integrated-epi-sit-report-april-17--23.pdf","2022-04-17","2022-04-23","SK","South East",72,,0,,,,,,,
"2022-04-28","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/apr/integrated-epi-sit-report-april-17--23.pdf","2022-04-17","2022-04-23","SK","Unknown",43,,0,,,,,,,
"2022-05-05","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-april-24--30.pdf","2022-04-24","2022-04-30","SK",,766,,14,7337,,,,,,
"2022-05-05","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-april-24--30.pdf","2022-04-24","2022-04-30","SK","Far North West",12,,0,,,,,,,
"2022-05-05","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-april-24--30.pdf","2022-04-24","2022-04-30","SK","Far North Central",0,,0,,,,,,,
"2022-05-05","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-april-24--30.pdf","2022-04-24","2022-04-30","SK","Far North East",5,,0,,,,,,,
"2022-05-05","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-april-24--30.pdf","2022-04-24","2022-04-30","SK","North West",53,,1,,,,,,,
"2022-05-05","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-april-24--30.pdf","2022-04-24","2022-04-30","SK","North Central",39,,1,,,,,,,
"2022-05-05","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-april-24--30.pdf","2022-04-24","2022-04-30","SK","North East",10,,0,,,,,,,
"2022-05-05","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-april-24--30.pdf","2022-04-24","2022-04-30","SK","Saskatoon",268,,5,,,,,,,
"2022-05-05","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-april-24--30.pdf","2022-04-24","2022-04-30","SK","Central West",14,,0,,,,,,,
"2022-05-05","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-april-24--30.pdf","2022-04-24","2022-04-30","SK","Central East",75,,2,,,,,,,
"2022-05-05","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-april-24--30.pdf","2022-04-24","2022-04-30","SK","Regina",145,,2,,,,,,,
"2022-05-05","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-april-24--30.pdf","2022-04-24","2022-04-30","SK","South West",24,,0,,,,,,,
"2022-05-05","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-april-24--30.pdf","2022-04-24","2022-04-30","SK","South Central",32,,2,,,,,,,
"2022-05-05","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-april-24--30.pdf","2022-04-24","2022-04-30","SK","South East",50,,1,,,,,,,
"2022-05-05","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-april-24--30.pdf","2022-04-24","2022-04-30","SK","Unknown",39,,0,,,,,,,
"2022-05-05","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-april-24--30.pdf","2022-05-04","2022-05-04","SK",,,,,,390,409,20,20,25,35
"2022-05-12","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-may-1-7.pdf","2022-05-01","2022-05-07","SK",,710,,19,7099,,,,,,
"2022-05-12","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-may-1-7.pdf","2022-05-01","2022-05-07","SK","Far North West",11,,0,,,,,,,
"2022-05-12","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-may-1-7.pdf","2022-05-01","2022-05-07","SK","Far North Central",1,,0,,,,,,,
"2022-05-12","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-may-1-7.pdf","2022-05-01","2022-05-07","SK","Far North East",7,,0,,,,,,,
"2022-05-12","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-may-1-7.pdf","2022-05-01","2022-05-07","SK","North West",65,,0,,,,,,,
"2022-05-12","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-may-1-7.pdf","2022-05-01","2022-05-07","SK","North Central",42,,0,,,,,,,
"2022-05-12","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-may-1-7.pdf","2022-05-01","2022-05-07","SK","North East",17,,1,,,,,,,
"2022-05-12","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-may-1-7.pdf","2022-05-01","2022-05-07","SK","Saskatoon",210,,5,,,,,,,
"2022-05-12","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-may-1-7.pdf","2022-05-01","2022-05-07","SK","Central West",14,,1,,,,,,,
"2022-05-12","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-may-1-7.pdf","2022-05-01","2022-05-07","SK","Central East",71,,4,,,,,,,
"2022-05-12","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-may-1-7.pdf","2022-05-01","2022-05-07","SK","Regina",123,,7,,,,,,,
"2022-05-12","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-may-1-7.pdf","2022-05-01","2022-05-07","SK","South West",18,,0,,,,,,,
"2022-05-12","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-may-1-7.pdf","2022-05-01","2022-05-07","SK","South Central",30,,0,,,,,,,
"2022-05-12","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-may-1-7.pdf","2022-05-01","2022-05-07","SK","South East",66,,1,,,,,,,
"2022-05-12","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-may-1-7.pdf","2022-05-01","2022-05-07","SK","Unknown",35,,0,,,,,,,
"2022-05-12","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-may-1-7.pdf","2022-05-11","2022-05-11","SK",,,,,,321,390,16,20,21,29
"2022-05-19","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-may-8-14.pdf","2022-05-08","2022-05-14","SK",,465,,22,6908,,,,,,
"2022-05-19","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-may-8-14.pdf","2022-05-08","2022-05-14","SK","Far North West",4,,0,,,,,,,
"2022-05-19","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-may-8-14.pdf","2022-05-08","2022-05-14","SK","Far North Central",1,,0,,,,,,,
"2022-05-19","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-may-8-14.pdf","2022-05-08","2022-05-14","SK","Far North East",9,,0,,,,,,,
"2022-05-19","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-may-8-14.pdf","2022-05-08","2022-05-14","SK","North West",40,,1,,,,,,,
"2022-05-19","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-may-8-14.pdf","2022-05-08","2022-05-14","SK","North Central",18,,5,,,,,,,
"2022-05-19","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-may-8-14.pdf","2022-05-08","2022-05-14","SK","North East",18,,1,,,,,,,
"2022-05-19","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-may-8-14.pdf","2022-05-08","2022-05-14","SK","Saskatoon",123,,7,,,,,,,
"2022-05-19","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-may-8-14.pdf","2022-05-08","2022-05-14","SK","Central West",11,,1,,,,,,,
"2022-05-19","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-may-8-14.pdf","2022-05-08","2022-05-14","SK","Central East",49,,2,,,,,,,
"2022-05-19","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-may-8-14.pdf","2022-05-08","2022-05-14","SK","Regina",104,,1,,,,,,,
"2022-05-19","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-may-8-14.pdf","2022-05-08","2022-05-14","SK","South West",11,,1,,,,,,,
"2022-05-19","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-may-8-14.pdf","2022-05-08","2022-05-14","SK","South Central",11,,0,,,,,,,
"2022-05-19","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-may-8-14.pdf","2022-05-08","2022-05-14","SK","South East",37,,3,,,,,,,
"2022-05-19","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-may-8-14.pdf","2022-05-08","2022-05-14","SK","Unknown",29,,0,,,,,,,
"2022-05-19","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/may/integrated-epi-sit-report-may-8-14.pdf","2022-05-18","2022-05-18","SK",,,,,,270,321,14,16,18,25
"2022-05-26","https://pubsaskdev.blob.core.windows.net/pubsask-prod/135649/Integrated%252BEpi%252BSit%252BReport%252BMay%252B15-21%252Bv2.pdf","2022-05-15","2022-05-21","SK",,376,465,12,6402,,,,,,
"2022-05-26","https://pubsaskdev.blob.core.windows.net/pubsask-prod/135649/Integrated%252BEpi%252BSit%252BReport%252BMay%252B15-21%252Bv2.pdf","2022-05-15","2022-05-21","SK","Far North West",4,4,0,,,,,,,
"2022-05-26","https://pubsaskdev.blob.core.windows.net/pubsask-prod/135649/Integrated%252BEpi%252BSit%252BReport%252BMay%252B15-21%252Bv2.pdf","2022-05-15","2022-05-21","SK","Far North Central",1,1,0,,,,,,,
"2022-05-26","https://pubsaskdev.blob.core.windows.net/pubsask-prod/135649/Integrated%252BEpi%252BSit%252BReport%252BMay%252B15-21%252Bv2.pdf","2022-05-15","2022-05-21","SK","Far North East",7,9,0,,,,,,,
"2022-05-26","https://pubsaskdev.blob.core.windows.net/pubsask-prod/135649/Integrated%252BEpi%252BSit%252BReport%252BMay%252B15-21%252Bv2.pdf","2022-05-15","2022-05-21","SK","North West",22,40,0,,,,,,,
"2022-05-26","https://pubsaskdev.blob.core.windows.net/pubsask-prod/135649/Integrated%252BEpi%252BSit%252BReport%252BMay%252B15-21%252Bv2.pdf","2022-05-15","2022-05-21","SK","North Central",16,20,0,,,,,,,
"2022-05-26","https://pubsaskdev.blob.core.windows.net/pubsask-prod/135649/Integrated%252BEpi%252BSit%252BReport%252BMay%252B15-21%252Bv2.pdf","2022-05-15","2022-05-21","SK","North East",10,18,2,,,,,,,
"2022-05-26","https://pubsaskdev.blob.core.windows.net/pubsask-prod/135649/Integrated%252BEpi%252BSit%252BReport%252BMay%252B15-21%252Bv2.pdf","2022-05-15","2022-05-21","SK","Saskatoon",119,128,4,,,,,,,
"2022-05-26","https://pubsaskdev.blob.core.windows.net/pubsask-prod/135649/Integrated%252BEpi%252BSit%252BReport%252BMay%252B15-21%252Bv2.pdf","2022-05-15","2022-05-21","SK","Central West",9,11,0,,,,,,,
"2022-05-26","https://pubsaskdev.blob.core.windows.net/pubsask-prod/135649/Integrated%252BEpi%252BSit%252BReport%252BMay%252B15-21%252Bv2.pdf","2022-05-15","2022-05-21","SK","Central East",41,50,2,,,,,,,
"2022-05-26","https://pubsaskdev.blob.core.windows.net/pubsask-prod/135649/Integrated%252BEpi%252BSit%252BReport%252BMay%252B15-21%252Bv2.pdf","2022-05-15","2022-05-21","SK","Regina",60,107,1,,,,,,,
"2022-05-26","https://pubsaskdev.blob.core.windows.net/pubsask-prod/135649/Integrated%252BEpi%252BSit%252BReport%252BMay%252B15-21%252Bv2.pdf","2022-05-15","2022-05-21","SK","South West",14,11,0,,,,,,,
"2022-05-26","https://pubsaskdev.blob.core.windows.net/pubsask-prod/135649/Integrated%252BEpi%252BSit%252BReport%252BMay%252B15-21%252Bv2.pdf","2022-05-15","2022-05-21","SK","South Central",30,11,1,,,,,,,
"2022-05-26","https://pubsaskdev.blob.core.windows.net/pubsask-prod/135649/Integrated%252BEpi%252BSit%252BReport%252BMay%252B15-21%252Bv2.pdf","2022-05-15","2022-05-21","SK","South East",33,37,2,,,,,,,
"2022-05-26","https://pubsaskdev.blob.core.windows.net/pubsask-prod/135649/Integrated%252BEpi%252BSit%252BReport%252BMay%252B15-21%252Bv2.pdf","2022-05-15","2022-05-21","SK","Unknown",10,18,0,,,,,,,
"2022-05-26","https://pubsaskdev.blob.core.windows.net/pubsask-prod/135649/Integrated%252BEpi%252BSit%252BReport%252BMay%252B15-21%252Bv2.pdf","2022-05-25","2022-05-25","SK",,,,,,258,270,10,14,15,20
"2022-06-02","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-report-may-22-28.pdf","2022-05-22","2022-05-28","SK",,364,376,9,5667,,,,,,
"2022-06-02","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-report-may-22-28.pdf","2022-05-22","2022-05-28","SK","Far North West",15,4,0,,,,,,,
"2022-06-02","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-report-may-22-28.pdf","2022-05-22","2022-05-28","SK","Far North Central",0,1,0,,,,,,,
"2022-06-02","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-report-may-22-28.pdf","2022-05-22","2022-05-28","SK","Far North East",3,7,0,,,,,,,
"2022-06-02","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-report-may-22-28.pdf","2022-05-22","2022-05-28","SK","North West",30,23,0,,,,,,,
"2022-06-02","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-report-may-22-28.pdf","2022-05-22","2022-05-28","SK","North Central",22,16,3,,,,,,,
"2022-06-02","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-report-may-22-28.pdf","2022-05-22","2022-05-28","SK","North East",21,10,0,,,,,,,
"2022-06-02","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-report-may-22-28.pdf","2022-05-22","2022-05-28","SK","Saskatoon",109,119,2,,,,,,,
"2022-06-02","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-report-may-22-28.pdf","2022-05-22","2022-05-28","SK","Central West",12,9,0,,,,,,,
"2022-06-02","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-report-may-22-28.pdf","2022-05-22","2022-05-28","SK","Central East",38,41,3,,,,,,,
"2022-06-02","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-report-may-22-28.pdf","2022-05-22","2022-05-28","SK","Regina",67,61,1,,,,,,,
"2022-06-02","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-report-may-22-28.pdf","2022-05-22","2022-05-28","SK","South West",8,13,0,,,,,,,
"2022-06-02","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-report-may-22-28.pdf","2022-05-22","2022-05-28","SK","South Central",12,31,0,,,,,,,
"2022-06-02","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-report-may-22-28.pdf","2022-05-22","2022-05-28","SK","South East",14,33,0,,,,,,,
"2022-06-02","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-report-may-22-28.pdf","2022-05-22","2022-05-28","SK","Unknown",13,8,0,,,,,,,
"2022-06-02","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-report-may-22-28.pdf","2022-06-01","2022-06-01","SK",,,,,,232,258,6,10,13,16
"2022-06-09","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-may-29---june-4-final.pdf","2022-05-29","2022-06-04","SK",,285,364,10,5888,,,,,,
"2022-06-09","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-may-29---june-4-final.pdf","2022-05-29","2022-06-04","SK","Far North West",8,15,0,,,,,,,
"2022-06-09","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-may-29---june-4-final.pdf","2022-05-29","2022-06-04","SK","Far North Central",1,0,0,,,,,,,
"2022-06-09","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-may-29---june-4-final.pdf","2022-05-29","2022-06-04","SK","Far North East",9,2,0,,,,,,,
"2022-06-09","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-may-29---june-4-final.pdf","2022-05-29","2022-06-04","SK","North West",24,30,0,,,,,,,
"2022-06-09","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-may-29---june-4-final.pdf","2022-05-29","2022-06-04","SK","North Central",13,26,0,,,,,,,
"2022-06-09","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-may-29---june-4-final.pdf","2022-05-29","2022-06-04","SK","North East",6,22,0,,,,,,,
"2022-06-09","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-may-29---june-4-final.pdf","2022-05-29","2022-06-04","SK","Saskatoon",78,107,2,,,,,,,
"2022-06-09","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-may-29---june-4-final.pdf","2022-05-29","2022-06-04","SK","Central West",8,12,1,,,,,,,
"2022-06-09","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-may-29---june-4-final.pdf","2022-05-29","2022-06-04","SK","Central East",29,40,1,,,,,,,
"2022-06-09","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-may-29---june-4-final.pdf","2022-05-29","2022-06-04","SK","Regina",55,65,5,,,,,,,
"2022-06-09","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-may-29---june-4-final.pdf","2022-05-29","2022-06-04","SK","South West",5,8,0,,,,,,,
"2022-06-09","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-may-29---june-4-final.pdf","2022-05-29","2022-06-04","SK","South Central",9,12,0,,,,,,,
"2022-06-09","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-may-29---june-4-final.pdf","2022-05-29","2022-06-04","SK","South East",28,14,1,,,,,,,
"2022-06-09","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-may-29---june-4-final.pdf","2022-05-29","2022-06-04","SK","Unknown",12,11,0,,,,,,,
"2022-06-09","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-may-29---june-4-final.pdf","2022-06-08","2022-06-08","SK",,,,,,187,232,10,6,14,14
"2022-06-16","https://pubsaskdev.blob.core.windows.net/pubsask-prod/135902/Integrated%252BEpi%252BSit%252BReport%252BJune%252B5-11.pdf","2022-06-05","2022-06-11","SK",,394,285,17,5880,,,,,,
"2022-06-16","https://pubsaskdev.blob.core.windows.net/pubsask-prod/135902/Integrated%252BEpi%252BSit%252BReport%252BJune%252B5-11.pdf","2022-06-05","2022-06-11","SK","Far North West",9,8,0,,,,,,,
"2022-06-16","https://pubsaskdev.blob.core.windows.net/pubsask-prod/135902/Integrated%252BEpi%252BSit%252BReport%252BJune%252B5-11.pdf","2022-06-05","2022-06-11","SK","Far North Central",1,1,0,,,,,,,
"2022-06-16","https://pubsaskdev.blob.core.windows.net/pubsask-prod/135902/Integrated%252BEpi%252BSit%252BReport%252BJune%252B5-11.pdf","2022-06-05","2022-06-11","SK","Far North East",8,9,0,,,,,,,
"2022-06-16","https://pubsaskdev.blob.core.windows.net/pubsask-prod/135902/Integrated%252BEpi%252BSit%252BReport%252BJune%252B5-11.pdf","2022-06-05","2022-06-11","SK","North West",25,23,1,,,,,,,
"2022-06-16","https://pubsaskdev.blob.core.windows.net/pubsask-prod/135902/Integrated%252BEpi%252BSit%252BReport%252BJune%252B5-11.pdf","2022-06-05","2022-06-11","SK","North Central",15,14,1,,,,,,,
"2022-06-16","https://pubsaskdev.blob.core.windows.net/pubsask-prod/135902/Integrated%252BEpi%252BSit%252BReport%252BJune%252B5-11.pdf","2022-06-05","2022-06-11","SK","North East",12,5,1,,,,,,,
"2022-06-16","https://pubsaskdev.blob.core.windows.net/pubsask-prod/135902/Integrated%252BEpi%252BSit%252BReport%252BJune%252B5-11.pdf","2022-06-05","2022-06-11","SK","Saskatoon",124,80,3,,,,,,,
"2022-06-16","https://pubsaskdev.blob.core.windows.net/pubsask-prod/135902/Integrated%252BEpi%252BSit%252BReport%252BJune%252B5-11.pdf","2022-06-05","2022-06-11","SK","Central West",10,8,0,,,,,,,
"2022-06-16","https://pubsaskdev.blob.core.windows.net/pubsask-prod/135902/Integrated%252BEpi%252BSit%252BReport%252BJune%252B5-11.pdf","2022-06-05","2022-06-11","SK","Central East",39,29,6,,,,,,,
"2022-06-16","https://pubsaskdev.blob.core.windows.net/pubsask-prod/135902/Integrated%252BEpi%252BSit%252BReport%252BJune%252B5-11.pdf","2022-06-05","2022-06-11","SK","Regina",60,55,1,,,,,,,
"2022-06-16","https://pubsaskdev.blob.core.windows.net/pubsask-prod/135902/Integrated%252BEpi%252BSit%252BReport%252BJune%252B5-11.pdf","2022-06-05","2022-06-11","SK","South West",11,5,1,,,,,,,
"2022-06-16","https://pubsaskdev.blob.core.windows.net/pubsask-prod/135902/Integrated%252BEpi%252BSit%252BReport%252BJune%252B5-11.pdf","2022-06-05","2022-06-11","SK","South Central",19,9,2,,,,,,,
"2022-06-16","https://pubsaskdev.blob.core.windows.net/pubsask-prod/135902/Integrated%252BEpi%252BSit%252BReport%252BJune%252B5-11.pdf","2022-06-05","2022-06-11","SK","South East",40,28,1,,,,,,,
"2022-06-16","https://pubsaskdev.blob.core.windows.net/pubsask-prod/135902/Integrated%252BEpi%252BSit%252BReport%252BJune%252B5-11.pdf","2022-06-05","2022-06-11","SK","Unknown",21,11,0,,,,,,,
"2022-06-16","https://pubsaskdev.blob.core.windows.net/pubsask-prod/135902/Integrated%252BEpi%252BSit%252BReport%252BJune%252B5-11.pdf","2022-06-15","2022-06-15","SK",,,,,,165,187,6,10,12,15
"2022-06-23","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-june-12-18.pdf","2022-06-12","2022-06-18","SK",,231,392,12,5635,,,,,,
"2022-06-23","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-june-12-18.pdf","2022-06-12","2022-06-18","SK","Far North West",2,8,0,,,,,,,
"2022-06-23","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-june-12-18.pdf","2022-06-12","2022-06-18","SK","Far North Central",1,1,0,,,,,,,
"2022-06-23","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-june-12-18.pdf","2022-06-12","2022-06-18","SK","Far North East",1,8,0,,,,,,,
"2022-06-23","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-june-12-18.pdf","2022-06-12","2022-06-18","SK","North West",17,25,0,,,,,,,
"2022-06-23","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-june-12-18.pdf","2022-06-12","2022-06-18","SK","North Central",15,15,0,,,,,,,
"2022-06-23","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-june-12-18.pdf","2022-06-12","2022-06-18","SK","North East",6,12,0,,,,,,,
"2022-06-23","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-june-12-18.pdf","2022-06-12","2022-06-18","SK","Saskatoon",73,123,5,,,,,,,
"2022-06-23","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-june-12-18.pdf","2022-06-12","2022-06-18","SK","Central West",4,10,0,,,,,,,
