"date","source","date_start","date_end","region","sub_region_1","cases","deaths","new_hospitalizations","new_icu","positivity_rate"
"2023-03-30","https://publications.saskatchewan.ca:443/api/v1/products/120559/formats/139430/download","2023-03-19","2023-03-25","SK",,242,8,88,8,9.4
"2023-03-30","https://publications.saskatchewan.ca:443/api/v1/products/120559/formats/139430/download","2023-03-19","2023-03-25","SK","Far North West",11,,,,15.3
"2023-03-30","https://publications.saskatchewan.ca:443/api/v1/products/120559/formats/139430/download","2023-03-19","2023-03-25","SK","Far North Central",0,,,,0
"2023-03-30","https://publications.saskatchewan.ca:443/api/v1/products/120559/formats/139430/download","2023-03-19","2023-03-25","SK","Far North East",5,,,,18.5
"2023-03-30","https://publications.saskatchewan.ca:443/api/v1/products/120559/formats/139430/download","2023-03-19","2023-03-25","SK","North West",5,,,,5.2
"2023-03-30","https://publications.saskatchewan.ca:443/api/v1/products/120559/formats/139430/download","2023-03-19","2023-03-25","SK","North Central",6,,,,5.4
"2023-03-30","https://publications.saskatchewan.ca:443/api/v1/products/120559/formats/139430/download","2023-03-19","2023-03-25","SK","North East",2,,,,4.2
"2023-03-30","https://publications.saskatchewan.ca:443/api/v1/products/120559/formats/139430/download","2023-03-19","2023-03-25","SK","Saskatoon",40,,,,8.2
"2023-03-30","https://publications.saskatchewan.ca:443/api/v1/products/120559/formats/139430/download","2023-03-19","2023-03-25","SK","Central West",9,,,,25
"2023-03-30","https://publications.saskatchewan.ca:443/api/v1/products/120559/formats/139430/download","2023-03-19","2023-03-25","SK","Central East",29,,,,15.3
"2023-03-30","https://publications.saskatchewan.ca:443/api/v1/products/120559/formats/139430/download","2023-03-19","2023-03-25","SK","Regina",28,,,,10.9
"2023-03-30","https://publications.saskatchewan.ca:443/api/v1/products/120559/formats/139430/download","2023-03-19","2023-03-25","SK","South West",4,,,,8.2
"2023-03-30","https://publications.saskatchewan.ca:443/api/v1/products/120559/formats/139430/download","2023-03-19","2023-03-25","SK","South Central",9,,,,12.3
"2023-03-30","https://publications.saskatchewan.ca:443/api/v1/products/120559/formats/139430/download","2023-03-19","2023-03-25","SK","South East",18,,,,17.6
"2023-03-30","https://publications.saskatchewan.ca:443/api/v1/products/120559/formats/139430/download","2023-03-19","2023-03-25","SK","Unknown",76,8,,,7.5
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-12","2023-03-18","SK",,222,10,80,2,8.8
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-12","2023-03-18","SK","Far North West",,,,,
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-12","2023-03-18","SK","Far North Central",,,,,
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-12","2023-03-18","SK","Far North East",,,,,
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-12","2023-03-18","SK","North West",,,,,
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-12","2023-03-18","SK","North Central",,,,,
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-12","2023-03-18","SK","North East",,,,,
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-12","2023-03-18","SK","Saskatoon",,,,,
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-12","2023-03-18","SK","Central West",,,,,
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-12","2023-03-18","SK","Central East",,,,,
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-12","2023-03-18","SK","Regina",,,,,
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-12","2023-03-18","SK","South West",,,,,
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-12","2023-03-18","SK","South Central",,,,,
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-12","2023-03-18","SK","South East",,,,,
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-12","2023-03-18","SK","Unknown",222,10,,,8.8
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-19","2023-03-25","SK",,242,10,100,10,9.4
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-19","2023-03-25","SK","Far North West",,,,,
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-19","2023-03-25","SK","Far North Central",,,,,
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-19","2023-03-25","SK","Far North East",,,,,
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-19","2023-03-25","SK","North West",,,,,
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-19","2023-03-25","SK","North Central",,,,,
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-19","2023-03-25","SK","North East",,,,,
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-19","2023-03-25","SK","Saskatoon",,,,,
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-19","2023-03-25","SK","Central West",,,,,
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-19","2023-03-25","SK","Central East",,,,,
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-19","2023-03-25","SK","Regina",,,,,
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-19","2023-03-25","SK","South West",,,,,
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-19","2023-03-25","SK","South Central",,,,,
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-19","2023-03-25","SK","South East",,,,,
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-19","2023-03-25","SK","Unknown",242,10,,,9.4
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-26","2023-04-01","SK",,243,8,86,5,10.5
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-26","2023-04-01","SK","Far North West",,,,,
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-26","2023-04-01","SK","Far North Central",,,,,
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-26","2023-04-01","SK","Far North East",,,,,
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-26","2023-04-01","SK","North West",,,,,
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-26","2023-04-01","SK","North Central",,,,,
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-26","2023-04-01","SK","North East",,,,,
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-26","2023-04-01","SK","Saskatoon",,,,,
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-26","2023-04-01","SK","Central West",,,,,
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-26","2023-04-01","SK","Central East",,,,,
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-26","2023-04-01","SK","Regina",,,,,
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-26","2023-04-01","SK","South West",,,,,
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-26","2023-04-01","SK","South Central",,,,,
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-26","2023-04-01","SK","South East",,,,,
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-03-26","2023-04-01","SK","Unknown",243,8,,,10.5
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-04-02","2023-04-08","SK",,170,2,64,5,8.2
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-04-02","2023-04-08","SK","Far North West",2,,,,4.5
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-04-02","2023-04-08","SK","Far North Central",0,,,,0
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-04-02","2023-04-08","SK","Far North East",4,,,,10.8
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-04-02","2023-04-08","SK","North West",4,,,,4.1
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-04-02","2023-04-08","SK","North Central",3,,,,2.9
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-04-02","2023-04-08","SK","North East",4,,,,7.3
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-04-02","2023-04-08","SK","Saskatoon",19,,,,4.2
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-04-02","2023-04-08","SK","Central West",5,,,,10.4
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-04-02","2023-04-08","SK","Central East",15,,,,11.8
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-04-02","2023-04-08","SK","Regina",39,,,,14.6
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-04-02","2023-04-08","SK","South West",8,,,,17.4
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-04-02","2023-04-08","SK","South Central",5,,,,9.8
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-04-02","2023-04-08","SK","South East",8,,,,11.1
"2023-04-13","https://publications.saskatchewan.ca/api/v1/products/120663/formats/139513/download","2023-04-02","2023-04-08","SK","Unknown",54,2,,,8.1
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-03-26","2023-04-01","SK",,243,9,93,5,10.5
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-03-26","2023-04-01","SK","Far North West",,,,,
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-03-26","2023-04-01","SK","Far North Central",,,,,
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-03-26","2023-04-01","SK","Far North East",,,,,
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-03-26","2023-04-01","SK","North West",,,,,
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-03-26","2023-04-01","SK","North Central",,,,,
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-03-26","2023-04-01","SK","North East",,,,,
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-03-26","2023-04-01","SK","Saskatoon",,,,,
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-03-26","2023-04-01","SK","Central West",,,,,
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-03-26","2023-04-01","SK","Central East",,,,,
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-03-26","2023-04-01","SK","Regina",,,,,
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-03-26","2023-04-01","SK","South West",,,,,
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-03-26","2023-04-01","SK","South Central",,,,,
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-03-26","2023-04-01","SK","South East",,,,,
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-03-26","2023-04-01","SK","Unknown",243,9,,,10.5
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-02","2023-04-08","SK",,170,6,78,6,8.2
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-02","2023-04-08","SK","Far North West",,,,,
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-02","2023-04-08","SK","Far North Central",,,,,
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-02","2023-04-08","SK","Far North East",,,,,
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-02","2023-04-08","SK","North West",,,,,
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-02","2023-04-08","SK","North Central",,,,,
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-02","2023-04-08","SK","North East",,,,,
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-02","2023-04-08","SK","Saskatoon",,,,,
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-02","2023-04-08","SK","Central West",,,,,
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-02","2023-04-08","SK","Central East",,,,,
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-02","2023-04-08","SK","Regina",,,,,
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-02","2023-04-08","SK","South West",,,,,
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-02","2023-04-08","SK","South Central",,,,,
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-02","2023-04-08","SK","South East",,,,,
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-02","2023-04-08","SK","Unknown",170,6,,,8.2
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-09","2023-04-15","SK",,208,3,72,11,10.4
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-09","2023-04-15","SK","Far North West",,,,,
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-09","2023-04-15","SK","Far North Central",,,,,
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-09","2023-04-15","SK","Far North East",,,,,
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-09","2023-04-15","SK","North West",,,,,
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-09","2023-04-15","SK","North Central",,,,,
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-09","2023-04-15","SK","North East",,,,,
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-09","2023-04-15","SK","Saskatoon",,,,,
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-09","2023-04-15","SK","Central West",,,,,
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-09","2023-04-15","SK","Central East",,,,,
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-09","2023-04-15","SK","Regina",,,,,
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-09","2023-04-15","SK","South West",,,,,
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-09","2023-04-15","SK","South Central",,,,,
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-09","2023-04-15","SK","South East",,,,,
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-09","2023-04-15","SK","Unknown",208,3,,,10.4
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-16","2023-04-22","SK",,191,1,66,5,10.5
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-16","2023-04-22","SK","Far North West",6,,,,13.3
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-16","2023-04-22","SK","Far North Central",1,,,,33.3
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-16","2023-04-22","SK","Far North East",4,,,,13.8
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-16","2023-04-22","SK","North West",4,,,,4.1
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-16","2023-04-22","SK","North Central",4,,,,5.5
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-16","2023-04-22","SK","North East",3,,,,6.7
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-16","2023-04-22","SK","Saskatoon",44,,,,11.6
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-16","2023-04-22","SK","Central West",0,,,,0
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-16","2023-04-22","SK","Central East",22,,,,14.1
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-16","2023-04-22","SK","Regina",27,,,,13.8
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-16","2023-04-22","SK","South West",4,,,,9.8
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-16","2023-04-22","SK","South Central",10,,,,16.7
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-16","2023-04-22","SK","South East",8,,,,12.7
"2023-04-27","https://publications.saskatchewan.ca:443/api/v1/products/120745/formats/139623/download","2023-04-16","2023-04-22","SK","Unknown",54,1,,,8.9
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-04-23","2023-04-29","SK",,162,4,62,6,8.8
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-04-23","2023-04-29","SK","Far North West",,,,,
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-04-23","2023-04-29","SK","Far North Central",,,,,
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-04-23","2023-04-29","SK","Far North East",,,,,
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-04-23","2023-04-29","SK","North West",,,,,
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-04-23","2023-04-29","SK","North Central",,,,,
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-04-23","2023-04-29","SK","North East",,,,,
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-04-23","2023-04-29","SK","Saskatoon",,,,,
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-04-23","2023-04-29","SK","Central West",,,,,
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-04-23","2023-04-29","SK","Central East",,,,,
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-04-23","2023-04-29","SK","Regina",,,,,
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-04-23","2023-04-29","SK","South West",,,,,
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-04-23","2023-04-29","SK","South Central",,,,,
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-04-23","2023-04-29","SK","South East",,,,,
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-04-23","2023-04-29","SK","Unknown",162,4,,,8.8
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-04-30","2023-05-06","SK",,142,5,60,6,8.5
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-04-30","2023-05-06","SK","Far North West",,,,,
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-04-30","2023-05-06","SK","Far North Central",,,,,
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-04-30","2023-05-06","SK","Far North East",,,,,
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-04-30","2023-05-06","SK","North West",,,,,
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-04-30","2023-05-06","SK","North Central",,,,,
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-04-30","2023-05-06","SK","North East",,,,,
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-04-30","2023-05-06","SK","Saskatoon",,,,,
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-04-30","2023-05-06","SK","Central West",,,,,
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-04-30","2023-05-06","SK","Central East",,,,,
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-04-30","2023-05-06","SK","Regina",,,,,
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-04-30","2023-05-06","SK","South West",,,,,
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-04-30","2023-05-06","SK","South Central",,,,,
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-04-30","2023-05-06","SK","South East",,,,,
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-04-30","2023-05-06","SK","Unknown",142,5,,,8.5
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-05-07","2023-05-13","SK",,127,6,51,6,7.8
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-05-07","2023-05-13","SK","Far North West",,,,,
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-05-07","2023-05-13","SK","Far North Central",,,,,
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-05-07","2023-05-13","SK","Far North East",,,,,
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-05-07","2023-05-13","SK","North West",,,,,
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-05-07","2023-05-13","SK","North Central",,,,,
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-05-07","2023-05-13","SK","North East",,,,,
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-05-07","2023-05-13","SK","Saskatoon",,,,,
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-05-07","2023-05-13","SK","Central West",,,,,
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-05-07","2023-05-13","SK","Central East",,,,,
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-05-07","2023-05-13","SK","Regina",,,,,
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-05-07","2023-05-13","SK","South West",,,,,
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-05-07","2023-05-13","SK","South Central",,,,,
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-05-07","2023-05-13","SK","South East",,,,,
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-05-07","2023-05-13","SK","Unknown",127,6,,,7.8
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-05-14","2023-05-20","SK",,93,1,34,3,6.2
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-05-14","2023-05-20","SK","Far North West",3,,,,7.7
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-05-14","2023-05-20","SK","Far North Central",0,,,,0
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-05-14","2023-05-20","SK","Far North East",0,,,,0
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-05-14","2023-05-20","SK","North West",8,,,,7.7
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-05-14","2023-05-20","SK","North Central",6,,,,7.5
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-05-14","2023-05-20","SK","North East",4,,,,10.5
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-05-14","2023-05-20","SK","Saskatoon",16,,,,4.8
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-05-14","2023-05-20","SK","Central West",1,,,,4.8
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-05-14","2023-05-20","SK","Central East",11,,,,8.6
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-05-14","2023-05-20","SK","Regina",16,,,,10.1
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-05-14","2023-05-20","SK","South West",0,,,,0
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-05-14","2023-05-20","SK","South Central",4,,,,9.1
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-05-14","2023-05-20","SK","South East",2,,,,4.3
"2023-05-25","https://publications.saskatchewan.ca:443/api/v1/products/121041/formats/140122/download","2023-05-14","2023-05-20","SK","Unknown",22,1,,,4.8
"2023-06-22","https://publications.saskatchewan.ca/api/v1/products/121415/formats/140560/download","2023-05-21","2023-05-27","SK",,76,5,22,0,5.4
"2023-06-22","https://publications.saskatchewan.ca/api/v1/products/121415/formats/140560/download","2023-05-21","2023-05-27","SK","Far North West",,,,,
"2023-06-22","https://publications.saskatchewan.ca/api/v1/products/121415/formats/140560/download","2023-05-21","2023-05-27","SK","Far North Central",,,,,
