"province","date","value","value_daily"
"AB",2020-03-06,1,1
"AB",2020-03-07,1,0
"AB",2020-03-08,1,0
"AB",2020-03-09,7,6
"AB",2020-03-10,16,9
"AB",2020-03-11,23,7
"AB",2020-03-12,26,3
"AB",2020-03-13,34,8
"AB",2020-03-14,56,22
"AB",2020-03-15,67,11
"AB",2020-03-16,91,24
"AB",2020-03-17,102,11
"AB",2020-03-18,131,29
"AB",2020-03-19,163,32
"AB",2020-03-20,210,47
"AB",2020-03-21,245,35
"AB",2020-03-22,292,47
"AB",2020-03-23,345,53
"AB",2020-03-24,413,68
"AB",2020-03-25,476,63
"AB",2020-03-26,529,53
"AB",2020-03-27,614,85
"AB",2020-03-28,668,54
"AB",2020-03-29,702,34
"AB",2020-03-30,742,40
"AB",2020-03-31,874,132
"AB",2020-04-01,982,108
"AB",2020-04-02,1104,122
"AB",2020-04-03,1175,71
"AB",2020-04-04,1235,60
"AB",2020-04-05,1277,42
"AB",2020-04-06,1311,34
"AB",2020-04-07,1364,53
"AB",2020-04-08,1397,33
"AB",2020-04-09,1442,45
"AB",2020-04-10,1491,49
"AB",2020-04-11,1556,65
"AB",2020-04-12,1624,68
"AB",2020-04-13,1692,68
"AB",2020-04-14,1819,127
"AB",2020-04-15,1952,133
"AB",2020-04-16,2098,146
"AB",2020-04-17,2311,213
"AB",2020-04-18,2498,187
"AB",2020-04-19,2699,201
"AB",2020-04-20,2882,183
"AB",2020-04-21,3146,264
"AB",2020-04-22,3440,294
"AB",2020-04-23,3780,340
"AB",2020-04-24,4012,232
"AB",2020-04-25,4234,222
"AB",2020-04-26,4437,203
"AB",2020-04-27,4615,178
"AB",2020-04-28,4864,249
"AB",2020-04-29,5095,231
"AB",2020-04-30,5317,222
"AB",2020-05-01,5458,141
"AB",2020-05-02,5570,112
"AB",2020-05-03,5640,70
"AB",2020-05-04,5719,79
"AB",2020-05-05,5781,62
"AB",2020-05-06,5846,65
"AB",2020-05-07,5933,87
"AB",2020-05-08,6010,77
"AB",2020-05-09,6095,85
"AB",2020-05-10,6166,71
"AB",2020-05-11,6213,47
"AB",2020-05-12,6283,70
"AB",2020-05-13,6345,62
"AB",2020-05-14,6406,61
"AB",2020-05-15,6479,73
"AB",2020-05-16,6533,54
"AB",2020-05-17,6579,46
"AB",2020-05-18,6617,38
"AB",2020-05-19,6660,43
"AB",2020-05-20,6687,27
"AB",2020-05-21,6717,30
"AB",2020-05-22,6744,27
"AB",2020-05-23,6776,32
"AB",2020-05-24,6805,29
"AB",2020-05-25,6818,13
"AB",2020-05-26,6837,19
"AB",2020-05-27,6864,27
"AB",2020-05-28,6892,28
"AB",2020-05-29,6922,30
"AB",2020-05-30,6942,20
"AB",2020-05-31,6976,34
"AB",2020-06-01,6997,21
"AB",2020-06-02,7016,19
"AB",2020-06-03,7034,18
"AB",2020-06-04,7053,19
"AB",2020-06-05,7090,37
"AB",2020-06-06,7113,23
"AB",2020-06-07,7146,33
"AB",2020-06-08,7170,24
"AB",2020-06-09,7208,38
"AB",2020-06-10,7256,48
"AB",2020-06-11,7299,43
"AB",2020-06-12,7326,27
"AB",2020-06-13,7361,35
"AB",2020-06-14,7414,53
"AB",2020-06-15,7450,36
"AB",2020-06-16,7495,45
"AB",2020-06-17,7541,46
"AB",2020-06-18,7587,46
"AB",2020-06-19,7634,47
"AB",2020-06-20,7664,30
"AB",2020-06-21,7697,33
"AB",2020-06-22,7738,41
"AB",2020-06-23,7783,45
"AB",2020-06-24,7808,25
"AB",2020-06-25,7844,36
"AB",2020-06-26,7910,66
"AB",2020-06-27,7947,37
"AB",2020-06-28,8015,68
"AB",2020-06-29,8059,44
"AB",2020-06-30,8092,33
"AB",2020-07-01,8156,64
"AB",2020-07-02,8211,55
"AB",2020-07-03,8241,30
"AB",2020-07-04,8289,48
"AB",2020-07-05,8337,48
"AB",2020-07-06,8386,49
"AB",2020-07-07,8430,44
"AB",2020-07-08,8473,43
"AB",2020-07-09,8547,74
"AB",2020-07-10,8609,62
"AB",2020-07-11,8699,90
"AB",2020-07-12,8777,78
"AB",2020-07-13,8864,87
"AB",2020-07-14,8949,85
"AB",2020-07-15,9064,115
"AB",2020-07-16,9167,103
"AB",2020-07-17,9335,168
"AB",2020-07-18,9437,102
"AB",2020-07-19,9525,88
"AB",2020-07-20,9656,131
"AB",2020-07-21,9792,136
"AB",2020-07-22,9905,113
"AB",2020-07-23,10021,116
"AB",2020-07-24,10138,117
"AB",2020-07-25,10236,98
"AB",2020-07-26,10325,89
"AB",2020-07-27,10406,81
"AB",2020-07-28,10537,131
"AB",2020-07-29,10655,118
"AB",2020-07-30,10779,124
"AB",2020-07-31,10878,99
"AB",2020-08-01,10945,67
"AB",2020-08-02,11017,72
"AB",2020-08-03,11081,64
"AB",2020-08-04,11175,94
"AB",2020-08-05,11236,61
"AB",2020-08-06,11364,128
"AB",2020-08-07,11475,111
"AB",2020-08-08,11572,97
"AB",2020-08-09,11617,45
"AB",2020-08-10,11703,86
"AB",2020-08-11,11819,116
"AB",2020-08-12,11891,72
"AB",2020-08-13,11972,81
"AB",2020-08-14,12076,104
"AB",2020-08-15,12159,83
"AB",2020-08-16,12254,95
"AB",2020-08-17,12339,85
"AB",2020-08-18,12420,81
"AB",2020-08-19,12521,101
"AB",2020-08-20,12661,140
"AB",2020-08-21,12749,88
"AB",2020-08-22,12852,103
"AB",2020-08-23,12922,70
"AB",2020-08-24,12995,73
"AB",2020-08-25,13120,125
"AB",2020-08-26,13224,104
"AB",2020-08-27,13377,153
"AB",2020-08-28,13519,142
"AB",2020-08-29,13700,181
"AB",2020-08-30,13809,109
"AB",2020-08-31,13961,152
"AB",2020-09-01,14070,109
"AB",2020-09-02,14202,132
"AB",2020-09-03,14359,157
"AB",2020-09-04,14528,169
"AB",2020-09-05,14696,168
"AB",2020-09-06,14830,134
"AB",2020-09-07,14977,147
"AB",2020-09-08,15074,97
"AB",2020-09-09,15187,113
"AB",2020-09-10,15303,116
"AB",2020-09-11,15418,115
"AB",2020-09-12,15584,166
"AB",2020-09-13,15721,137
"AB",2020-09-14,15844,123
"AB",2020-09-15,16014,170
"AB",2020-09-16,16196,182
"AB",2020-09-17,16321,125
"AB",2020-09-18,16458,137
"AB",2020-09-19,16578,120
"AB",2020-09-20,16730,152
"AB",2020-09-21,16886,156
"AB",2020-09-22,17014,128
"AB",2020-09-23,17143,129
"AB",2020-09-24,17267,124
"AB",2020-09-25,17442,175
"AB",2020-09-26,17597,155
"AB",2020-09-27,17718,121
"AB",2020-09-28,17845,127
"AB",2020-09-29,18020,175
"AB",2020-09-30,18174,154
"AB",2020-10-01,18321,147
"AB",2020-10-02,18543,222
"AB",2020-10-03,18739,196
"AB",2020-10-04,18952,213
"AB",2020-10-05,19158,206
"AB",2020-10-06,19401,243
"AB",2020-10-07,19619,218
"AB",2020-10-08,19805,186
"AB",2020-10-09,20063,258
"AB",2020-10-10,20313,250
"AB",2020-10-11,20554,241
"AB",2020-10-12,20775,221
"AB",2020-10-13,21017,242
"AB",2020-10-14,21259,242
"AB",2020-10-15,21578,319
"AB",2020-10-16,21885,307
"AB",2020-10-17,22110,225
"AB",2020-10-18,22480,370
"AB",2020-10-19,22804,324
"AB",2020-10-20,23196,392
"AB",2020-10-21,23632,436
"AB",2020-10-22,24074,442
"AB",2020-10-23,24464,390
"AB",2020-10-24,25042,578
"AB",2020-10-25,25542,500
"AB",2020-10-26,25958,416
"AB",2020-10-27,26365,407
"AB",2020-10-28,26844,479
"AB",2020-10-29,27458,614
"AB",2020-10-30,28047,589
"AB",2020-10-31,28571,524
"AB",2020-11-01,29176,605
"AB",2020-11-02,29747,571
"AB",2020-11-03,30284,537
"AB",2020-11-04,31055,771
"AB",2020-11-05,31791,736
"AB",2020-11-06,32616,825
"AB",2020-11-07,33256,640
"AB",2020-11-08,33887,631
"AB",2020-11-09,34611,724
"AB",2020-11-10,35287,676
"AB",2020-11-11,36142,855
"AB",2020-11-12,37038,896
"AB",2020-11-13,38055,1017
"AB",2020-11-14,39037,982
"AB",2020-11-15,39889,852
"AB",2020-11-16,40655,766
"AB",2020-11-17,41384,729
"AB",2020-11-18,42486,1102
"AB",2020-11-19,43626,1140
"AB",2020-11-20,44960,1334
"AB",2020-11-21,46522,1562
"AB",2020-11-22,48050,1528
"AB",2020-11-23,49170,1120
"AB",2020-11-24,50441,1271
"AB",2020-11-25,51525,1084
"AB",2020-11-26,52753,1228
"AB",2020-11-27,54468,1715
"AB",2020-11-28,56062,1594
"AB",2020-11-29,57772,1710
"AB",2020-11-30,59089,1317
"AB",2020-12-01,60785,1696
"AB",2020-12-02,62636,1851
"AB",2020-12-03,64429,1793
"AB",2020-12-04,66310,1881
"AB",2020-12-05,68139,1829
"AB",2020-12-06,69864,1725
"AB",2020-12-07,71658,1794
"AB",2020-12-08,73152,1494
"AB",2020-12-09,74748,1596
"AB",2020-12-10,76494,1746
"AB",2020-12-11,78091,1597
"AB",2020-12-12,79800,1709
"AB",2020-12-13,81665,1865
"AB",2020-12-14,83006,1341
"AB",2020-12-15,84293,1287
"AB",2020-12-16,85885,1592
"AB",2020-12-17,87345,1460
"AB",2020-12-18,88714,1369
"AB",2020-12-19,90021,1307
"AB",2020-12-20,91272,1251
"AB",2020-12-21,92324,1052
"AB",2020-12-22,93660,1336
"AB",2020-12-23,94790,1130
"AB",2020-12-24,96030,1240
"AB",2020-12-25,96934,904
"AB",2020-12-26,97419,485
"AB",2020-12-27,98374,955
"AB",2020-12-28,99270,896
"AB",2020-12-29,100634,1364
"AB",2020-12-30,101897,1263
"AB",2020-12-31,103257,1360
"AB",2021-01-01,104178,921
"AB",2021-01-02,104644,466
"AB",2021-01-03,105783,1139
"AB",2021-01-04,106660,877
"AB",2021-01-05,107808,1148
"AB",2021-01-06,108774,966
"AB",2021-01-07,109950,1176
"AB",2021-01-08,110932,982
"AB",2021-01-09,111741,809
"AB",2021-01-10,112368,627
"AB",2021-01-11,113043,675
"AB",2021-01-12,113910,867
"AB",2021-01-13,114876,966
"AB",2021-01-14,115655,779
"AB",2021-01-15,116357,702
"AB",2021-01-16,117100,743
"AB",2021-01-17,117560,460
"AB",2021-01-18,118022,462
"AB",2021-01-19,118692,670
"AB",2021-01-20,119364,672
"AB",2021-01-21,120005,641
"AB",2021-01-22,120572,567
"AB",2021-01-23,121023,451
"AB",2021-01-24,121381,358
"AB",2021-01-25,121743,362
"AB",2021-01-26,122211,468
"AB",2021-01-27,122684,473
"AB",2021-01-28,123203,519
"AB",2021-01-29,123591,388
"AB",2021-01-30,124059,468
"AB",2021-01-31,124410,351
"AB",2021-02-01,124690,280
"AB",2021-02-02,125146,456
"AB",2021-02-03,125549,403
"AB",2021-02-04,125943,394
"AB",2021-02-05,126304,361
"AB",2021-02-06,126656,352
"AB",2021-02-07,126924,268
"AB",2021-02-08,127143,219
"AB",2021-02-09,127479,336
"AB",2021-02-10,127827,348
"AB",2021-02-11,128145,318
"AB",2021-02-12,128446,301
"AB",2021-02-13,128733,287
"AB",2021-02-14,128977,244
"AB",2021-02-15,129237,260
"AB",2021-02-16,129523,286
"AB",2021-02-17,129943,420
"AB",2021-02-18,130274,331
"AB",2021-02-19,130657,383
"AB",2021-02-20,130984,327
"AB",2021-02-21,131253,269
"AB",2021-02-22,131530,277
"AB",2021-02-23,131955,425
"AB",2021-02-24,132359,404
"AB",2021-02-25,132714,355
"AB",2021-02-26,133127,413
"AB",2021-02-27,133428,301
"AB",2021-02-28,133715,287
"AB",2021-03-01,133977,262
"AB",2021-03-02,134377,400
"AB",2021-03-03,134710,333
"AB",2021-03-04,135118,408
"AB",2021-03-05,135454,336
"AB",2021-03-06,135760,306
"AB",2021-03-07,136010,250
"AB",2021-03-08,136263,253
"AB",2021-03-09,136649,386
"AB",2021-03-10,137054,405
"AB",2021-03-11,137501,447
"AB",2021-03-12,137928,427
"AB",2021-03-13,138304,376
"AB",2021-03-14,138669,365
"AB",2021-03-15,139019,350
"AB",2021-03-16,139526,507
"AB",2021-03-17,140043,517
"AB",2021-03-18,140715,672
"AB",2021-03-19,141239,524
"AB",2021-03-20,141785,546
"AB",2021-03-21,142240,455
"AB",2021-03-22,142722,482
"AB",2021-03-23,143397,675
"AB",2021-03-24,144150,753
"AB",2021-03-25,144860,710
"AB",2021-03-26,145530,670
"AB",2021-03-27,146166,636
"AB",2021-03-28,146708,542
"AB",2021-03-29,147328,620
"AB",2021-03-30,148219,891
"AB",2021-03-31,149096,877
"AB",2021-04-01,150167,1071
"AB",2021-04-02,151226,1059
"AB",2021-04-03,152161,935
"AB",2021-04-04,153030,869
"AB",2021-04-05,153961,931
"AB",2021-04-06,155317,1356
"AB",2021-04-07,156729,1412
"AB",2021-04-08,158261,1532
"AB",2021-04-09,159547,1286
"AB",2021-04-10,160716,1169
"AB",2021-04-11,161809,1093
"AB",2021-04-12,162859,1050
"AB",2021-04-13,164286,1427
"AB",2021-04-14,165931,1645
"AB",2021-04-15,167536,1605
"AB",2021-04-16,169037,1501
"AB",2021-04-17,170508,1471
"AB",2021-04-18,171865,1357
"AB",2021-04-19,173211,1346
"AB",2021-04-20,174939,1728
"AB",2021-04-21,176778,1839
"AB",2021-04-22,178444,1666
"AB",2021-04-23,179958,1514
"AB",2021-04-24,181401,1443
"AB",2021-04-25,182893,1492
"AB",2021-04-26,184445,1552
"AB",2021-04-27,186281,1836
"AB",2021-04-28,188337,2056
"AB",2021-04-29,190335,1998
"AB",2021-04-30,192741,2406
"AB",2021-05-01,194439,1698
"AB",2021-05-02,196406,1967
"AB",2021-05-03,198194,1788
"AB",2021-05-04,200472,2278
"AB",2021-05-05,202646,2174
"AB",2021-05-06,204594,1948
"AB",2021-05-07,206646,2052
"AB",2021-05-08,208229,1583
"AB",2021-05-09,209788,1559
"AB",2021-05-10,211299,1511
"AB",2021-05-11,213109,1810
"AB",2021-05-12,214702,1593
"AB",2021-05-13,216184,1482
"AB",2021-05-14,217422,1238
"AB",2021-05-15,218549,1127
"AB",2021-05-16,219267,718
"AB",2021-05-17,220187,920
"AB",2021-05-18,221143,956
"AB",2021-05-19,221971,828
"AB",2021-05-20,222730,759
"AB",2021-05-21,223365,635
"AB",2021-05-22,223917,552
"AB",2021-05-23,224366,449
"AB",2021-05-24,224754,388
"AB",2021-05-25,225161,407
"AB",2021-05-26,225700,539
"AB",2021-05-27,226236,536
"AB",2021-05-28,226646,410
"AB",2021-05-29,227039,393
"AB",2021-05-30,227298,259
"AB",2021-05-31,227513,215
"AB",2021-06-01,227946,433
"AB",2021-06-02,228255,309
"AB",2021-06-03,228498,243
"AB",2021-06-04,228796,298
"AB",2021-06-05,229028,232
"AB",2021-06-06,229186,158
"AB",2021-06-07,229328,142
"AB",2021-06-08,229647,319
"AB",2021-06-09,229818,171
"AB",2021-06-10,229994,176
"AB",2021-06-11,230174,180
"AB",2021-06-12,230336,162
"AB",2021-06-13,230450,114
"AB",2021-06-14,230575,125
"AB",2021-06-15,230722,147
"AB",2021-06-16,230874,152
"AB",2021-06-17,230993,119
"AB",2021-06-18,231111,118
"AB",2021-06-19,231197,86
"AB",2021-06-20,231247,50
"AB",2021-06-21,231314,67
"AB",2021-06-22,231414,100
"AB",2021-06-23,231490,76
"AB",2021-06-24,231583,93
"AB",2021-06-25,231660,77
"AB",2021-06-26,231705,45
"AB",2021-06-27,231743,38
"AB",2021-06-28,231802,59
"AB",2021-06-29,231878,76
"AB",2021-06-30,231937,59
"AB",2021-07-01,231974,37
"AB",2021-07-02,232009,35
"AB",2021-07-03,232061,52
"AB",2021-07-04,232100,39
"AB",2021-07-05,232137,37
"AB",2021-07-06,232201,64
"AB",2021-07-07,232249,48
"AB",2021-07-08,232306,57
"AB",2021-07-09,232341,35
"AB",2021-07-10,232371,30
"AB",2021-07-11,232401,30
"AB",2021-07-12,232433,32
"AB",2021-07-13,232468,35
"AB",2021-07-14,232517,49
"AB",2021-07-15,232569,52
"AB",2021-07-16,232618,49
"AB",2021-07-17,232658,40
"AB",2021-07-18,232699,41
"AB",2021-07-19,232760,61
"AB",2021-07-20,232848,88
"AB",2021-07-21,232944,96
"AB",2021-07-22,233110,166
"AB",2021-07-23,233254,144
"AB",2021-07-24,233389,135
"AB",2021-07-25,233480,91
"AB",2021-07-26,233617,137
"AB",2021-07-27,233822,205
"AB",2021-07-28,234044,222
"AB",2021-07-29,234241,197
"AB",2021-07-30,234477,236
"AB",2021-07-31,234700,223
"AB",2021-08-01,234841,141
"AB",2021-08-02,234965,124
"AB",2021-08-03,235169,204
"AB",2021-08-04,235565,396
"AB",2021-08-05,235929,364
"AB",2021-08-06,236320,391
"AB",2021-08-07,236695,375
"AB",2021-08-08,236936,241
"AB",2021-08-09,237222,286
"AB",2021-08-10,237721,499
"AB",2021-08-11,238268,547
"AB",2021-08-12,238846,578
"AB",2021-08-13,239413,567
"AB",2021-08-14,239862,449
"AB",2021-08-15,240250,388
"AB",2021-08-16,240659,409
"AB",2021-08-17,241327,668
"AB",2021-08-18,242142,815
"AB",2021-08-19,242888,746
"AB",2021-08-20,243695,807
"AB",2021-08-21,244372,677
"AB",2021-08-22,244839,467
"AB",2021-08-23,245479,640
"AB",2021-08-24,246551,1072
"AB",2021-08-25,247650,1099
"AB",2021-08-26,248813,1163
"AB",2021-08-27,250035,1222
"AB",2021-08-28,250985,950
"AB",2021-08-29,251846,861
"AB",2021-08-30,252758,912
"AB",2021-08-31,254095,1337
"AB",2021-09-01,255430,1335
"AB",2021-09-02,256842,1412
"AB",2021-09-03,258151,1309
"AB",2021-09-04,259593,1442
"AB",2021-09-05,260405,812
"AB",2021-09-06,261700,1295
"AB",2021-09-07,262919,1219
"AB",2021-09-08,264414,1495
"AB",2021-09-09,265880,1466
"AB",2021-09-10,267525,1645
"AB",2021-09-11,269003,1478
"AB",2021-09-12,270581,1578
"AB",2021-09-13,271997,1416
"AB",2021-09-14,273630,1633
"AB",2021-09-15,275351,1721
"AB",2021-09-16,277349,1998
"AB",2021-09-17,278945,1596
"AB",2021-09-18,280530,1585
"AB",2021-09-19,281959,1429
"AB",2021-09-20,283478,1519
"AB",2021-09-21,284793,1315
"AB",2021-09-22,286482,1689
"AB",2021-09-23,288152,1670
"AB",2021-09-24,290024,1872
"AB",2021-09-25,291549,1525
"AB",2021-09-26,293291,1742
"AB",2021-09-27,294562,1271
"AB",2021-09-28,296268,1706
"AB",2021-09-29,297988,1720
"AB",2021-09-30,299637,1649
"AB",2021-10-01,301245,1608
"AB",2021-10-02,302527,1282
"AB",2021-10-03,303655,1128
"AB",2021-10-04,304352,697
"AB",2021-10-05,305611,1259
"AB",2021-10-06,306847,1236
"AB",2021-10-07,308110,1263
"AB",2021-10-08,309190,1080
"AB",2021-10-09,310229,1039
"AB",2021-10-10,310860,631
"AB",2021-10-11,311461,601
"AB",2021-10-12,312115,654
"AB",2021-10-13,313046,931
"AB",2021-10-14,314084,1038
"AB",2021-10-15,314856,772
"AB",2021-10-16,315645,789
"AB",2021-10-17,316247,602
"AB",2021-10-18,316775,528
"AB",2021-10-19,317584,809
"AB",2021-10-20,318354,770
"AB",2021-10-21,319017,663
"AB",2021-10-22,319721,704
"AB",2021-10-23,320229,508
"AB",2021-10-24,320595,366
"AB",2021-10-25,321051,456
"AB",2021-10-26,321680,629
"AB",2021-10-27,322224,544
"AB",2021-10-28,322830,606
"AB",2021-10-29,323361,531
"AB",2021-10-30,323692,331
"AB",2021-10-31,324031,339
"AB",2021-11-01,324356,325
"AB",2021-11-02,324851,495
"AB",2021-11-03,325391,540
"AB",2021-11-04,325863,472
"AB",2021-11-05,326449,586
"AB",2021-11-06,326882,433
"AB",2021-11-07,327171,289
"AB",2021-11-08,327595,424
"AB",2021-11-09,328097,502
"AB",2021-11-10,328565,468
"AB",2021-11-11,328941,376
"AB",2021-11-12,329377,436
"AB",2021-11-13,329734,357
"AB",2021-11-14,330023,289
"AB",2021-11-15,330345,322
"AB",2021-11-16,330760,415
"AB",2021-11-17,331145,385
"AB",2021-11-18,331562,417
"AB",2021-11-19,332029,467
"AB",2021-11-20,332408,379
"AB",2021-11-21,332678,270
"AB",2021-11-22,332949,271
"AB",2021-11-23,333422,473
"AB",2021-11-24,333817,395
"AB",2021-11-25,334177,360
"AB",2021-11-26,334502,325
"AB",2021-11-27,334753,251
"AB",2021-11-28,334982,229
"AB",2021-11-29,335214,232
"AB",2021-11-30,335647,433
"AB",2021-12-01,336010,363
"AB",2021-12-02,336354,344
"AB",2021-12-03,336702,348
"AB",2021-12-04,336949,247
"AB",2021-12-05,337133,184
"AB",2021-12-06,337368,235
"AB",2021-12-07,337752,384
"AB",2021-12-08,338106,354
"AB",2021-12-09,338451,345
"AB",2021-12-10,338763,312
"AB",2021-12-11,339024,261
"AB",2021-12-12,339224,200
"AB",2021-12-13,339499,275
"AB",2021-12-14,339945,446
"AB",2021-12-15,340417,472
"AB",2021-12-16,340970,553
"AB",2021-12-17,341591,621
"AB",2021-12-18,342305,714
"AB",2021-12-19,342873,568
"AB",2021-12-20,343664,791
"AB",2021-12-21,345023,1359
"AB",2021-12-22,346604,1581
"AB",2021-12-23,348582,1978
"AB",2021-12-24,351041,2459
"AB",2021-12-25,352613,1572
"AB",2021-12-26,353302,689
"AB",2021-12-27,354685,1383
"AB",2021-12-28,357460,2775
"AB",2021-12-29,361439,3979
"AB",2021-12-30,365805,4366
"AB",2021-12-31,370155,4350
"AB",2022-01-01,373370,3215
"AB",2022-01-02,375333,1963
"AB",2022-01-03,378269,2936
"AB",2022-01-04,382952,4683
"AB",2022-01-05,387718,4766
"AB",2022-01-06,393860,6142
"AB",2022-01-07,399994,6134
"AB",2022-01-08,406141,6147
"AB",2022-01-09,411433,5292
"AB",2022-01-10,416054,4621
"AB",2022-01-11,422830,6776
"AB",2022-01-12,428693,5863
"AB",2022-01-13,434928,6235
"AB",2022-01-14,441049,6121
"AB",2022-01-15,446395,5346
"AB",2022-01-16,450523,4128
"AB",2022-01-17,454020,3497
"AB",2022-01-18,457803,3783
"AB",2022-01-19,461440,3637
"AB",2022-01-20,465131,3691
"AB",2022-01-21,469025,3894
"AB",2022-01-22,471635,2610
"AB",2022-01-23,473323,1688
"AB",2022-01-24,476168,2845
"AB",2022-01-25,479541,3373
"AB",2022-01-26,482804,3263
"AB",2022-01-27,485920,3116
"AB",2022-01-28,488895,2975
"AB",2022-01-29,490730,1835
"AB",2022-01-30,492466,1736
"AB",2022-01-31,494503,2037
"AB",2022-02-01,497569,3066
"AB",2022-02-02,500079,2510
"AB",2022-02-03,502182,2103
"AB",2022-02-04,504225,2043
"AB",2022-02-05,505606,1381
"AB",2022-02-06,506728,1122
"AB",2022-02-07,508292,1564
"AB",2022-02-08,510116,1824
"AB",2022-02-09,511598,1482
"AB",2022-02-10,513017,1419
"AB",2022-02-11,514126,1109
"AB",2022-02-12,514985,859
"AB",2022-02-13,515612,627
"AB",2022-02-14,516492,880
"AB",2022-02-15,517552,1060
"AB",2022-02-16,519351,1799
"BC",2020-01-29,1,1
"BC",2020-01-30,1,0
"BC",2020-01-31,1,0
"BC",2020-02-01,1,0
"BC",2020-02-02,1,0
"BC",2020-02-03,1,0
"BC",2020-02-04,1,0
"BC",2020-02-05,1,0
"BC",2020-02-06,2,1
"BC",2020-02-07,2,0
"BC",2020-02-08,2,0
"BC",2020-02-09,2,0
"BC",2020-02-10,4,2
"BC",2020-02-11,4,0
"BC",2020-02-12,4,0
"BC",2020-02-13,4,0
"BC",2020-02-14,4,0
"BC",2020-02-15,4,0
"BC",2020-02-16,4,0
"BC",2020-02-17,4,0
"BC",2020-02-18,5,1
"BC",2020-02-19,5,0
"BC",2020-02-20,5,0
"BC",2020-02-21,5,0
"BC",2020-02-22,5,0
"BC",2020-02-23,5,0
"BC",2020-02-24,7,2
"BC",2020-02-25,7,0
"BC",2020-02-26,7,0
"BC",2020-02-27,7,0
"BC",2020-02-28,7,0
"BC",2020-02-29,7,0
"BC",2020-03-01,7,0
"BC",2020-03-02,7,0
"BC",2020-03-03,12,5
"BC",2020-03-04,12,0
"BC",2020-03-05,20,8
"BC",2020-03-06,27,7
"BC",2020-03-07,28,1
"BC",2020-03-08,32,4
"BC",2020-03-09,35,3
"BC",2020-03-10,45,10
"BC",2020-03-11,61,16
"BC",2020-03-12,69,8
"BC",2020-03-13,85,16
"BC",2020-03-14,113,28
"BC",2020-03-15,142,29
"BC",2020-03-16,190,48
"BC",2020-03-17,241,51
"BC",2020-03-18,289,48
"BC",2020-03-19,346,57
"BC",2020-03-20,409,63
"BC",2020-03-21,483,74
"BC",2020-03-22,535,52
"BC",2020-03-23,589,54
"BC",2020-03-24,653,64
"BC",2020-03-25,734,81
"BC",2020-03-26,802,68
"BC",2020-03-27,863,61
"BC",2020-03-28,929,66
"BC",2020-03-29,975,46
"BC",2020-03-30,1025,50
"BC",2020-03-31,1083,58
"BC",2020-04-01,1137,54
"BC",2020-04-02,1184,47
"BC",2020-04-03,1221,37
"BC",2020-04-04,1250,29
"BC",2020-04-05,1265,15
"BC",2020-04-06,1314,49
"BC",2020-04-07,1349,35
"BC",2020-04-08,1382,33
"BC",2020-04-09,1425,43
"BC",2020-04-10,1455,30
"BC",2020-04-11,1474,19
"BC",2020-04-12,1492,18
"BC",2020-04-13,1520,28
"BC",2020-04-14,1560,40
"BC",2020-04-15,1585,25
"BC",2020-04-16,1623,38
"BC",2020-04-17,1646,23
"BC",2020-04-18,1671,25
"BC",2020-04-19,1692,21
"BC",2020-04-20,1736,44
"BC",2020-04-21,1789,53
"BC",2020-04-22,1820,31
"BC",2020-04-23,1883,63
"BC",2020-04-24,1952,69
"BC",2020-04-25,1984,32
"BC",2020-04-26,2010,26
"BC",2020-04-27,2066,56
"BC",2020-04-28,2095,29
"BC",2020-04-29,2125,30
"BC",2020-04-30,2154,29
"BC",2020-05-01,2188,34
"BC",2020-05-02,2211,23
"BC",2020-05-03,2229,18
"BC",2020-05-04,2253,24
"BC",2020-05-05,2278,25
"BC",2020-05-06,2294,16
"BC",2020-05-07,2318,24
"BC",2020-05-08,2331,13
"BC",2020-05-09,2344,13
"BC",2020-05-10,2357,13
"BC",2020-05-11,2369,12
"BC",2020-05-12,2379,10
"BC",2020-05-13,2403,24
"BC",2020-05-14,2411,8
"BC",2020-05-15,2429,18
"BC",2020-05-16,2440,11
"BC",2020-05-17,2449,9
"BC",2020-05-18,2459,10
"BC",2020-05-19,2473,14
"BC",2020-05-20,2486,13
"BC",2020-05-21,2509,23
"BC",2020-05-22,2517,8
"BC",2020-05-23,2525,8
"BC",2020-05-24,2535,10
"BC",2020-05-25,2542,7
"BC",2020-05-26,2547,5
"BC",2020-05-27,2556,9
"BC",2020-05-28,2565,9
"BC",2020-05-29,2577,12
"BC",2020-05-30,2590,13
"BC",2020-05-31,2599,9
"BC",2020-06-01,2612,13
"BC",2020-06-02,2624,12
"BC",2020-06-03,2627,3
"BC",2020-06-04,2636,9
"BC",2020-06-05,2641,5
"BC",2020-06-06,2652,11
"BC",2020-06-07,2660,8
"BC",2020-06-08,2666,6
"BC",2020-06-09,2681,15
"BC",2020-06-10,2699,18
"BC",2020-06-11,2711,12
"BC",2020-06-12,2727,16
"BC",2020-06-13,2742,15
"BC",2020-06-14,2749,7
"BC",2020-06-15,2758,9
"BC",2020-06-16,2781,23
"BC",2020-06-17,2787,6
"BC",2020-06-18,2793,6
"BC",2020-06-19,2800,7
"BC",2020-06-20,2808,8
"BC",2020-06-21,2827,19
"BC",2020-06-22,2836,9
"BC",2020-06-23,2855,19
"BC",2020-06-24,2874,19
"BC",2020-06-25,2881,7
"BC",2020-06-26,2891,10
"BC",2020-06-27,2902,11
"BC",2020-06-28,2910,8
"BC",2020-06-29,2918,8
"BC",2020-06-30,2933,15
"BC",2020-07-01,2944,11
