"region","episode_year","episode_week","episode_week_date_start","episode_week_date_end","episode_week_group","age_group","gender","count","hospital_status_Hospitalized - ICU","hospital_status_Hospitalized - Non-ICU","hospital_status_Not Hospitalized","hospital_status_Not stated/Unknown","death_No","death_Not Stated","death_Yes"
"Ontario and Nunavut","2023","29","2023-07-16","2023-07-22","No grouping","20-29","Female",20,0,0,0,20,0,20,0
"Ontario and Nunavut","2023","29","2023-07-16","2023-07-22","No grouping","20-29","Male",14,0,0,0,14,0,14,0
"Ontario and Nunavut","2023","29","2023-07-16","2023-07-22","No grouping","20-29","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","29","2023-07-16","2023-07-22","No grouping","30-39","Female",32,0,0,0,32,0,32,0
"Ontario and Nunavut","2023","29","2023-07-16","2023-07-22","No grouping","30-39","Male",5,0,0,0,5,0,5,0
"Ontario and Nunavut","2023","29","2023-07-16","2023-07-22","No grouping","30-39","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","29","2023-07-16","2023-07-22","No grouping","40-49","Female",23,0,1,0,22,0,23,0
"Ontario and Nunavut","2023","29","2023-07-16","2023-07-22","No grouping","40-49","Male",13,0,1,0,12,0,13,0
"Ontario and Nunavut","2023","29","2023-07-16","2023-07-22","No grouping","40-49","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","29","2023-07-16","2023-07-22","No grouping","50-59","Female",27,0,2,0,25,0,27,0
"Ontario and Nunavut","2023","29","2023-07-16","2023-07-22","No grouping","50-59","Male",17,0,2,0,15,0,17,0
"Ontario and Nunavut","2023","29","2023-07-16","2023-07-22","No grouping","50-59","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","29","2023-07-16","2023-07-22","No grouping","60-69","Female",40,0,3,1,36,0,38,2
"Ontario and Nunavut","2023","29","2023-07-16","2023-07-22","No grouping","60-69","Male",39,0,7,1,31,0,39,0
"Ontario and Nunavut","2023","29","2023-07-16","2023-07-22","No grouping","60-69","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","29","2023-07-16","2023-07-22","No grouping","70-79","Female",75,0,6,2,67,0,73,2
"Ontario and Nunavut","2023","29","2023-07-16","2023-07-22","No grouping","70-79","Male",53,0,7,0,46,0,52,1
"Ontario and Nunavut","2023","29","2023-07-16","2023-07-22","No grouping","70-79","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","29","2023-07-16","2023-07-22","No grouping","80+","Female",156,0,12,4,140,0,154,2
"Ontario and Nunavut","2023","29","2023-07-16","2023-07-22","No grouping","80+","Male",94,2,18,1,73,0,91,3
"Ontario and Nunavut","2023","29","2023-07-16","2023-07-22","No grouping","80+","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","29","2023-07-16","2023-07-22","No grouping","Not stated","Female",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","29","2023-07-16","2023-07-22","No grouping","Not stated","Male",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","29","2023-07-16","2023-07-22","No grouping","Not stated","Not stated/Other",1,0,0,0,1,0,1,0
"Ontario and Nunavut","2023","3","2023-01-15","2023-01-21","No grouping","0-19","Female",118,0,2,0,116,118,0,0
"Ontario and Nunavut","2023","3","2023-01-15","2023-01-21","No grouping","0-19","Male",110,0,9,0,101,110,0,0
"Ontario and Nunavut","2023","3","2023-01-15","2023-01-21","No grouping","0-19","Not stated/Other",8,0,0,0,8,8,0,0
"Ontario and Nunavut","2023","3","2023-01-15","2023-01-21","No grouping","20-29","Female",395,0,1,1,393,394,1,0
"Ontario and Nunavut","2023","3","2023-01-15","2023-01-21","No grouping","20-29","Male",122,0,2,4,116,122,0,0
"Ontario and Nunavut","2023","3","2023-01-15","2023-01-21","No grouping","20-29","Not stated/Other",6,0,0,0,6,6,0,0
"Ontario and Nunavut","2023","3","2023-01-15","2023-01-21","No grouping","30-39","Female",506,0,3,8,495,505,1,0
"Ontario and Nunavut","2023","3","2023-01-15","2023-01-21","No grouping","30-39","Male",165,0,3,3,159,165,0,0
"Ontario and Nunavut","2023","3","2023-01-15","2023-01-21","No grouping","30-39","Not stated/Other",2,0,0,0,2,2,0,0
"Ontario and Nunavut","2023","3","2023-01-15","2023-01-21","No grouping","40-49","Female",400,0,4,1,395,399,1,0
"Ontario and Nunavut","2023","3","2023-01-15","2023-01-21","No grouping","40-49","Male",149,0,2,2,145,148,1,0
"Ontario and Nunavut","2023","3","2023-01-15","2023-01-21","No grouping","40-49","Not stated/Other",3,0,0,0,3,3,0,0
"Ontario and Nunavut","2023","3","2023-01-15","2023-01-21","No grouping","50-59","Female",453,1,7,3,442,447,6,0
"Ontario and Nunavut","2023","3","2023-01-15","2023-01-21","No grouping","50-59","Male",182,3,9,3,167,181,1,0
"Ontario and Nunavut","2023","3","2023-01-15","2023-01-21","No grouping","50-59","Not stated/Other",1,0,0,0,1,1,0,0
"Ontario and Nunavut","2023","3","2023-01-15","2023-01-21","No grouping","60-69","Female",310,5,14,6,285,305,4,1
"Ontario and Nunavut","2023","3","2023-01-15","2023-01-21","No grouping","60-69","Male",222,1,26,9,186,220,1,1
"Ontario and Nunavut","2023","3","2023-01-15","2023-01-21","No grouping","60-69","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","3","2023-01-15","2023-01-21","No grouping","70-79","Female",336,5,30,11,290,324,7,5
"Ontario and Nunavut","2023","3","2023-01-15","2023-01-21","No grouping","70-79","Male",326,5,50,9,262,321,2,3
"Ontario and Nunavut","2023","3","2023-01-15","2023-01-21","No grouping","70-79","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","3","2023-01-15","2023-01-21","No grouping","80+","Female",865,5,71,33,756,825,13,27
"Ontario and Nunavut","2023","3","2023-01-15","2023-01-21","No grouping","80+","Male",472,5,80,15,372,443,11,18
"Ontario and Nunavut","2023","3","2023-01-15","2023-01-21","No grouping","80+","Not stated/Other",4,0,1,0,3,4,0,0
"Ontario and Nunavut","2023","3","2023-01-15","2023-01-21","No grouping","Not stated","Female",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","3","2023-01-15","2023-01-21","No grouping","Not stated","Male",2,0,0,0,2,0,1,1
"Ontario and Nunavut","2023","3","2023-01-15","2023-01-21","No grouping","Not stated","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","30","2023-07-23","2023-07-29","No grouping","0-19","Female",11,0,0,0,11,0,11,0
"Ontario and Nunavut","2023","30","2023-07-23","2023-07-29","No grouping","0-19","Male",15,0,0,0,15,0,15,0
"Ontario and Nunavut","2023","30","2023-07-23","2023-07-29","No grouping","0-19","Not stated/Other",1,0,0,0,1,0,1,0
"Ontario and Nunavut","2023","30","2023-07-23","2023-07-29","No grouping","20-29","Female",15,0,0,0,15,0,15,0
"Ontario and Nunavut","2023","30","2023-07-23","2023-07-29","No grouping","20-29","Male",5,0,0,0,5,0,5,0
"Ontario and Nunavut","2023","30","2023-07-23","2023-07-29","No grouping","20-29","Not stated/Other",1,0,0,0,1,0,1,0
"Ontario and Nunavut","2023","30","2023-07-23","2023-07-29","No grouping","30-39","Female",34,0,0,0,34,0,34,0
"Ontario and Nunavut","2023","30","2023-07-23","2023-07-29","No grouping","30-39","Male",18,0,0,0,18,0,18,0
"Ontario and Nunavut","2023","30","2023-07-23","2023-07-29","No grouping","30-39","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","30","2023-07-23","2023-07-29","No grouping","40-49","Female",24,0,0,0,24,0,24,0
"Ontario and Nunavut","2023","30","2023-07-23","2023-07-29","No grouping","40-49","Male",11,0,0,0,11,0,11,0
"Ontario and Nunavut","2023","30","2023-07-23","2023-07-29","No grouping","40-49","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","30","2023-07-23","2023-07-29","No grouping","50-59","Female",31,0,3,0,28,0,31,0
"Ontario and Nunavut","2023","30","2023-07-23","2023-07-29","No grouping","50-59","Male",16,0,2,0,14,0,16,0
"Ontario and Nunavut","2023","30","2023-07-23","2023-07-29","No grouping","50-59","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","30","2023-07-23","2023-07-29","No grouping","60-69","Female",37,0,2,0,35,0,37,0
"Ontario and Nunavut","2023","30","2023-07-23","2023-07-29","No grouping","60-69","Male",34,2,3,0,29,0,34,0
"Ontario and Nunavut","2023","30","2023-07-23","2023-07-29","No grouping","60-69","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","30","2023-07-23","2023-07-29","No grouping","70-79","Female",59,0,4,3,52,0,58,1
"Ontario and Nunavut","2023","30","2023-07-23","2023-07-29","No grouping","70-79","Male",54,0,9,0,45,0,53,1
"Ontario and Nunavut","2023","30","2023-07-23","2023-07-29","No grouping","70-79","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","30","2023-07-23","2023-07-29","No grouping","80+","Female",193,0,12,5,176,0,190,3
"Ontario and Nunavut","2023","30","2023-07-23","2023-07-29","No grouping","80+","Male",119,0,16,1,102,0,115,4
"Ontario and Nunavut","2023","30","2023-07-23","2023-07-29","No grouping","80+","Not stated/Other",1,0,0,0,1,0,1,0
"Ontario and Nunavut","2023","30","2023-07-23","2023-07-29","No grouping","Not stated","Female",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","30","2023-07-23","2023-07-29","No grouping","Not stated","Male",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","30","2023-07-23","2023-07-29","No grouping","Not stated","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","31","2023-07-30","2023-08-05","No grouping","0-19","Female",17,0,0,0,17,0,17,0
"Ontario and Nunavut","2023","31","2023-07-30","2023-08-05","No grouping","0-19","Male",22,0,0,0,22,0,22,0
"Ontario and Nunavut","2023","31","2023-07-30","2023-08-05","No grouping","0-19","Not stated/Other",1,0,0,0,1,0,1,0
"Ontario and Nunavut","2023","31","2023-07-30","2023-08-05","No grouping","20-29","Female",29,0,0,0,29,0,29,0
"Ontario and Nunavut","2023","31","2023-07-30","2023-08-05","No grouping","20-29","Male",12,0,0,0,12,0,12,0
"Ontario and Nunavut","2023","31","2023-07-30","2023-08-05","No grouping","20-29","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","31","2023-07-30","2023-08-05","No grouping","30-39","Female",31,0,0,0,31,0,31,0
"Ontario and Nunavut","2023","31","2023-07-30","2023-08-05","No grouping","30-39","Male",12,0,0,0,12,0,12,0
"Ontario and Nunavut","2023","31","2023-07-30","2023-08-05","No grouping","30-39","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","31","2023-07-30","2023-08-05","No grouping","40-49","Female",33,0,2,0,31,0,33,0
"Ontario and Nunavut","2023","31","2023-07-30","2023-08-05","No grouping","40-49","Male",14,0,0,0,14,0,14,0
"Ontario and Nunavut","2023","31","2023-07-30","2023-08-05","No grouping","40-49","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","31","2023-07-30","2023-08-05","No grouping","50-59","Female",40,0,0,2,38,0,40,0
"Ontario and Nunavut","2023","31","2023-07-30","2023-08-05","No grouping","50-59","Male",19,1,2,0,16,0,19,0
"Ontario and Nunavut","2023","31","2023-07-30","2023-08-05","No grouping","50-59","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","31","2023-07-30","2023-08-05","No grouping","60-69","Female",45,0,3,0,42,0,45,0
"Ontario and Nunavut","2023","31","2023-07-30","2023-08-05","No grouping","60-69","Male",40,0,5,3,32,0,40,0
"Ontario and Nunavut","2023","31","2023-07-30","2023-08-05","No grouping","60-69","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","31","2023-07-30","2023-08-05","No grouping","70-79","Female",75,2,3,0,70,0,72,3
"Ontario and Nunavut","2023","31","2023-07-30","2023-08-05","No grouping","70-79","Male",76,0,16,0,60,0,76,0
"Ontario and Nunavut","2023","31","2023-07-30","2023-08-05","No grouping","70-79","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","31","2023-07-30","2023-08-05","No grouping","80+","Female",169,2,16,4,147,0,160,9
"Ontario and Nunavut","2023","31","2023-07-30","2023-08-05","No grouping","80+","Male",97,2,12,0,83,0,91,6
"Ontario and Nunavut","2023","31","2023-07-30","2023-08-05","No grouping","80+","Not stated/Other",4,0,0,0,4,0,4,0
"Ontario and Nunavut","2023","31","2023-07-30","2023-08-05","No grouping","Not stated","Female",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","31","2023-07-30","2023-08-05","No grouping","Not stated","Male",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","31","2023-07-30","2023-08-05","No grouping","Not stated","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","32","2023-08-06","2023-08-12","No grouping","0-19","Female",31,0,1,0,30,0,31,0
"Ontario and Nunavut","2023","32","2023-08-06","2023-08-12","No grouping","0-19","Male",18,0,1,0,17,0,18,0
"Ontario and Nunavut","2023","32","2023-08-06","2023-08-12","No grouping","0-19","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","32","2023-08-06","2023-08-12","No grouping","20-29","Female",23,0,0,0,23,0,23,0
"Ontario and Nunavut","2023","32","2023-08-06","2023-08-12","No grouping","20-29","Male",9,0,0,0,9,0,9,0
"Ontario and Nunavut","2023","32","2023-08-06","2023-08-12","No grouping","20-29","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","32","2023-08-06","2023-08-12","No grouping","30-39","Female",41,0,0,0,41,0,41,0
"Ontario and Nunavut","2023","32","2023-08-06","2023-08-12","No grouping","30-39","Male",16,0,0,0,16,0,16,0
"Ontario and Nunavut","2023","32","2023-08-06","2023-08-12","No grouping","30-39","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","32","2023-08-06","2023-08-12","No grouping","40-49","Female",36,0,0,0,36,0,36,0
"Ontario and Nunavut","2023","32","2023-08-06","2023-08-12","No grouping","40-49","Male",13,0,0,0,13,0,13,0
"Ontario and Nunavut","2023","32","2023-08-06","2023-08-12","No grouping","40-49","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","32","2023-08-06","2023-08-12","No grouping","50-59","Female",43,0,2,0,41,0,43,0
"Ontario and Nunavut","2023","32","2023-08-06","2023-08-12","No grouping","50-59","Male",15,0,1,0,14,0,15,0
"Ontario and Nunavut","2023","32","2023-08-06","2023-08-12","No grouping","50-59","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","32","2023-08-06","2023-08-12","No grouping","60-69","Female",54,0,3,2,49,0,54,0
"Ontario and Nunavut","2023","32","2023-08-06","2023-08-12","No grouping","60-69","Male",38,0,5,2,31,0,38,0
"Ontario and Nunavut","2023","32","2023-08-06","2023-08-12","No grouping","60-69","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","32","2023-08-06","2023-08-12","No grouping","70-79","Female",94,2,3,4,85,0,94,0
"Ontario and Nunavut","2023","32","2023-08-06","2023-08-12","No grouping","70-79","Male",76,0,6,0,70,0,76,0
"Ontario and Nunavut","2023","32","2023-08-06","2023-08-12","No grouping","70-79","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","32","2023-08-06","2023-08-12","No grouping","80+","Female",166,0,24,0,142,0,163,3
"Ontario and Nunavut","2023","32","2023-08-06","2023-08-12","No grouping","80+","Male",98,3,14,3,78,0,94,4
"Ontario and Nunavut","2023","32","2023-08-06","2023-08-12","No grouping","80+","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","32","2023-08-06","2023-08-12","No grouping","Not stated","Female",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","32","2023-08-06","2023-08-12","No grouping","Not stated","Male",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","32","2023-08-06","2023-08-12","No grouping","Not stated","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","33","2023-08-13","2023-08-19","No grouping","0-19","Female",23,0,1,0,22,0,23,0
"Ontario and Nunavut","2023","33","2023-08-13","2023-08-19","No grouping","0-19","Male",29,0,1,2,26,0,29,0
"Ontario and Nunavut","2023","33","2023-08-13","2023-08-19","No grouping","0-19","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","33","2023-08-13","2023-08-19","No grouping","20-29","Female",53,0,0,2,51,0,53,0
"Ontario and Nunavut","2023","33","2023-08-13","2023-08-19","No grouping","20-29","Male",15,0,0,1,14,0,15,0
"Ontario and Nunavut","2023","33","2023-08-13","2023-08-19","No grouping","20-29","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","33","2023-08-13","2023-08-19","No grouping","30-39","Female",53,0,0,0,53,0,53,0
"Ontario and Nunavut","2023","33","2023-08-13","2023-08-19","No grouping","30-39","Male",21,0,0,0,21,0,21,0
"Ontario and Nunavut","2023","33","2023-08-13","2023-08-19","No grouping","30-39","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","33","2023-08-13","2023-08-19","No grouping","40-49","Female",42,0,0,0,42,0,42,0
"Ontario and Nunavut","2023","33","2023-08-13","2023-08-19","No grouping","40-49","Male",22,0,0,0,22,0,22,0
"Ontario and Nunavut","2023","33","2023-08-13","2023-08-19","No grouping","40-49","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","33","2023-08-13","2023-08-19","No grouping","50-59","Female",64,0,2,3,59,0,64,0
"Ontario and Nunavut","2023","33","2023-08-13","2023-08-19","No grouping","50-59","Male",36,0,2,1,33,0,36,0
"Ontario and Nunavut","2023","33","2023-08-13","2023-08-19","No grouping","50-59","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","33","2023-08-13","2023-08-19","No grouping","60-69","Female",68,0,2,7,59,0,68,0
"Ontario and Nunavut","2023","33","2023-08-13","2023-08-19","No grouping","60-69","Male",61,2,4,4,51,0,61,0
"Ontario and Nunavut","2023","33","2023-08-13","2023-08-19","No grouping","60-69","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","33","2023-08-13","2023-08-19","No grouping","70-79","Female",131,2,9,19,101,0,129,2
"Ontario and Nunavut","2023","33","2023-08-13","2023-08-19","No grouping","70-79","Male",105,0,10,12,83,0,104,1
"Ontario and Nunavut","2023","33","2023-08-13","2023-08-19","No grouping","70-79","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","33","2023-08-13","2023-08-19","No grouping","80+","Female",293,0,23,15,255,0,290,3
"Ontario and Nunavut","2023","33","2023-08-13","2023-08-19","No grouping","80+","Male",190,0,20,2,168,0,186,4
"Ontario and Nunavut","2023","33","2023-08-13","2023-08-19","No grouping","80+","Not stated/Other",1,0,0,0,1,0,1,0
"Ontario and Nunavut","2023","33","2023-08-13","2023-08-19","No grouping","Not stated","Female",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","33","2023-08-13","2023-08-19","No grouping","Not stated","Male",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","33","2023-08-13","2023-08-19","No grouping","Not stated","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","34","2023-08-20","2023-08-26","No grouping","0-19","Female",32,0,0,0,32,0,32,0
"Ontario and Nunavut","2023","34","2023-08-20","2023-08-26","No grouping","0-19","Male",35,0,0,0,35,0,35,0
"Ontario and Nunavut","2023","34","2023-08-20","2023-08-26","No grouping","0-19","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","34","2023-08-20","2023-08-26","No grouping","20-29","Female",63,0,0,0,63,0,63,0
"Ontario and Nunavut","2023","34","2023-08-20","2023-08-26","No grouping","20-29","Male",25,0,0,0,25,0,25,0
"Ontario and Nunavut","2023","34","2023-08-20","2023-08-26","No grouping","20-29","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","34","2023-08-20","2023-08-26","No grouping","30-39","Female",75,0,0,0,75,0,75,0
"Ontario and Nunavut","2023","34","2023-08-20","2023-08-26","No grouping","30-39","Male",30,0,2,2,26,0,30,0
"Ontario and Nunavut","2023","34","2023-08-20","2023-08-26","No grouping","30-39","Not stated/Other",1,0,0,0,1,0,1,0
"Ontario and Nunavut","2023","34","2023-08-20","2023-08-26","No grouping","40-49","Female",69,0,2,0,67,0,69,0
"Ontario and Nunavut","2023","34","2023-08-20","2023-08-26","No grouping","40-49","Male",22,0,1,0,21,0,22,0
"Ontario and Nunavut","2023","34","2023-08-20","2023-08-26","No grouping","40-49","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","34","2023-08-20","2023-08-26","No grouping","50-59","Female",70,0,1,1,68,0,70,0
"Ontario and Nunavut","2023","34","2023-08-20","2023-08-26","No grouping","50-59","Male",37,0,1,2,34,0,37,0
"Ontario and Nunavut","2023","34","2023-08-20","2023-08-26","No grouping","50-59","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","34","2023-08-20","2023-08-26","No grouping","60-69","Female",99,0,6,0,93,0,99,0
"Ontario and Nunavut","2023","34","2023-08-20","2023-08-26","No grouping","60-69","Male",75,0,7,4,64,0,75,0
"Ontario and Nunavut","2023","34","2023-08-20","2023-08-26","No grouping","60-69","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","34","2023-08-20","2023-08-26","No grouping","70-79","Female",144,0,16,10,118,0,143,1
"Ontario and Nunavut","2023","34","2023-08-20","2023-08-26","No grouping","70-79","Male",116,0,16,4,96,0,114,2
"Ontario and Nunavut","2023","34","2023-08-20","2023-08-26","No grouping","70-79","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","34","2023-08-20","2023-08-26","No grouping","80+","Female",415,0,31,24,360,0,410,5
"Ontario and Nunavut","2023","34","2023-08-20","2023-08-26","No grouping","80+","Male",248,0,35,8,205,0,242,6
"Ontario and Nunavut","2023","34","2023-08-20","2023-08-26","No grouping","80+","Not stated/Other",2,0,0,0,2,0,2,0
"Ontario and Nunavut","2023","34","2023-08-20","2023-08-26","No grouping","Not stated","Female",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","34","2023-08-20","2023-08-26","No grouping","Not stated","Male",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","34","2023-08-20","2023-08-26","No grouping","Not stated","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","35","2023-08-27","2023-09-02","No grouping","0-19","Female",35,0,4,2,29,0,35,0
"Ontario and Nunavut","2023","35","2023-08-27","2023-09-02","No grouping","0-19","Male",41,0,2,0,39,0,41,0
"Ontario and Nunavut","2023","35","2023-08-27","2023-09-02","No grouping","0-19","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","35","2023-08-27","2023-09-02","No grouping","20-29","Female",58,0,0,0,58,0,58,0
"Ontario and Nunavut","2023","35","2023-08-27","2023-09-02","No grouping","20-29","Male",23,0,0,0,23,0,23,0
"Ontario and Nunavut","2023","35","2023-08-27","2023-09-02","No grouping","20-29","Not stated/Other",1,0,0,0,1,0,1,0
"Ontario and Nunavut","2023","35","2023-08-27","2023-09-02","No grouping","30-39","Female",68,0,0,0,68,0,68,0
"Ontario and Nunavut","2023","35","2023-08-27","2023-09-02","No grouping","30-39","Male",33,0,2,0,31,0,33,0
"Ontario and Nunavut","2023","35","2023-08-27","2023-09-02","No grouping","30-39","Not stated/Other",1,0,0,0,1,0,1,0
"Ontario and Nunavut","2023","35","2023-08-27","2023-09-02","No grouping","40-49","Female",68,0,1,0,67,0,68,0
"Ontario and Nunavut","2023","35","2023-08-27","2023-09-02","No grouping","40-49","Male",23,0,2,0,21,0,23,0
"Ontario and Nunavut","2023","35","2023-08-27","2023-09-02","No grouping","40-49","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","35","2023-08-27","2023-09-02","No grouping","50-59","Female",85,0,3,1,81,0,85,0
"Ontario and Nunavut","2023","35","2023-08-27","2023-09-02","No grouping","50-59","Male",45,2,1,2,40,0,45,0
"Ontario and Nunavut","2023","35","2023-08-27","2023-09-02","No grouping","50-59","Not stated/Other",2,0,0,0,2,0,2,0
"Ontario and Nunavut","2023","35","2023-08-27","2023-09-02","No grouping","60-69","Female",98,0,13,0,85,0,98,0
"Ontario and Nunavut","2023","35","2023-08-27","2023-09-02","No grouping","60-69","Male",93,0,11,0,82,0,93,0
"Ontario and Nunavut","2023","35","2023-08-27","2023-09-02","No grouping","60-69","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","35","2023-08-27","2023-09-02","No grouping","70-79","Female",141,0,16,10,115,0,141,0
"Ontario and Nunavut","2023","35","2023-08-27","2023-09-02","No grouping","70-79","Male",144,1,19,5,119,0,144,0
"Ontario and Nunavut","2023","35","2023-08-27","2023-09-02","No grouping","70-79","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","35","2023-08-27","2023-09-02","No grouping","80+","Female",433,0,40,30,363,0,422,11
"Ontario and Nunavut","2023","35","2023-08-27","2023-09-02","No grouping","80+","Male",250,0,40,16,194,0,242,8
"Ontario and Nunavut","2023","35","2023-08-27","2023-09-02","No grouping","80+","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","35","2023-08-27","2023-09-02","No grouping","Not stated","Female",1,0,1,0,0,0,0,1
"Ontario and Nunavut","2023","35","2023-08-27","2023-09-02","No grouping","Not stated","Male",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","35","2023-08-27","2023-09-02","No grouping","Not stated","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","36","2023-09-03","2023-09-09","No grouping","0-19","Female",34,1,1,1,31,0,34,0
"Ontario and Nunavut","2023","36","2023-09-03","2023-09-09","No grouping","0-19","Male",50,1,3,1,45,0,50,0
"Ontario and Nunavut","2023","36","2023-09-03","2023-09-09","No grouping","0-19","Not stated/Other",1,0,0,0,1,0,1,0
"Ontario and Nunavut","2023","36","2023-09-03","2023-09-09","No grouping","20-29","Female",77,0,0,0,77,0,77,0
"Ontario and Nunavut","2023","36","2023-09-03","2023-09-09","No grouping","20-29","Male",33,0,0,0,33,0,33,0
"Ontario and Nunavut","2023","36","2023-09-03","2023-09-09","No grouping","20-29","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","36","2023-09-03","2023-09-09","No grouping","30-39","Female",76,0,0,0,76,0,76,0
"Ontario and Nunavut","2023","36","2023-09-03","2023-09-09","No grouping","30-39","Male",35,0,0,0,35,0,35,0
"Ontario and Nunavut","2023","36","2023-09-03","2023-09-09","No grouping","30-39","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","36","2023-09-03","2023-09-09","No grouping","40-49","Female",73,0,1,0,72,0,73,0
"Ontario and Nunavut","2023","36","2023-09-03","2023-09-09","No grouping","40-49","Male",28,0,2,0,26,0,28,0
"Ontario and Nunavut","2023","36","2023-09-03","2023-09-09","No grouping","40-49","Not stated/Other",0,0,0,0,0,0,0,0
"Ontario and Nunavut","2023","36","2023-09-03","2023-09-09","No grouping","50-59","Female",87,0,2,0,85,0,87,0
"Ontario and Nunavut","2023","36","2023-09-03","2023-09-09","No grouping","50-59","Male",49,0,0,0,49,0,49,0
"Ontario and Nunavut","2023","36","2023-09-03","2023-09-09","No grouping","50-59","Not stated/Other",0,0,0,0,0,0,0,0
