"region","episode_year","episode_week","episode_week_date_start","episode_week_date_end","episode_week_group","age_group","gender","count","hospital_status_Hospitalized - ICU","hospital_status_Hospitalized - Non-ICU","hospital_status_Not Hospitalized","hospital_status_Not stated/Unknown","death_No","death_Not Stated","death_Yes"
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","18","2023-04-30","2023-05-06","No grouping","70-79","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","18","2023-04-30","2023-05-06","No grouping","80+","Female",32,0,3,27,2,10,22,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","18","2023-04-30","2023-05-06","No grouping","80+","Male",25,0,6,14,5,8,15,2
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","18","2023-04-30","2023-05-06","No grouping","80+","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","18","2023-04-30","2023-05-06","No grouping","Not stated","Female",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","18","2023-04-30","2023-05-06","No grouping","Not stated","Male",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","18","2023-04-30","2023-05-06","No grouping","Not stated","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","19","2023-05-07","2023-05-13","No grouping","0-19","Female",2,0,0,0,2,2,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","19","2023-05-07","2023-05-13","No grouping","0-19","Male",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","19","2023-05-07","2023-05-13","No grouping","0-19","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","19","2023-05-07","2023-05-13","No grouping","20-29","Female",7,0,0,3,4,5,2,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","19","2023-05-07","2023-05-13","No grouping","20-29","Male",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","19","2023-05-07","2023-05-13","No grouping","20-29","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","19","2023-05-07","2023-05-13","No grouping","30-39","Female",9,0,0,3,6,6,3,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","19","2023-05-07","2023-05-13","No grouping","30-39","Male",2,0,0,2,0,1,1,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","19","2023-05-07","2023-05-13","No grouping","30-39","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","19","2023-05-07","2023-05-13","No grouping","40-49","Female",11,0,0,5,6,6,5,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","19","2023-05-07","2023-05-13","No grouping","40-49","Male",5,0,0,3,2,2,3,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","19","2023-05-07","2023-05-13","No grouping","40-49","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","19","2023-05-07","2023-05-13","No grouping","50-59","Female",8,0,0,3,5,6,2,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","19","2023-05-07","2023-05-13","No grouping","50-59","Male",3,0,0,2,1,1,2,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","19","2023-05-07","2023-05-13","No grouping","50-59","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","19","2023-05-07","2023-05-13","No grouping","60-69","Female",16,2,3,4,7,9,7,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","19","2023-05-07","2023-05-13","No grouping","60-69","Male",10,1,0,6,3,4,6,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","19","2023-05-07","2023-05-13","No grouping","60-69","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","19","2023-05-07","2023-05-13","No grouping","70-79","Female",21,1,0,14,6,10,11,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","19","2023-05-07","2023-05-13","No grouping","70-79","Male",14,3,0,6,5,6,6,2
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","19","2023-05-07","2023-05-13","No grouping","70-79","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","19","2023-05-07","2023-05-13","No grouping","80+","Female",39,1,0,25,13,18,18,3
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","19","2023-05-07","2023-05-13","No grouping","80+","Male",32,2,8,14,8,12,16,4
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","19","2023-05-07","2023-05-13","No grouping","80+","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","19","2023-05-07","2023-05-13","No grouping","Not stated","Female",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","19","2023-05-07","2023-05-13","No grouping","Not stated","Male",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","19","2023-05-07","2023-05-13","No grouping","Not stated","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","2","2023-01-08","2023-01-14","No grouping","0-19","Female",9,0,0,1,8,8,1,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","2","2023-01-08","2023-01-14","No grouping","0-19","Male",13,0,0,3,10,10,3,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","2","2023-01-08","2023-01-14","No grouping","0-19","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","2","2023-01-08","2023-01-14","No grouping","20-29","Female",45,0,0,14,31,31,14,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","2","2023-01-08","2023-01-14","No grouping","20-29","Male",20,0,0,9,11,12,8,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","2","2023-01-08","2023-01-14","No grouping","20-29","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","2","2023-01-08","2023-01-14","No grouping","30-39","Female",68,0,1,15,52,54,14,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","2","2023-01-08","2023-01-14","No grouping","30-39","Male",15,0,2,6,7,7,8,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","2","2023-01-08","2023-01-14","No grouping","30-39","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","2","2023-01-08","2023-01-14","No grouping","40-49","Female",46,0,0,9,37,37,9,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","2","2023-01-08","2023-01-14","No grouping","40-49","Male",23,0,0,4,19,20,3,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","2","2023-01-08","2023-01-14","No grouping","40-49","Not stated/Other",1,0,0,0,1,1,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","2","2023-01-08","2023-01-14","No grouping","50-59","Female",62,0,1,18,43,43,19,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","2","2023-01-08","2023-01-14","No grouping","50-59","Male",29,0,2,7,20,21,8,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","2","2023-01-08","2023-01-14","No grouping","50-59","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","2","2023-01-08","2023-01-14","No grouping","60-69","Female",47,0,4,16,27,33,14,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","2","2023-01-08","2023-01-14","No grouping","60-69","Male",28,0,1,12,15,19,9,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","2","2023-01-08","2023-01-14","No grouping","60-69","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","2","2023-01-08","2023-01-14","No grouping","70-79","Female",60,2,2,32,24,30,24,6
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","2","2023-01-08","2023-01-14","No grouping","70-79","Male",54,1,8,23,22,28,22,4
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","2","2023-01-08","2023-01-14","No grouping","70-79","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","2","2023-01-08","2023-01-14","No grouping","80+","Female",118,0,4,83,31,46,62,10
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","2","2023-01-08","2023-01-14","No grouping","80+","Male",68,0,11,33,24,27,30,11
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","2","2023-01-08","2023-01-14","No grouping","80+","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","2","2023-01-08","2023-01-14","No grouping","Not stated","Female",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","2","2023-01-08","2023-01-14","No grouping","Not stated","Male",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","2","2023-01-08","2023-01-14","No grouping","Not stated","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","20","2023-05-14","2023-05-20","No grouping","0-19","Female",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","20","2023-05-14","2023-05-20","No grouping","0-19","Male",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","20","2023-05-14","2023-05-20","No grouping","0-19","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","20","2023-05-14","2023-05-20","No grouping","20-29","Female",7,0,0,6,1,1,6,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","20","2023-05-14","2023-05-20","No grouping","20-29","Male",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","20","2023-05-14","2023-05-20","No grouping","20-29","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","20","2023-05-14","2023-05-20","No grouping","30-39","Female",5,0,0,1,4,4,1,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","20","2023-05-14","2023-05-20","No grouping","30-39","Male",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","20","2023-05-14","2023-05-20","No grouping","30-39","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","20","2023-05-14","2023-05-20","No grouping","40-49","Female",14,0,0,6,8,9,5,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","20","2023-05-14","2023-05-20","No grouping","40-49","Male",3,0,0,1,2,2,1,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","20","2023-05-14","2023-05-20","No grouping","40-49","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","20","2023-05-14","2023-05-20","No grouping","50-59","Female",7,0,0,3,4,4,3,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","20","2023-05-14","2023-05-20","No grouping","50-59","Male",4,0,0,1,3,4,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","20","2023-05-14","2023-05-20","No grouping","50-59","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","20","2023-05-14","2023-05-20","No grouping","60-69","Female",23,0,3,14,6,9,14,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","20","2023-05-14","2023-05-20","No grouping","60-69","Male",22,0,2,10,10,12,10,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","20","2023-05-14","2023-05-20","No grouping","60-69","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","20","2023-05-14","2023-05-20","No grouping","70-79","Female",22,0,3,14,5,9,13,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","20","2023-05-14","2023-05-20","No grouping","70-79","Male",22,0,2,12,8,13,7,2
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","20","2023-05-14","2023-05-20","No grouping","70-79","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","20","2023-05-14","2023-05-20","No grouping","80+","Female",25,0,2,17,6,14,10,1
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","20","2023-05-14","2023-05-20","No grouping","80+","Male",21,0,2,14,5,8,8,5
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","20","2023-05-14","2023-05-20","No grouping","80+","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","20","2023-05-14","2023-05-20","No grouping","Not stated","Female",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","20","2023-05-14","2023-05-20","No grouping","Not stated","Male",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","20","2023-05-14","2023-05-20","No grouping","Not stated","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","21","2023-05-21","2023-05-27","No grouping","0-19","Female",1,0,0,0,1,1,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","21","2023-05-21","2023-05-27","No grouping","0-19","Male",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","21","2023-05-21","2023-05-27","No grouping","0-19","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","21","2023-05-21","2023-05-27","No grouping","20-29","Female",9,0,0,4,5,5,4,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","21","2023-05-21","2023-05-27","No grouping","20-29","Male",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","21","2023-05-21","2023-05-27","No grouping","20-29","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","21","2023-05-21","2023-05-27","No grouping","30-39","Female",8,0,0,3,5,5,3,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","21","2023-05-21","2023-05-27","No grouping","30-39","Male",2,0,0,1,1,1,1,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","21","2023-05-21","2023-05-27","No grouping","30-39","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","21","2023-05-21","2023-05-27","No grouping","40-49","Female",8,0,0,0,8,8,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","21","2023-05-21","2023-05-27","No grouping","40-49","Male",2,0,0,0,2,2,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","21","2023-05-21","2023-05-27","No grouping","40-49","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","21","2023-05-21","2023-05-27","No grouping","50-59","Female",11,0,0,6,5,5,6,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","21","2023-05-21","2023-05-27","No grouping","50-59","Male",2,0,0,2,0,1,1,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","21","2023-05-21","2023-05-27","No grouping","50-59","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","21","2023-05-21","2023-05-27","No grouping","60-69","Female",10,0,2,2,6,6,4,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","21","2023-05-21","2023-05-27","No grouping","60-69","Male",11,0,1,6,4,5,6,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","21","2023-05-21","2023-05-27","No grouping","60-69","Not stated/Other",1,0,0,1,0,0,1,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","21","2023-05-21","2023-05-27","No grouping","70-79","Female",23,0,4,11,8,15,8,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","21","2023-05-21","2023-05-27","No grouping","70-79","Male",13,0,4,5,4,8,5,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","21","2023-05-21","2023-05-27","No grouping","70-79","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","21","2023-05-21","2023-05-27","No grouping","80+","Female",36,0,2,25,9,23,12,1
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","21","2023-05-21","2023-05-27","No grouping","80+","Male",14,0,3,5,6,12,2,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","21","2023-05-21","2023-05-27","No grouping","80+","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","21","2023-05-21","2023-05-27","No grouping","Not stated","Female",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","21","2023-05-21","2023-05-27","No grouping","Not stated","Male",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","21","2023-05-21","2023-05-27","No grouping","Not stated","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","22","2023-05-28","2023-06-03","No grouping","0-19","Female",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","22","2023-05-28","2023-06-03","No grouping","0-19","Male",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","22","2023-05-28","2023-06-03","No grouping","0-19","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","22","2023-05-28","2023-06-03","No grouping","20-29","Female",2,0,0,1,1,1,1,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","22","2023-05-28","2023-06-03","No grouping","20-29","Male",3,0,0,1,2,2,1,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","22","2023-05-28","2023-06-03","No grouping","20-29","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","22","2023-05-28","2023-06-03","No grouping","30-39","Female",3,0,0,1,2,2,1,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","22","2023-05-28","2023-06-03","No grouping","30-39","Male",2,0,0,2,0,0,2,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","22","2023-05-28","2023-06-03","No grouping","30-39","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","22","2023-05-28","2023-06-03","No grouping","40-49","Female",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","22","2023-05-28","2023-06-03","No grouping","40-49","Male",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","22","2023-05-28","2023-06-03","No grouping","40-49","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","22","2023-05-28","2023-06-03","No grouping","50-59","Female",5,1,0,2,2,3,2,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","22","2023-05-28","2023-06-03","No grouping","50-59","Male",6,0,0,4,2,2,4,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","22","2023-05-28","2023-06-03","No grouping","50-59","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","22","2023-05-28","2023-06-03","No grouping","60-69","Female",16,0,0,7,9,11,5,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","22","2023-05-28","2023-06-03","No grouping","60-69","Male",13,0,0,2,11,11,2,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","22","2023-05-28","2023-06-03","No grouping","60-69","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","22","2023-05-28","2023-06-03","No grouping","70-79","Female",11,0,2,5,4,7,4,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","22","2023-05-28","2023-06-03","No grouping","70-79","Male",21,0,2,11,8,14,7,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","22","2023-05-28","2023-06-03","No grouping","70-79","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","22","2023-05-28","2023-06-03","No grouping","80+","Female",23,0,0,18,5,14,9,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","22","2023-05-28","2023-06-03","No grouping","80+","Male",16,0,0,10,6,7,9,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","22","2023-05-28","2023-06-03","No grouping","80+","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","22","2023-05-28","2023-06-03","No grouping","Not stated","Female",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","22","2023-05-28","2023-06-03","No grouping","Not stated","Male",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","22","2023-05-28","2023-06-03","No grouping","Not stated","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","23","2023-06-04","2023-06-10","No grouping","0-19","Female",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","23","2023-06-04","2023-06-10","No grouping","0-19","Male",3,0,0,0,3,3,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","23","2023-06-04","2023-06-10","No grouping","0-19","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","23","2023-06-04","2023-06-10","No grouping","20-29","Female",5,0,0,3,2,2,3,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","23","2023-06-04","2023-06-10","No grouping","20-29","Male",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","23","2023-06-04","2023-06-10","No grouping","20-29","Not stated/Other",0,0,0,0,0,0,0,0
"Atlantic (New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador)","2023","23","2023-06-04","2023-06-10","No grouping","30-39","Female",0,0,0,0,0,0,0,0
