"name","region","sub_region_1","date","value"
"mortality","SK","Central East","2020-04-04",1
"mortality","SK","Central West","2020-04-04",0
"mortality","SK","Far North Central","2020-04-04",0
"mortality","SK","Far North East","2020-04-04",0
"mortality","SK","Far North West","2020-04-04",0
"mortality","SK","North Central","2020-04-04",0
"mortality","SK","North East","2020-04-04",0
"mortality","SK","North West","2020-04-04",1
"mortality","SK","Regina","2020-04-04",0
"mortality","SK","Saskatoon","2020-04-04",1
"mortality","SK","South Central","2020-04-04",0
"mortality","SK","South East","2020-04-04",0
"mortality","SK","South West","2020-04-04",0
"mortality","SK","Central East","2020-04-05",1
"mortality","SK","Central West","2020-04-05",0
"mortality","SK","Far North Central","2020-04-05",0
"mortality","SK","Far North East","2020-04-05",0
"mortality","SK","Far North West","2020-04-05",0
"mortality","SK","North Central","2020-04-05",0
"mortality","SK","North East","2020-04-05",0
"mortality","SK","North West","2020-04-05",1
"mortality","SK","Regina","2020-04-05",0
"mortality","SK","Saskatoon","2020-04-05",1
"mortality","SK","South Central","2020-04-05",0
"mortality","SK","South East","2020-04-05",0
"mortality","SK","South West","2020-04-05",0
"mortality","SK","Central East","2020-04-06",1
"mortality","SK","Central West","2020-04-06",0
"mortality","SK","Far North Central","2020-04-06",0
"mortality","SK","Far North East","2020-04-06",0
"mortality","SK","Far North West","2020-04-06",0
"mortality","SK","North Central","2020-04-06",0
"mortality","SK","North East","2020-04-06",0
"mortality","SK","North West","2020-04-06",1
"mortality","SK","Regina","2020-04-06",0
"mortality","SK","Saskatoon","2020-04-06",1
"mortality","SK","South Central","2020-04-06",0
"mortality","SK","South East","2020-04-06",0
"mortality","SK","South West","2020-04-06",0
"mortality","SK","Central East","2020-04-07",1
"mortality","SK","Central West","2020-04-07",0
"mortality","SK","Far North Central","2020-04-07",0
"mortality","SK","Far North East","2020-04-07",0
"mortality","SK","Far North West","2020-04-07",0
"mortality","SK","North Central","2020-04-07",0
"mortality","SK","North East","2020-04-07",0
"mortality","SK","North West","2020-04-07",1
"mortality","SK","Regina","2020-04-07",0
"mortality","SK","Saskatoon","2020-04-07",1
"mortality","SK","South Central","2020-04-07",0
"mortality","SK","South East","2020-04-07",0
"mortality","SK","South West","2020-04-07",0
"mortality","SK","Central East","2020-04-08",1
"mortality","SK","Central West","2020-04-08",0
"mortality","SK","Far North Central","2020-04-08",0
"mortality","SK","Far North East","2020-04-08",0
"mortality","SK","Far North West","2020-04-08",0
"mortality","SK","North Central","2020-04-08",0
"mortality","SK","North East","2020-04-08",0
"mortality","SK","North West","2020-04-08",1
"mortality","SK","Regina","2020-04-08",0
"mortality","SK","Saskatoon","2020-04-08",1
"mortality","SK","South Central","2020-04-08",0
"mortality","SK","South East","2020-04-08",0
"mortality","SK","South West","2020-04-08",0
"mortality","SK","Central East","2020-04-09",1
"mortality","SK","Central West","2020-04-09",0
"mortality","SK","Far North Central","2020-04-09",0
