"region","pruid","name_canonical","name_canonical_fr","name_ccodwg","pop","pop_2020_01","pop_2020_04","pop_2020_07","pop_2020_10","pop_2021_01","pop_2021_04","pop_2021_07","pop_2021_10","pop_2022_01","pop_2022_04","pop_2022_07","pop_2022_10","pop_2023_01","pop_2023_04","pop_2023_07","pop_2023_10"
"CAN",1,"Canada","Canada","Canada",40513781,37928208,38006941,38028638,38027406,38058291,38140918,38239864,38446871,38566032,38682424,38935934,39279501,39527986,39748878,40083484,40513781
