"date","ab_hosp_occupancy_for_with","ab_hosp_occupancy_for","ab_icu_occupancy_for_with","ab_icu_occupancy_for","mb_hosp_occupancy_in_province","mb_icu_occupancy_in_province","mb_icu_occupancy_out_of_province","mb_hosp_occupancy_total","mb_icu_occupancy_total","nb_hosp_occupancy_for_with","nb_hosp_occupancy_for","nb_icu_occupancy_for_with","nb_icu_occupancy_for","nb_total_hosp_admissions","nb_total_hosp_discharged","qc_hosp_admissions_for_with","qc_hosp_admissions_for","qc_hosp_admissions_with","qc_icu_admissions_for_with","qc_icu_admissions_for","qc_icu_admissions_with","sk_hosp_occupancy_total","sk_hosp_occupancy_covid_related_illness","sk_hosp_occupancy_incidental_infection","sk_hosp_occupancy_patient_under_investigation","sk_icu_occupancy","sk_hosp_admissions_daily_avg_past_7_days"
2023-10-24,,,,,,,,,,,,,,,,95,43,52,10,6,4,,,,,,
2023-10-25,,,,,,,,,,,,,,,,110,46,64,4,1,3,,,,,,
2023-10-26,,,,,,,,,,,,,,,,123,45,78,9,5,4,,,,,,
2023-10-27,,,,,,,,,,,,,,,,135,60,75,6,3,3,,,,,,
2023-10-28,,,,,,,,,,,,,,,,143,54,89,6,2,4,,,,,,
2023-10-29,,,,,,,,,,,,,,,,91,45,46,3,2,1,,,,,,
2023-10-30,,,,,,,,,,,,,,,,72,30,42,4,3,1,,,,,,
2023-10-31,,,,,,,,,,,,,,,,110,46,64,3,2,1,,,,,,
2023-11-01,,,,,,,,,,,,,,,,101,59,42,6,5,1,,,,,,
2023-11-02,,,,,,,,,,,,,,,,125,44,81,8,5,3,,,,,,
2023-11-03,,,,,,,,,,,,,,,,111,43,68,9,6,3,,,,,,
2023-11-04,,,,,,,,,,,,,,,,117,52,65,3,2,1,,,,,,
2023-11-05,,,,,,,,,,,,,,,,82,44,38,3,1,2,,,,,,
2023-11-06,,,,,,,,,,,,,,,,86,47,39,10,0,10,,,,,,
2023-11-07,,,,,,,,,,,,,,,,87,48,39,6,5,1,,,,,,
2023-11-08,,,,,,,,,,,,,,,,111,39,72,5,2,3,,,,,,
2023-11-09,,,,,,,,,,,,,,,,98,53,45,7,5,2,,,,,,
2023-11-10,,,,,,,,,,,,,,,,119,49,70,3,0,3,,,,,,
2023-11-11,,,,,,,,,,,,,,,,99,52,47,10,6,4,,,,,,
2023-11-12,,,,,,,,,,,,,,,,80,36,44,4,0,4,,,,,,
2023-11-13,,,,,,,,,,,,,,,,82,33,49,5,1,4,,,,,,
2023-11-14,,,,,,,,,,,,,,,,105,47,58,5,1,4,,,,,,
2023-11-15,,,,,,,,,,,,,,,,120,57,63,10,5,5,,,,,,
2023-11-16,,,,,,,,,,,,,,,,106,50,56,5,3,2,,,,,,
2023-11-17,,,,,,,,,,,,,,,,95,49,46,12,7,5,,,,,,
2023-11-18,,,,,,,,,,,,,,,,104,49,55,6,4,2,,,,,,
2023-11-19,,,,,,,,,,,,,,,,73,43,30,3,1,2,,,,,,
2023-11-20,,,,,,,,,,,,,,,,58,32,26,2,1,1,,,,,,
2023-11-21,,,,,,,,,,,,,,,,93,48,45,7,4,3,,,,,,
2023-11-22,,,,,,,,,,,,,,,,83,43,40,5,2,3,,,,,,
2023-11-23,,,,,,,,,,,,,,,,77,43,34,6,3,3,,,,,,
2023-11-24,,,,,,,,,,,,,,,,97,56,41,4,1,3,,,,,,
2023-11-25,,,,,,,,,,,,,,,,74,44,30,3,2,1,,,,,,
2023-11-26,,,,,,,,,,,,,,,,76,47,29,8,4,4,,,,,,
2023-11-27,,,,,,,,,,,,,,,,62,42,20,7,5,2,,,,,,
2023-11-28,,,,,,,,,,,,,,,,78,46,32,5,3,2,,,,,,
2023-11-29,,,,,,,,,,,,,,,,9,7,2,1,1,0,,,,,,
